id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W744,1,Doctor,1,H392,7,3,H392,7,3,H1686,1,1,H1686,1,1,H392,7,3,H392,7,3,0,0,0,0,0,0
W1379,1,Doctor,2,H691,3,2,H691,3,2,H630,1,1,H630,1,1,H691,3,2,H691,3,2,0,0,0,0,0,0
W40,1,Doctor,3,H356,4,1,H356,4,1,H235,3,-1,H235,3,-1,H356,4,1,H356,4,1,0,0,0,0,0,0
W797,1,Doctor,4,H319,7,1,H319,7,1,H257,4,-1,H257,4,-1,H319,7,1,H319,7,1,0,0,0,0,0,0
W433,1,Doctor,5,H726,2,1,H726,2,1,H347,1,-1,H347,1,-1,H726,2,1,H726,2,1,0,0,0,0,0,0
W1001,1,Doctor,6,H188,2,1,H188,2,1,H188,2,1,H188,2,1,H188,2,1,H188,2,1,0,0,0,0,0,0
W712,1,Doctor,7,H712,6,2,H712,6,2,H294,5,1,H294,5,1,H712,6,2,H712,6,2,1,1,0,0,0,0
W857,1,Doctor,8,H912,6,2,H912,6,2,H1000,5,1,H1000,5,1,H912,6,2,H912,6,2,0,0,0,0,0,0
W1599,1,Doctor,9,H235,8,1,H235,8,1,H993,4,-1,H993,4,-1,H235,8,1,H235,8,1,0,0,0,0,0,0
W974,1,Doctor,10,H161,6,2,H161,6,2,H394,5,1,H394,5,1,H161,6,2,H161,6,2,0,0,0,0,0,0
W1523,1,Doctor,11,H465,7,3,H465,7,3,H835,1,1,H835,1,1,H465,7,3,H465,7,3,0,0,0,0,0,0
W827,1,Doctor,12,H1156,1,1,H1156,1,1,H1156,1,1,H1156,1,1,H1357,3,2,H1357,3,2,0,0,0,0,0,0
W345,1,Doctor,13,H1385,4,1,H1385,4,1,H157,3,-1,H157,3,-1,H1385,4,1,H1385,4,1,0,0,0,0,0,0
W402,1,Doctor,14,H1021,19,-1,H1021,19,-1,H368,3,1,H368,3,1,Unmatched,0,0,Unmatched,0,0,946,945,0,0,0,0
W1504,1,Doctor,15,H1685,2,1,H1685,2,1,H1685,2,1,H1685,2,1,H1685,2,1,H1685,2,1,0,0,0,0,0,0
