id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W685,1,Doctor,1,H3,10,2,H1643,40,-1,H91,3,-1,H91,3,-1,H3,10,2,H3,10,2,2,2,0,0,0,0
W728,1,Doctor,2,H551,4,1,H1431,187,-1,H16,1,-1,H16,1,-1,H551,4,1,H551,4,1,0,0,0,0,0,0
W344,1,Doctor,3,H540,4,4,H397,273,-1,H761,1,1,H761,1,1,H540,4,4,H540,4,4,0,0,0,0,0,0
W208,1,Doctor,4,H1638,18,4,H1638,18,4,H804,1,-1,H804,1,-1,H1638,18,4,H1638,18,4,0,0,0,0,0,0
W845,1,Doctor,5,H975,2,1,H831,46,-1,H975,2,1,H975,2,1,H975,2,1,H975,2,1,0,0,0,0,0,0
W43,1,Doctor,6,H526,2,1,H1294,280,-1,H526,2,1,H526,2,1,H526,2,1,H526,2,1,0,0,0,0,0,0
W83,1,Doctor,7,H715,12,3,H1620,37,-1,H340,1,1,H340,1,1,H715,12,3,H715,12,3,0,0,0,0,0,0
W1676,1,Doctor,8,H1402,13,3,H255,21,-1,H1044,1,-1,H1044,1,-1,H1656,10,2,H1656,10,2,0,0,0,0,0,0
W409,1,Doctor,9,H283,1,1,H1123,89,-1,H283,1,1,H283,1,1,H283,1,1,H283,1,1,0,0,0,0,0,0
W1013,1,Doctor,10,H458,13,3,H705,346,-1,Unmatched,0,0,Unmatched,0,0,H458,13,3,H458,13,3,0,0,708,708,0,0
W946,1,Doctor,11,H1238,33,-1,H276,351,-1,H723,1,-1,H723,1,-1,Unmatched,0,0,Unmatched,0,0,291,291,0,0,0,0
W1433,1,Doctor,12,H359,6,2,H1012,143,-1,H654,3,1,H654,3,1,H359,6,2,H359,6,2,0,0,0,0,0,0
W996,1,Doctor,13,H580,8,1,H540,350,-1,Unmatched,0,0,Unmatched,0,0,H580,8,1,H580,8,1,0,0,715,715,0,0
W299,1,Doctor,14,H876,6,2,H440,27,-1,H1180,2,1,H1180,2,1,H876,6,2,H876,6,2,0,0,0,0,0,0
W384,1,Doctor,15,H1210,12,1,H1210,12,1,H835,1,-1,H835,1,-1,H1210,12,1,H1210,12,1,0,0,0,0,0,0
W633,1,Doctor,16,H1609,7,1,H1567,28,-1,Unmatched,0,0,Unmatched,0,0,H1609,7,1,H1609,7,1,0,0,724,724,0,0
W174,1,Doctor,17,H802,4,1,H279,112,-1,H1489,3,-1,H1489,3,-1,H802,4,1,H802,4,1,1,1,0,0,0,0
W813,1,Doctor,18,H332,4,1,H955,176,-1,H332,4,1,H332,4,1,H332,4,1,H332,4,1,0,0,0,0,0,0
W1313,1,Doctor,19,H44,2,1,H667,151,-1,H336,1,-1,H336,1,-1,H44,2,1,H44,2,1,0,0,0,0,0,0
W495,1,Doctor,20,H406,23,5,H406,23,5,H812,3,-1,H812,3,-1,H195,21,4,H195,21,4,0,0,0,0,0,0
W1608,1,Doctor,21,H658,5,1,H432,134,-1,H853,4,-1,H853,4,-1,H658,5,1,H658,5,1,0,0,0,0,0,0
W166,1,Doctor,22,H420,10,3,H1519,320,-1,H496,1,-1,H496,1,-1,H420,10,3,H420,10,3,0,0,0,0,0,0
W21,1,Doctor,23,H415,13,2,H228,15,4,H1370,1,1,H1370,1,1,H415,13,2,H415,13,2,2,2,0,0,0,0
W1388,1,Doctor,24,H1032,4,2,H1032,4,2,H407,2,1,H407,2,1,H407,2,1,H407,2,1,0,0,0,0,0,0
W804,1,Doctor,25,H555,14,-1,H651,70,-1,H888,4,-1,H888,4,-1,Unmatched,0,0,Unmatched,0,0,282,282,0,0,0,0
W1550,1,Doctor,26,H808,12,1,H1506,88,-1,H994,3,-1,H994,3,-1,H808,12,1,H808,12,1,0,0,0,0,0,0
W1217,1,Doctor,27,H933,10,-1,H333,50,-1,H1672,1,1,H1672,1,1,H1672,1,1,H1672,1,1,0,0,0,0,0,0
W998,1,Doctor,28,H313,1,1,H97,54,-1,H313,1,1,H313,1,1,H313,1,1,H313,1,1,0,0,0,0,0,0
W792,1,Doctor,29,H552,10,1,H534,53,-1,H1273,3,-1,H1273,3,-1,H552,10,1,H552,10,1,2,2,0,0,0,0
W905,1,Doctor,30,H1408,15,2,H1612,35,-1,H915,1,-1,H915,1,-1,H1408,15,2,H1408,15,2,0,0,0,0,0,0
W1025,1,Doctor,31,H710,8,1,H166,510,-1,H598,1,-1,H598,1,-1,H710,8,1,H710,8,1,0,0,0,0,0,0
W956,1,Doctor,32,H588,6,3,H1412,13,5,H1110,2,-1,H1110,2,-1,H588,6,3,H588,6,3,1,1,0,0,0,0
W1425,1,Doctor,33,H1186,38,-1,H1161,234,-1,H1311,2,-1,H1311,2,-1,Unmatched,0,0,Unmatched,0,0,255,255,0,0,0,0
W1372,1,Doctor,34,H33,4,3,H673,76,-1,H1217,2,-1,H1217,2,-1,H33,4,3,H33,4,3,0,0,0,0,0,0
W1318,1,Doctor,35,H944,8,2,H970,73,-1,H1544,5,-1,H1544,5,-1,H944,8,2,H944,8,2,0,0,0,0,0,0
W302,1,Doctor,36,H1316,9,2,H155,63,-1,H865,3,-1,H865,3,-1,H1316,9,2,H1316,9,2,0,0,0,0,0,0
W1352,1,Doctor,37,H1445,2,1,H2,61,-1,H1445,2,1,H1445,2,1,H1445,2,1,H1445,2,1,0,0,0,0,0,0
W688,1,Doctor,38,H428,8,2,H1671,148,-1,H1660,2,1,H1660,2,1,H428,8,2,H428,8,2,1,1,0,0,0,0
W120,1,Doctor,39,H1495,9,1,H1559,171,-1,H703,5,-1,H703,5,-1,H1495,9,1,H1495,9,1,0,0,0,0,0,0
