id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W1309,1,Doctor,1,H821,2,1,H145,87,-1,H74,1,-1,H74,1,-1,H821,2,1,H821,2,1,0,0,0,0,0,0
W601,1,Doctor,2,H1637,8,3,H1637,8,3,H1010,2,-1,H1010,2,-1,H1637,8,3,H1637,8,3,0,0,0,0,0,0
W1213,1,Doctor,3,H661,8,2,H1391,153,-1,H180,2,-1,H180,2,-1,H1137,11,3,H1137,11,3,0,0,0,0,0,0
W1095,1,Doctor,4,H259,2,1,H188,412,-1,H259,2,1,H259,2,1,H259,2,1,H259,2,1,0,0,0,0,0,0
W141,1,Doctor,5,H1380,1,1,H979,66,-1,H1380,1,1,H1380,1,1,H1380,1,1,H1380,1,1,0,0,0,0,0,0
W1592,1,Doctor,6,H1486,15,2,H771,245,-1,H1565,2,-1,H1565,2,-1,H1325,21,3,H1325,21,3,0,0,0,0,0,0
W1162,1,Doctor,7,H1417,7,3,H1121,34,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,299,299,728,728,0,0
W344,1,Doctor,8,H681,3,1,H1486,92,-1,H681,3,1,H681,3,1,H681,3,1,H681,3,1,0,0,0,0,0,0
W160,1,Doctor,9,H735,7,1,H1262,351,-1,H649,3,-1,H649,3,-1,H735,7,1,H735,7,1,1,1,0,0,0,0
W565,1,Doctor,10,H1394,2,1,H1531,323,-1,H1394,2,1,H1394,2,1,H1394,2,1,H1394,2,1,0,0,0,0,0,0
W192,1,Doctor,11,H1123,12,1,H879,161,-1,H1318,4,-1,H1318,4,-1,H1123,12,1,H1123,12,1,0,0,0,0,0,0
W1316,1,Doctor,12,H744,3,1,H984,30,5,H213,1,-1,H213,1,-1,H744,3,1,H744,3,1,0,0,0,0,0,0
W1459,1,Doctor,13,H83,11,3,H350,464,-1,H44,2,-1,H44,2,-1,H83,11,3,H83,11,3,0,0,0,0,0,0
W752,1,Doctor,14,H527,1,1,H736,5,3,H527,1,1,H527,1,1,H527,1,1,H527,1,1,0,0,0,0,0,0
W1335,1,Doctor,15,H180,3,1,H1170,265,-1,H532,1,-1,H532,1,-1,H180,3,1,H180,3,1,0,0,0,0,0,0
W884,1,Doctor,16,H4,8,1,H1566,130,-1,Unmatched,0,0,Unmatched,0,0,H4,8,1,H4,8,1,1,1,712,712,0,0
