id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W305,1,Doctor,1,H1017,4,1,H1017,4,1,H32,2,-1,H32,2,-1,H1017,4,1,H1017,4,1,0,0,0,0,0,0
W1046,1,Doctor,2,H784,2,1,H784,2,1,H784,2,1,H784,2,1,H784,2,1,H784,2,1,0,0,0,0,0,0
W414,1,Doctor,3,H1148,1,1,H1148,1,1,H1148,1,1,H1148,1,1,H1148,1,1,H1148,1,1,0,0,0,0,0,0
W834,1,Doctor,4,H107,1,1,H107,1,1,H107,1,1,H107,1,1,H107,1,1,H107,1,1,0,0,0,0,0,0
W1079,1,Doctor,5,H918,22,6,H918,22,6,H774,1,1,H774,1,1,H918,22,6,H918,22,6,0,0,0,0,0,0
W761,1,Doctor,6,H108,3,1,H108,3,1,H108,3,1,H108,3,1,H108,3,1,H108,3,1,0,0,0,0,0,0
W481,1,Doctor,7,H507,8,2,H892,19,3,H1652,4,-1,H1652,4,-1,H892,19,3,H892,19,3,0,0,0,0,0,0
W1006,1,Doctor,8,H981,19,4,H981,19,4,H238,1,1,H238,1,1,H981,19,4,H981,19,4,0,0,0,0,0,0
W373,1,Doctor,9,H919,17,6,H30,42,12,H1101,4,1,H1101,4,1,H919,17,6,H919,17,6,0,0,0,0,0,0
W796,1,Doctor,10,H199,7,2,H199,7,2,H934,6,1,H934,6,1,H199,7,2,H199,7,2,0,0,0,0,0,0
W846,1,Doctor,11,H193,70,17,H193,70,17,H649,5,-1,H649,5,-1,H193,70,17,H193,70,17,0,0,0,0,0,0
W143,1,Doctor,12,H1650,4,1,H1650,4,1,H1650,4,1,H1650,4,1,H1650,4,1,H1650,4,1,0,0,0,0,0,0
W484,1,Doctor,13,H901,26,4,H901,26,4,H1228,8,-1,H1228,8,-1,H901,26,4,H901,26,4,0,0,0,0,0,0
W1676,1,Doctor,14,H899,20,8,H1168,78,-1,H1262,9,3,H1262,9,3,H899,20,8,H899,20,8,0,0,0,0,0,0
W1160,1,Doctor,15,H373,54,10,H373,54,10,H25,2,1,H25,2,1,H373,54,10,H373,54,10,0,0,0,0,0,0
W99,1,Doctor,16,H143,25,7,H143,25,7,H1356,3,1,H1356,3,1,H143,25,7,H143,25,7,0,0,0,0,0,0
W367,1,Doctor,17,H930,8,3,H930,8,3,H1669,7,-1,H1669,7,-1,H930,8,3,H930,8,3,0,0,0,0,0,0
W980,1,Doctor,18,H508,18,3,H508,18,3,H457,5,-1,H457,5,-1,H508,18,3,H508,18,3,0,0,0,0,0,0
W1685,1,Doctor,19,H409,10,2,H409,10,2,H444,6,-1,H444,6,-1,H409,10,2,H409,10,2,0,0,0,0,0,0
W1081,1,Doctor,20,H1179,3,1,H1179,3,1,H1179,3,1,H1179,3,1,H1179,3,1,H1179,3,1,0,0,0,0,0,0
W582,1,Doctor,21,H1643,13,2,H1643,13,2,H365,10,1,H365,10,1,H1643,13,2,H1643,13,2,0,0,0,0,0,0
W1474,1,Doctor,22,H129,7,4,H129,7,4,H311,1,1,H311,1,1,H129,7,4,H129,7,4,0,0,0,0,0,0
W1110,1,Doctor,23,H1290,1,1,H1290,1,1,H1290,1,1,H1290,1,1,H1290,1,1,H1290,1,1,0,0,0,0,0,0
W190,1,Doctor,24,H1229,13,2,H1229,13,2,H924,4,-1,H924,4,-1,H1229,13,2,H1229,13,2,0,0,0,0,0,0
W234,1,Doctor,25,H736,2,1,H736,2,1,H736,2,1,H736,2,1,H705,25,5,H705,25,5,0,0,0,0,0,0
W1338,1,Doctor,26,H1543,10,3,H1543,10,3,H1033,9,-1,H1033,9,-1,H1543,10,3,H1543,10,3,0,0,0,0,0,0
W1642,1,Doctor,27,H354,1,1,H354,1,1,H354,1,1,H354,1,1,H354,1,1,H354,1,1,0,0,0,0,0,0
W1556,1,Doctor,28,H1451,5,1,H1451,5,1,H1481,4,-1,H1481,4,-1,H1451,5,1,H1451,5,1,0,0,0,0,0,0
W1443,1,Doctor,29,H1410,4,2,H1410,4,2,H1389,2,1,H1389,2,1,H1410,4,2,H1410,4,2,0,0,0,0,0,0
W838,1,Doctor,30,H843,22,6,H543,32,7,H999,5,-1,H999,5,-1,H843,22,6,H843,22,6,0,0,0,0,0,0
W713,1,Doctor,31,H846,12,3,H846,12,3,H1049,4,1,H1049,4,1,H846,12,3,H846,12,3,0,0,0,0,0,0
W793,1,Doctor,32,H857,32,7,H857,32,7,H1374,4,1,H1374,4,1,H857,32,7,H857,32,7,0,0,0,0,0,0
W875,1,Doctor,33,H219,9,3,H219,9,3,H1575,3,-1,H1575,3,-1,H219,9,3,H219,9,3,0,0,0,0,0,0
W776,1,Doctor,34,H827,5,3,H1150,22,9,H384,3,2,H384,3,2,H827,5,3,H827,5,3,0,0,0,0,0,0
