id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W266,1,Doctor,1,H1449,20,5,H1449,20,5,Unmatched,0,0,Unmatched,0,0,H1449,20,5,H1449,20,5,0,0,1693,1693,0,0
W517,1,Doctor,2,H1116,19,2,H1116,19,2,Unmatched,0,0,Unmatched,0,0,H1116,19,2,H1116,19,2,0,0,1693,1693,0,0
W348,1,Doctor,3,H1004,22,3,H1004,22,3,Unmatched,0,0,Unmatched,0,0,H1004,22,3,H1004,22,3,0,0,1693,1693,0,0
W1427,1,Doctor,4,H512,38,-1,H512,38,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,868,868,1693,1693,0,0
W779,1,Doctor,5,H443,6,1,H443,6,1,Unmatched,0,0,Unmatched,0,0,H443,6,1,H443,6,1,0,0,1694,1694,0,0
W140,1,Doctor,6,H1246,62,5,H1246,62,5,Unmatched,0,0,Unmatched,0,0,H1246,62,5,H1246,62,5,0,0,1693,1693,0,0
W1652,1,Doctor,7,H1244,63,5,H1244,63,5,Unmatched,0,0,Unmatched,0,0,H1244,63,5,H1244,63,5,0,0,1693,1693,0,0
W897,1,Doctor,8,H693,12,1,H693,12,1,Unmatched,0,0,Unmatched,0,0,H693,12,1,H693,12,1,0,0,1693,1693,0,0
W1220,1,Doctor,9,H297,14,1,H297,14,1,Unmatched,0,0,Unmatched,0,0,H297,14,1,H297,14,1,0,0,1693,1693,0,0
W1018,1,Doctor,10,H1146,3,1,H1146,3,1,H1146,3,1,H1146,3,1,H1146,3,1,H1146,3,1,0,0,0,0,0,0
W703,1,Doctor,11,H668,44,5,H668,44,5,Unmatched,0,0,Unmatched,0,0,H668,44,5,H668,44,5,0,0,1693,1693,0,0
W1161,1,Doctor,12,H558,48,4,H558,48,4,Unmatched,0,0,Unmatched,0,0,H558,48,4,H558,48,4,0,0,1693,1693,0,0
W302,1,Doctor,13,H911,18,1,H911,18,1,Unmatched,0,0,Unmatched,0,0,H911,18,1,H911,18,1,0,0,1693,1693,0,0
W68,1,Doctor,14,H976,88,4,H976,88,4,Unmatched,0,0,Unmatched,0,0,H976,88,4,H976,88,4,0,0,1693,1693,0,0
W700,1,Doctor,15,H838,40,-1,H838,40,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,721,721,1693,1693,0,0
