id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W1641,1,Doctor,1,H1377,1,1,H1377,1,1,H1377,1,1,H1377,1,1,H1377,1,1,H1377,1,1,0,0,0,0,0,0
W180,1,Doctor,2,H1063,2,1,H1063,2,1,H1063,2,1,H1063,2,1,H1063,2,1,H1063,2,1,0,0,0,0,0,0
W655,1,Doctor,3,H1528,3,3,H1528,3,3,H497,1,1,H497,1,1,H1528,3,3,H1528,3,3,0,0,0,0,0,0
W1563,1,Doctor,4,H1252,11,3,H1252,11,3,H1651,2,1,H1651,2,1,H1252,11,3,H1252,11,3,0,0,0,0,0,0
W99,1,Doctor,5,H862,1,1,H862,1,1,H862,1,1,H862,1,1,H862,1,1,H862,1,1,0,0,0,0,0,0
W49,1,Doctor,6,H1088,2,1,H1088,2,1,H1088,2,1,H1088,2,1,H1088,2,1,H1088,2,1,0,0,0,0,0,0
W474,1,Doctor,7,H576,4,2,H576,4,2,H576,4,2,H576,4,2,H576,4,2,H576,4,2,0,0,0,0,0,0
W1487,1,Doctor,8,H79,2,1,H79,2,1,H79,2,1,H79,2,1,H79,2,1,H79,2,1,1,1,0,0,0,0
W493,1,Doctor,9,H1646,1,-1,H1646,1,-1,H1646,1,-1,H1646,1,-1,H1053,5,1,H1053,5,1,1,1,0,0,0,0
W352,1,Doctor,10,H949,1,1,H949,1,1,H949,1,1,H949,1,1,H949,1,1,H949,1,1,0,0,0,0,0,0
W1275,1,Doctor,11,H1693,1,1,H1693,1,1,H1693,1,1,H1693,1,1,H1693,1,1,H1693,1,1,0,0,0,0,0,0
W1457,1,Doctor,12,H1302,5,1,H1302,5,1,H1435,3,-1,H1435,3,-1,H1302,5,1,H1302,5,1,0,0,0,0,0,0
W1254,1,Doctor,13,H755,2,1,H755,2,1,H755,2,1,H755,2,1,H755,2,1,H755,2,1,0,0,0,0,0,0
W1379,1,Doctor,14,H702,5,1,H702,5,1,H1144,4,-1,H1144,4,-1,H702,5,1,H702,5,1,0,0,0,0,0,0
W898,1,Doctor,15,H505,7,1,H505,7,1,H723,4,-1,H723,4,-1,H505,7,1,H505,7,1,0,0,0,0,0,0
W52,1,Doctor,16,H893,6,1,H893,6,1,H71,3,-1,H71,3,-1,H893,6,1,H893,6,1,0,0,0,0,0,0
W1528,1,Doctor,17,H1642,5,1,H1642,5,1,H1012,3,-1,H1012,3,-1,H1642,5,1,H1642,5,1,0,0,0,0,0,0
W339,1,Doctor,18,H597,9,1,H597,9,1,Unmatched,0,0,Unmatched,0,0,H935,11,2,H935,11,2,0,0,1564,1564,0,0
W1615,1,Doctor,19,H61,6,3,H61,6,3,H1306,1,-1,H1306,1,-1,H61,6,3,H61,6,3,0,0,0,0,0,0
W1564,1,Doctor,20,H94,7,2,H94,7,2,H1642,1,1,H1642,1,1,H94,7,2,H94,7,2,0,0,0,0,0,0
W1422,1,Doctor,21,H719,10,3,H719,10,3,H440,2,1,H440,2,1,H719,10,3,H719,10,3,1,1,0,0,0,0
W101,1,Doctor,22,H403,3,1,H403,3,1,H403,3,1,H403,3,1,H403,3,1,H403,3,1,0,0,0,0,0,0
W1489,1,Doctor,23,H186,1,1,H186,1,1,H186,1,1,H186,1,1,H186,1,1,H186,1,1,0,0,0,0,0,0
W623,1,Doctor,24,H1141,2,1,H1141,2,1,H1141,2,1,H1141,2,1,H1141,2,1,H1141,2,1,0,0,0,0,0,0
W989,1,Doctor,25,H1414,9,1,H1414,9,1,Unmatched,0,0,Unmatched,0,0,H1414,9,1,H1414,9,1,0,0,1544,1544,0,0
W1468,1,Doctor,26,H798,2,1,H798,2,1,H798,2,1,H798,2,1,H798,2,1,H798,2,1,0,0,0,0,0,0
W890,1,Doctor,27,H1564,9,2,H1564,9,2,H1484,1,1,H1484,1,1,H1564,9,2,H1564,9,2,1,1,0,0,0,0
W435,1,Doctor,28,H748,1,1,H748,1,1,H748,1,1,H748,1,1,H748,1,1,H748,1,1,0,0,0,0,0,0
W1238,1,Doctor,29,H530,1,1,H530,1,1,H530,1,1,H530,1,1,H376,17,5,H376,17,5,0,0,0,0,0,0
W710,1,Doctor,30,H105,5,2,H105,5,2,H193,3,1,H193,3,1,H105,5,2,H105,5,2,0,0,0,0,0,0
W106,1,Doctor,31,H1409,5,3,H1409,5,3,H1312,1,1,H1312,1,1,H1409,5,3,H1409,5,3,0,0,0,0,0,0
W957,1,Doctor,32,H1651,3,1,H1651,3,1,H12,2,-1,H12,2,-1,H1651,3,1,H1651,3,1,0,0,0,0,0,0
W1576,1,Doctor,33,H1450,3,1,H1450,3,1,H1016,1,-1,H1016,1,-1,H1450,3,1,H1450,3,1,0,0,0,0,0,0
W1551,1,Doctor,34,H1097,12,2,H1097,12,2,H539,4,1,H539,4,1,H1097,12,2,H1097,12,2,0,0,0,0,0,0
W1592,1,Doctor,35,H1274,15,3,H1274,15,3,H1187,4,-1,H1187,4,-1,H1274,15,3,H1274,15,3,0,0,0,0,0,0
W544,1,Doctor,36,H343,10,1,H343,10,1,H1185,5,-1,H1185,5,-1,H343,10,1,H343,10,1,0,0,0,0,0,0
W1605,1,Doctor,37,H1043,3,1,H1043,3,1,H1043,3,1,H1043,3,1,H1043,3,1,H1043,3,1,1,1,0,0,0,0
W1054,1,Doctor,38,H956,4,2,H956,4,2,H1406,2,1,H1406,2,1,H956,4,2,H956,4,2,0,0,0,0,0,0
W675,1,Doctor,39,H789,1,1,H789,1,1,H789,1,1,H789,1,1,H789,1,1,H789,1,1,0,0,0,0,0,0
W1002,1,Doctor,40,H1364,10,2,H1364,10,2,Unmatched,0,0,Unmatched,0,0,H1364,10,2,H1364,10,2,1,1,1511,1511,0,0
W1370,1,Doctor,41,H1254,4,1,H1254,4,1,H501,1,-1,H501,1,-1,H1254,4,1,H1254,4,1,0,0,0,0,0,0
W913,1,Doctor,42,H697,3,1,H697,3,1,H697,3,1,H697,3,1,H697,3,1,H697,3,1,0,0,0,0,0,0
W209,1,Doctor,43,H600,7,1,H600,7,1,H1001,3,-1,H1001,3,-1,H600,7,1,H600,7,1,0,0,0,0,0,0
W144,1,Doctor,44,H547,5,3,H547,5,3,H547,5,3,H547,5,3,H547,5,3,H547,5,3,0,0,0,0,0,0
W600,1,Doctor,45,H1379,8,2,H1379,8,2,Unmatched,0,0,Unmatched,0,0,H1379,8,2,H1379,8,2,1,1,1497,1497,0,0
W1359,1,Doctor,46,H95,5,1,H95,5,1,H95,5,1,H95,5,1,H95,5,1,H95,5,1,0,0,0,0,0,0
W131,1,Doctor,47,H1199,20,2,H1199,20,2,H794,1,1,H794,1,1,H1199,20,2,H1199,20,2,1,1,0,0,0,0
W918,1,Doctor,48,H13,22,4,H13,22,4,H1317,2,1,H1317,2,1,H12,34,5,H12,34,5,1,1,0,0,0,0
W1584,1,Doctor,49,H650,7,2,H650,7,2,Unmatched,0,0,Unmatched,0,0,H650,7,2,H650,7,2,0,0,1487,1487,0,0
W1092,1,Doctor,50,H1215,1,1,H1215,1,1,H1215,1,1,H1215,1,1,H1215,1,1,H1215,1,1,0,0,0,0,0,0
W731,1,Doctor,51,H788,1,1,H788,1,1,H788,1,1,H788,1,1,H788,1,1,H788,1,1,0,0,0,0,0,0
W935,1,Doctor,52,H995,2,1,H995,2,1,H995,2,1,H995,2,1,H597,5,2,H597,5,2,0,0,0,0,0,0
W947,1,Doctor,53,H345,3,1,H345,3,1,H345,3,1,H345,3,1,H345,3,1,H345,3,1,0,0,0,0,0,0
W65,1,Doctor,54,H1219,7,2,H1219,7,2,H954,4,-1,H954,4,-1,H1219,7,2,H1219,7,2,0,0,0,0,0,0
W679,1,Doctor,55,H616,1,1,H616,1,1,H616,1,1,H616,1,1,H616,1,1,H616,1,1,0,0,0,0,0,0
W1078,1,Doctor,56,H442,18,1,H442,18,1,H22,3,-1,H22,3,-1,H442,18,1,H442,18,1,0,0,0,0,0,0
W1624,1,Doctor,57,H674,1,1,H674,1,1,H674,1,1,H674,1,1,H674,1,1,H674,1,1,0,0,0,0,0,0
W779,1,Doctor,58,H1151,34,3,H1151,34,3,Unmatched,0,0,Unmatched,0,0,H1151,34,3,H1151,34,3,0,0,1483,1483,0,0
W308,1,Doctor,59,H116,16,3,H116,16,3,Unmatched,0,0,Unmatched,0,0,H116,16,3,H116,16,3,0,0,1491,1491,0,0
W492,1,Doctor,60,H640,4,1,H640,4,1,H178,1,-1,H178,1,-1,H640,4,1,H640,4,1,0,0,0,0,0,0
W1629,1,Doctor,61,H1422,9,2,H1422,9,2,Unmatched,0,0,Unmatched,0,0,H1422,9,2,H1422,9,2,0,0,1501,1501,0,0
W1153,1,Doctor,62,H783,22,2,H783,22,2,Unmatched,0,0,Unmatched,0,0,H783,22,2,H783,22,2,0,0,1486,1486,0,0
