id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W634,1,Doctor,1,H1208,6,2,H1208,6,2,H1599,3,1,H1599,3,1,H1208,6,2,H1208,6,2,0,0,0,0,0,0
W1095,1,Doctor,2,H220,2,2,H220,2,2,H220,2,2,H220,2,2,H220,2,2,H220,2,2,0,0,0,0,0,0
W1294,1,Doctor,3,H57,5,2,H57,5,2,H245,4,1,H245,4,1,H57,5,2,H57,5,2,0,0,0,0,0,0
W681,1,Doctor,4,H520,5,4,H520,5,4,H1224,3,2,H1224,3,2,H520,5,4,H520,5,4,0,0,0,0,0,0
W547,1,Doctor,5,H1307,7,4,H1307,7,4,H822,3,1,H822,3,1,H1307,7,4,H1307,7,4,0,0,0,0,0,0
W1139,1,Doctor,6,H119,8,2,H867,13,5,H119,8,2,H119,8,2,H119,8,2,H119,8,2,0,0,0,0,0,0
W1061,1,Doctor,7,H1211,7,2,H946,13,7,H131,6,1,H131,6,1,H1211,7,2,H1211,7,2,0,0,0,0,0,0
W664,1,Doctor,8,H716,5,3,H638,9,4,H95,2,1,H95,2,1,H638,9,4,H638,9,4,0,0,0,0,0,0
W731,1,Doctor,9,H240,5,2,H240,5,2,H490,3,-1,H490,3,-1,H240,5,2,H240,5,2,0,0,0,0,0,0
W1662,1,Doctor,10,H514,5,3,H514,5,3,H514,5,3,H514,5,3,H514,5,3,H514,5,3,0,0,0,0,0,0
W1620,1,Doctor,11,H396,6,3,H396,6,3,H341,1,1,H341,1,1,H396,6,3,H396,6,3,0,0,0,0,0,0
W337,1,Doctor,12,H436,5,1,H436,5,1,H1624,2,-1,H1624,2,-1,H436,5,1,H436,5,1,0,0,0,0,0,0
W353,1,Doctor,13,H257,8,3,H257,8,3,H1443,3,-1,H1443,3,-1,H257,8,3,H257,8,3,0,0,0,0,0,0
W680,1,Doctor,14,H491,1,-1,H582,15,4,H491,1,-1,H491,1,-1,H889,10,3,H889,10,3,0,0,0,0,0,0
W1452,1,Doctor,15,H214,2,2,H214,2,2,H130,1,1,H130,1,1,H214,2,2,H214,2,2,0,0,0,0,0,0
W194,1,Doctor,16,H360,1,1,H1432,9,4,H360,1,1,H360,1,1,H1110,2,2,H1110,2,2,0,0,0,0,0,0
