id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W765,1,Doctor,1,H383,4,1,H1619,57,-1,H383,4,1,H383,4,1,H383,4,1,H383,4,1,0,0,0,0,0,0
W604,1,Doctor,2,H1335,9,3,H1335,9,3,H586,2,-1,H586,2,-1,H1335,9,3,H1335,9,3,1,1,0,0,0,0
W1260,1,Doctor,3,H436,3,1,H1074,29,-1,H436,3,1,H436,3,1,H436,3,1,H436,3,1,0,0,0,0,0,0
W1492,1,Doctor,4,H879,16,-1,H790,57,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,352,352,702,702,0,0
W854,1,Doctor,5,H742,5,2,H609,258,-1,H816,3,-1,H816,3,-1,H742,5,2,H742,5,2,0,0,0,0,0,0
W99,1,Doctor,6,H1565,5,3,H1565,5,3,H1565,5,3,H1565,5,3,H1565,5,3,H1565,5,3,0,0,0,0,0,0
W192,1,Doctor,7,H785,4,3,H1653,47,-1,H785,4,3,H785,4,3,H785,4,3,H785,4,3,0,0,0,0,0,0
W1486,1,Doctor,8,H1496,7,3,H1051,111,-1,Unmatched,0,0,Unmatched,0,0,H1496,7,3,H1496,7,3,0,0,693,693,0,0
W1052,1,Doctor,9,H27,16,-1,H1370,50,-1,H800,5,-1,H800,5,-1,H582,15,5,H582,15,5,2,2,0,0,0,0
W1523,1,Doctor,10,H634,3,2,H646,67,-1,H634,3,2,H634,3,2,H1697,7,4,H1697,7,4,0,0,0,0,0,0
W1388,1,Doctor,11,H1112,3,2,H1620,41,-1,H781,1,1,H781,1,1,H1112,3,2,H1112,3,2,0,0,0,0,0,0
W1300,1,Doctor,12,H519,1,-1,H545,150,-1,H519,1,-1,H519,1,-1,H820,2,1,H820,2,1,1,1,0,0,0,0
W1235,1,Doctor,13,H1397,4,2,H1003,126,-1,H562,1,-1,H562,1,-1,H1397,4,2,H1397,4,2,0,0,0,0,0,0
W334,1,Doctor,14,H1369,1,1,H450,8,3,H1369,1,1,H1369,1,1,H1369,1,1,H1369,1,1,0,0,0,0,0,0
W1194,1,Doctor,15,H1596,2,1,H1596,2,1,H1596,2,1,H1596,2,1,H1596,2,1,H1596,2,1,0,0,0,0,0,0
W57,1,Doctor,16,H837,3,2,H1217,44,-1,H498,2,1,H498,2,1,H498,2,1,H498,2,1,0,0,0,0,0,0
W213,1,Doctor,17,H1144,17,5,H1432,74,-1,H1558,2,-1,H1558,2,-1,H1144,17,5,H1144,17,5,0,0,0,0,0,0
W1382,1,Doctor,18,H928,4,3,H154,48,-1,H73,2,1,H73,2,1,H928,4,3,H928,4,3,0,0,0,0,0,0
W1327,1,Doctor,19,H209,4,1,H1532,15,-1,H257,3,-1,H257,3,-1,H209,4,1,H209,4,1,1,1,0,0,0,0
W1403,1,Doctor,20,H1199,2,2,H1205,136,-1,H1199,2,2,H1199,2,2,H1199,2,2,H1199,2,2,0,0,0,0,0,0
W1278,1,Doctor,21,H788,17,-1,H907,476,-1,H1107,1,1,H1107,1,1,H1107,1,1,H1107,1,1,0,0,0,0,0,0
W28,1,Doctor,22,H1626,7,3,H991,62,-1,H1165,1,-1,H1165,1,-1,H459,3,1,H459,3,1,0,0,0,0,0,0
W1028,1,Doctor,23,H586,3,2,H1140,18,-1,H771,2,-1,H771,2,-1,H586,3,2,H586,3,2,0,0,0,0,0,0
W146,1,Doctor,24,H242,8,4,H273,357,-1,H437,3,2,H437,3,2,H242,8,4,H242,8,4,0,0,0,0,0,0
W129,1,Doctor,25,H67,12,5,H1542,69,-1,H8,4,1,H8,4,1,H67,12,5,H67,12,5,1,1,0,0,0,0
W1067,1,Doctor,26,H1478,5,1,H1478,5,1,H1019,3,-1,H1019,3,-1,H1478,5,1,H1478,5,1,0,0,0,0,0,0
W1603,1,Doctor,27,H154,4,1,H492,85,-1,H1415,1,-1,H1415,1,-1,H154,4,1,H154,4,1,0,0,0,0,0,0
W219,1,Doctor,28,H1668,2,1,H1612,75,-1,H1668,2,1,H1668,2,1,H1668,2,1,H1668,2,1,0,0,0,0,0,0
W126,1,Doctor,29,H1337,5,2,H563,120,-1,H748,4,1,H748,4,1,H1337,5,2,H1337,5,2,0,0,0,0,0,0
W1257,1,Doctor,30,H478,1,1,H309,125,-1,H478,1,1,H478,1,1,H478,1,1,H478,1,1,0,0,0,0,0,0
W504,1,Doctor,31,H830,13,2,H763,242,-1,H95,3,-1,H95,3,-1,H830,13,2,H830,13,2,0,0,0,0,0,0
W1140,1,Doctor,32,H1267,12,4,H718,105,-1,Unmatched,0,0,Unmatched,0,0,H1267,12,4,H1267,12,4,0,0,703,703,0,0
W1628,1,Doctor,33,H393,15,1,H1079,351,-1,H318,4,-1,H318,4,-1,H393,15,1,H393,15,1,1,1,0,0,0,0
W735,1,Doctor,34,H114,18,-1,H823,85,-1,H1645,3,1,H1645,3,1,H1174,7,4,H1174,7,4,0,0,0,0,0,0
W1640,1,Doctor,35,H1553,7,4,H1269,150,-1,H993,2,-1,H993,2,-1,H1553,7,4,H1553,7,4,0,0,0,0,0,0
W1271,1,Doctor,36,H155,1,1,H635,113,-1,H155,1,1,H155,1,1,H155,1,1,H155,1,1,0,0,0,0,0,0
W97,1,Doctor,37,H1513,8,2,H735,130,-1,H619,2,-1,H619,2,-1,H1513,8,2,H1513,8,2,0,0,0,0,0,0
W310,1,Doctor,38,H316,8,4,H807,192,-1,H1044,1,-1,H1044,1,-1,H452,4,2,H452,4,2,0,0,0,0,0,0
W1694,1,Doctor,39,H68,1,1,H809,2,2,H68,1,1,H68,1,1,H68,1,1,H68,1,1,0,0,0,0,0,0
W1001,1,Doctor,40,H1357,6,4,H764,47,-1,H1186,2,1,H1186,2,1,H1357,6,4,H1357,6,4,0,0,0,0,0,0
W1189,1,Doctor,41,H444,11,3,H1602,150,-1,H823,3,-1,H823,3,-1,H444,11,3,H444,11,3,1,1,0,0,0,0
W1417,1,Doctor,42,H752,6,3,H180,334,-1,H79,3,-1,H79,3,-1,H752,6,3,H752,6,3,0,0,0,0,0,0
W1048,1,Doctor,43,H1207,6,3,H1237,118,-1,H862,1,1,H862,1,1,H1207,6,3,H1207,6,3,0,0,0,0,0,0
W1021,1,Doctor,44,H691,8,2,H682,28,-1,H602,3,1,H602,3,1,H691,8,2,H691,8,2,0,0,0,0,0,0
W644,1,Doctor,45,H727,3,1,H104,48,-1,H1556,2,-1,H1556,2,-1,H727,3,1,H727,3,1,0,0,0,0,0,0
W857,1,Doctor,46,H1139,1,1,H1223,96,-1,H1139,1,1,H1139,1,1,H1139,1,1,H1139,1,1,0,0,0,0,0,0
W1217,1,Doctor,47,H588,3,3,H818,14,-1,H1339,1,1,H1339,1,1,H588,3,3,H588,3,3,0,0,0,0,0,0
W623,1,Doctor,48,H110,8,4,H468,86,-1,H672,5,3,H672,5,3,H110,8,4,H110,8,4,0,0,0,0,0,0
