id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W347,1,Doctor,1,H1202,2,1,H1202,2,1,H1202,2,1,H1202,2,1,H1202,2,1,H1202,2,1,0,0,0,0,0,0
W1316,1,Doctor,2,H1672,4,2,H374,15,6,H1672,4,2,H1672,4,2,H1672,4,2,H1672,4,2,0,0,0,0,0,0
W1364,1,Doctor,3,H187,2,1,H248,21,8,H187,2,1,H187,2,1,H187,2,1,H187,2,1,0,0,0,0,0,0
W423,1,Doctor,4,H543,5,2,H543,5,2,H3,2,1,H3,2,1,H543,5,2,H543,5,2,0,0,0,0,0,0
W1081,1,Doctor,5,H245,7,1,H245,7,1,H245,7,1,H245,7,1,H245,7,1,H245,7,1,0,0,0,0,0,0
W554,1,Doctor,6,H956,1,1,H956,1,1,H956,1,1,H956,1,1,H956,1,1,H956,1,1,0,0,0,0,0,0
W1313,1,Doctor,7,H1249,2,1,H1249,2,1,H1645,1,-1,H1645,1,-1,H1249,2,1,H1249,2,1,0,0,0,0,0,0
W377,1,Doctor,8,H7,10,4,H470,23,10,H1279,5,-1,H1279,5,-1,H7,10,4,H7,10,4,0,0,0,0,0,0
W1352,1,Doctor,9,H424,2,1,H1146,20,4,H424,2,1,H424,2,1,H1146,20,4,H1146,20,4,0,0,0,0,0,0
W107,1,Doctor,10,H647,4,3,H63,21,8,H1358,1,1,H1358,1,1,H647,4,3,H647,4,3,0,0,0,0,0,0
W777,1,Doctor,11,H671,1,1,H420,11,4,H671,1,1,H671,1,1,H671,1,1,H671,1,1,0,0,0,0,0,0
W1122,1,Doctor,12,H405,1,1,H152,12,4,H405,1,1,H405,1,1,H405,1,1,H405,1,1,0,0,0,0,0,0
W1238,1,Doctor,13,H282,3,1,H282,3,1,H282,3,1,H282,3,1,H282,3,1,H282,3,1,0,0,0,0,0,0
W98,1,Doctor,14,H1070,1,1,H1070,1,1,H1070,1,1,H1070,1,1,H1070,1,1,H1070,1,1,0,0,0,0,0,0
W875,1,Doctor,15,H1048,5,4,H1048,5,4,H1632,3,3,H1632,3,3,H1048,5,4,H1048,5,4,0,0,0,0,0,0
W996,1,Doctor,16,H1005,10,2,H1005,10,2,H1000,6,1,H1000,6,1,H1005,10,2,H1005,10,2,0,0,0,0,0,0
W721,1,Doctor,17,H631,11,2,H275,22,6,H1262,6,1,H1262,6,1,H275,22,6,H275,22,6,0,0,0,0,0,0
W1017,1,Doctor,18,H592,5,2,H1602,21,9,H525,3,1,H525,3,1,H592,5,2,H592,5,2,0,0,0,0,0,0
W1378,1,Doctor,19,H912,6,2,H912,6,2,H1209,2,1,H1209,2,1,H912,6,2,H912,6,2,0,0,0,0,0,0
W375,1,Doctor,20,H1297,1,1,H1550,25,8,H1297,1,1,H1297,1,1,H1642,17,5,H1642,17,5,0,0,0,0,0,0
W565,1,Doctor,21,H741,4,2,H741,4,2,H1023,2,1,H1023,2,1,H741,4,2,H741,4,2,0,0,0,0,0,0
W195,1,Doctor,22,H516,3,2,H516,3,2,H1658,2,1,H1658,2,1,H516,3,2,H516,3,2,0,0,0,0,0,0
W1614,1,Doctor,23,H1260,5,1,H466,20,5,H531,1,-1,H531,1,-1,H466,20,5,H466,20,5,0,0,0,0,0,0
W35,1,Doctor,24,H256,21,5,H1230,25,7,H1643,6,1,H1643,6,1,H1230,25,7,H1230,25,7,0,0,0,0,0,0
W1047,1,Doctor,25,H72,8,2,H72,8,2,H760,3,1,H760,3,1,H72,8,2,H72,8,2,0,0,0,0,0,0
W483,1,Doctor,26,H1032,6,3,H1584,28,7,H860,1,1,H860,1,1,H1032,6,3,H1032,6,3,0,0,0,0,0,0
W942,1,Doctor,27,H99,32,4,H99,32,4,Unmatched,0,0,Unmatched,0,0,H99,32,4,H99,32,4,0,0,676,676,0,0
W727,1,Doctor,28,H1065,10,5,H290,11,6,H1538,6,2,H1538,6,2,H1065,10,5,H1065,10,5,0,0,0,0,0,0
W1263,1,Doctor,29,H1531,1,1,H1531,1,1,H1531,1,1,H1531,1,1,H1531,1,1,H1531,1,1,0,0,0,0,0,0
W690,1,Doctor,30,H306,71,19,H465,89,-1,H139,1,-1,H139,1,-1,H306,71,19,H306,71,19,0,0,0,0,0,0
W1118,1,Doctor,31,H139,10,2,H212,14,4,H922,4,1,H922,4,1,H212,14,4,H212,14,4,0,0,0,0,0,0
W648,1,Doctor,32,H949,14,2,H949,14,2,H672,3,1,H672,3,1,H949,14,2,H949,14,2,0,0,0,0,0,0
W647,1,Doctor,33,H1009,17,3,H1009,17,3,H273,6,1,H273,6,1,H1009,17,3,H1009,17,3,0,0,0,0,0,0
W1139,1,Doctor,34,H1071,10,3,H1071,10,3,H1314,8,2,H1314,8,2,H1071,10,3,H1071,10,3,0,0,0,0,0,0
W738,1,Doctor,35,H1225,27,9,H1638,56,18,H630,13,3,H630,13,3,H1225,27,9,H1225,27,9,0,0,0,0,0,0
W807,1,Doctor,36,H1299,16,5,H954,89,-1,H527,4,2,H527,4,2,H1299,16,5,H1299,16,5,0,0,0,0,0,0
W459,1,Doctor,37,H1177,8,3,H1285,79,16,H77,1,1,H77,1,1,H1177,8,3,H1177,8,3,0,0,0,0,0,0
W1040,1,Doctor,38,H1089,12,2,H1089,12,2,H1653,4,-1,H1653,4,-1,H1089,12,2,H1089,12,2,0,0,0,0,0,0
W2,1,Doctor,39,H108,36,10,H108,36,10,H927,4,-1,H927,4,-1,H108,36,10,H108,36,10,0,0,0,0,0,0
W1074,1,Doctor,40,H1698,16,3,H1362,38,12,H931,8,-1,H931,8,-1,H2,19,5,H2,19,5,0,0,0,0,0,0
W1275,1,Doctor,41,H204,11,3,H713,13,4,H1566,1,1,H1566,1,1,H204,11,3,H204,11,3,0,0,0,0,0,0
W1419,1,Doctor,42,H598,25,4,H598,25,4,H53,1,1,H53,1,1,H598,25,4,H598,25,4,0,0,0,0,0,0
W1699,1,Doctor,43,H1443,18,6,H1612,39,14,H1514,4,-1,H1514,4,-1,H1443,18,6,H1443,18,6,0,0,0,0,0,0
W593,1,Doctor,44,H268,5,1,H268,5,1,H593,1,-1,H593,1,-1,H268,5,1,H268,5,1,0,0,0,0,0,0
