id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W1019,1,Doctor,1,H1058,1,1,H75,34,-1,H1058,1,1,H1058,1,1,H1058,1,1,H1058,1,1,0,0,0,0,0,0
W45,1,Doctor,2,H530,5,2,H1018,76,-1,H530,5,2,H530,5,2,H530,5,2,H530,5,2,0,0,0,0,0,0
W417,1,Doctor,3,H1425,1,1,H1131,132,-1,H1425,1,1,H1425,1,1,H1547,7,2,H1547,7,2,0,0,0,0,0,0
W78,1,Doctor,4,H909,4,1,H132,315,-1,H1495,3,-1,H1495,3,-1,H909,4,1,H909,4,1,1,1,0,0,0,0
W1033,1,Doctor,5,H467,1,1,H435,29,-1,H467,1,1,H467,1,1,H467,1,1,H467,1,1,0,0,0,0,0,0
W708,1,Doctor,6,H592,3,2,H1133,638,-1,H592,3,2,H592,3,2,H592,3,2,H592,3,2,0,0,0,0,0,0
W1224,1,Doctor,7,H110,13,-1,H1080,173,-1,H607,3,2,H607,3,2,Unmatched,0,0,Unmatched,0,0,300,300,0,0,0,0
W1315,1,Doctor,8,H394,16,2,H969,129,-1,H457,2,1,H457,2,1,H394,16,2,H394,16,2,1,1,0,0,0,0
W1128,1,Doctor,9,H948,7,1,H1479,124,-1,H229,1,-1,H229,1,-1,H948,7,1,H948,7,1,0,0,0,0,0,0
W1214,1,Doctor,10,H1324,19,-1,H776,100,-1,H1638,2,1,H1638,2,1,H549,7,3,H549,7,3,0,0,0,0,0,0
W1685,1,Doctor,11,H789,2,1,H789,2,1,H345,1,-1,H345,1,-1,H789,2,1,H789,2,1,0,0,0,0,0,0
W361,1,Doctor,12,H253,9,1,H1138,108,-1,H773,4,-1,H773,4,-1,H253,9,1,H253,9,1,0,0,0,0,0,0
W56,1,Doctor,13,H1437,7,1,H1168,31,-1,H576,4,-1,H576,4,-1,H1437,7,1,H1437,7,1,0,0,0,0,0,0
W491,1,Doctor,14,H769,9,3,H1134,108,-1,Unmatched,0,0,Unmatched,0,0,H769,9,3,H769,9,3,1,1,696,696,0,0
W721,1,Doctor,15,H29,1,1,H757,34,-1,H29,1,1,H29,1,1,H29,1,1,H29,1,1,0,0,0,0,0,0
W605,1,Doctor,16,H1682,7,2,H1289,41,-1,H909,1,1,H909,1,1,H1682,7,2,H1682,7,2,0,0,0,0,0,0
W1152,1,Doctor,17,H1330,12,2,H652,71,-1,H1276,5,-1,H1276,5,-1,H1330,12,2,H1330,12,2,0,0,0,0,0,0
W1666,1,Doctor,18,H1147,4,2,H152,93,-1,H245,1,1,H245,1,1,H1147,4,2,H1147,4,2,0,0,0,0,0,0
W897,1,Doctor,19,H265,8,3,H60,34,-1,Unmatched,0,0,Unmatched,0,0,H265,8,3,H265,8,3,0,0,698,698,0,0
W1475,1,Doctor,20,H205,18,2,H1214,36,-1,H1543,1,-1,H1543,1,-1,H205,18,2,H205,18,2,0,0,0,0,0,0
W332,1,Doctor,21,H1320,2,1,H967,14,5,H1688,1,-1,H1688,1,-1,H1320,2,1,H1320,2,1,0,0,0,0,0,0
W1423,1,Doctor,22,H898,9,1,H1542,524,-1,H471,4,-1,H471,4,-1,H898,9,1,H898,9,1,0,0,0,0,0,0
W580,1,Doctor,23,H1112,18,4,H818,287,-1,H687,2,-1,H687,2,-1,H1112,18,4,H1112,18,4,0,0,0,0,0,0
W1008,1,Doctor,24,H1165,6,2,H1301,273,-1,Unmatched,0,0,Unmatched,0,0,H1165,6,2,H1165,6,2,0,0,686,686,0,0
