id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W1638,1,Doctor,1,H1310,2,1,H605,20,-1,H199,1,-1,H199,1,-1,H1310,2,1,H1310,2,1,0,0,0,0,0,0
W564,1,Doctor,2,H151,1,1,H873,5,4,H151,1,1,H151,1,1,H151,1,1,H151,1,1,0,0,0,0,0,0
W25,1,Doctor,3,H611,4,3,H865,17,-1,H751,1,1,H751,1,1,H611,4,3,H611,4,3,0,0,0,0,0,0
W1650,1,Doctor,4,H1022,1,1,H1022,1,1,H1022,1,1,H1022,1,1,H1022,1,1,H1022,1,1,0,0,0,0,0,0
W172,1,Doctor,5,H1030,1,1,H1188,9,-1,H1030,1,1,H1030,1,1,H1030,1,1,H1030,1,1,0,0,0,0,0,0
W921,1,Doctor,6,H895,1,1,H684,14,-1,H895,1,1,H895,1,1,H895,1,1,H895,1,1,0,0,0,0,0,0
W607,1,Doctor,7,H896,3,3,H896,3,3,H310,2,2,H310,2,2,H310,2,2,H310,2,2,0,0,0,0,0,0
W1329,1,Doctor,8,H1336,5,4,H477,11,-1,H708,1,-1,H708,1,-1,H1336,5,4,H1336,5,4,0,0,0,0,0,0
W1194,1,Doctor,9,H1577,1,1,H1577,1,1,H1577,1,1,H1577,1,1,H1577,1,1,H1577,1,1,0,0,0,0,0,0
W101,1,Doctor,10,H157,8,-1,H157,8,-1,H1135,2,2,H1135,2,2,Unmatched,0,0,Unmatched,0,0,703,703,0,0,0,0
W624,1,Doctor,11,H1277,3,1,H1277,3,1,H1277,3,1,H1277,3,1,H1277,3,1,H1277,3,1,0,0,0,0,0,0
W1213,1,Doctor,12,H252,5,2,H1050,9,5,H252,5,2,H252,5,2,H252,5,2,H252,5,2,1,1,0,0,0,0
W1655,1,Doctor,13,H1432,5,4,H1432,5,4,H756,2,2,H756,2,2,H756,2,2,H756,2,2,0,0,0,0,0,0
W889,1,Doctor,14,H495,1,1,H127,6,4,H495,1,1,H495,1,1,H495,1,1,H495,1,1,0,0,0,0,0,0
W429,1,Doctor,15,H79,4,3,H1696,13,-1,H728,1,1,H728,1,1,H79,4,3,H79,4,3,0,0,0,0,0,0
W366,1,Doctor,16,H504,1,1,H504,1,1,H504,1,1,H504,1,1,H504,1,1,H504,1,1,0,0,0,0,0,0
W783,1,Doctor,17,H597,1,1,H633,6,5,H597,1,1,H597,1,1,H597,1,1,H597,1,1,0,0,0,0,0,0
W399,1,Doctor,18,H474,2,2,H474,2,2,H456,1,1,H456,1,1,H474,2,2,H474,2,2,0,0,0,0,0,0
W125,1,Doctor,19,H1033,2,2,H1033,2,2,H322,1,1,H322,1,1,H1033,2,2,H1033,2,2,0,0,0,0,0,0
W2,1,Doctor,20,H1298,4,3,H1072,6,5,H1085,1,1,H1085,1,1,H1298,4,3,H1298,4,3,0,0,0,0,0,0
W679,1,Doctor,21,H134,7,4,H1443,8,5,H548,1,1,H548,1,1,H548,1,1,H548,1,1,0,0,0,0,0,0
W972,1,Doctor,22,H1359,6,4,H1335,19,-1,H943,1,-1,H943,1,-1,H256,2,1,H256,2,1,0,0,0,0,0,0
W470,1,Doctor,23,H745,5,3,H1521,11,-1,H346,1,1,H346,1,1,H346,1,1,H346,1,1,0,0,0,0,0,0
W1218,1,Doctor,24,H1700,2,2,H306,4,4,H1397,1,1,H1397,1,1,H1397,1,1,H1397,1,1,0,0,0,0,0,0
W465,1,Doctor,25,H369,8,2,H369,8,2,H1290,5,-1,H1290,5,-1,H369,8,2,H369,8,2,1,1,0,0,0,0
W68,1,Doctor,26,H1550,5,2,H503,12,-1,H1590,1,-1,H1590,1,-1,H1550,5,2,H1550,5,2,0,0,0,0,0,0
W1303,1,Doctor,27,H201,3,3,H1147,13,-1,H1082,2,2,H1082,2,2,H201,3,3,H201,3,3,0,0,0,0,0,0
W1366,1,Doctor,28,H366,1,1,H366,1,1,H366,1,1,H366,1,1,H366,1,1,H366,1,1,0,0,0,0,0,0
W100,1,Doctor,29,H1288,1,1,H1288,1,1,H1288,1,1,H1288,1,1,H1288,1,1,H1288,1,1,0,0,0,0,0,0
W374,1,Doctor,30,H990,1,1,H990,1,1,H990,1,1,H990,1,1,H990,1,1,H990,1,1,0,0,0,0,0,0
W1425,1,Doctor,31,H826,4,3,H215,19,-1,H1308,1,1,H1308,1,1,H1011,2,2,H1011,2,2,0,0,0,0,0,0
W8,1,Doctor,32,H475,5,3,H475,5,3,H475,5,3,H475,5,3,H475,5,3,H475,5,3,1,1,0,0,0,0
W693,1,Doctor,33,H1115,2,1,H1115,2,1,H1115,2,1,H1115,2,1,H1115,2,1,H1115,2,1,0,0,0,0,0,0
W840,1,Doctor,34,H465,2,1,H465,2,1,H465,2,1,H465,2,1,H465,2,1,H465,2,1,0,0,0,0,0,0
W1368,1,Doctor,35,H822,4,3,H822,4,3,H822,4,3,H822,4,3,H822,4,3,H822,4,3,0,0,0,0,0,0
W1242,1,Doctor,36,H1452,5,2,H322,10,5,H1452,5,2,H1452,5,2,H1452,5,2,H1452,5,2,0,0,0,0,0,0
W1196,1,Doctor,37,H478,8,4,H1271,12,-1,H652,4,1,H652,4,1,H652,4,1,H652,4,1,0,0,0,0,0,0
W737,1,Doctor,38,H1187,3,2,H1187,3,2,H964,1,1,H964,1,1,H1187,3,2,H1187,3,2,0,0,0,0,0,0
W946,1,Doctor,39,H1495,3,1,H1064,5,2,H1221,1,-1,H1221,1,-1,H1495,3,1,H1495,3,1,0,0,0,0,0,0
W343,1,Doctor,40,H1569,1,1,H1543,6,4,H1569,1,1,H1569,1,1,H1569,1,1,H1569,1,1,0,0,0,0,0,0
W1209,1,Doctor,41,H1553,8,3,H637,20,-1,H854,1,1,H854,1,1,H1553,8,3,H1553,8,3,1,1,0,0,0,0
W57,1,Doctor,42,H1207,1,1,H243,2,2,H1207,1,1,H1207,1,1,H1207,1,1,H1207,1,1,0,0,0,0,0,0
W957,1,Doctor,43,H1345,7,3,H1506,22,-1,H19,1,-1,H19,1,-1,H1345,7,3,H1345,7,3,2,2,0,0,0,0
W1288,1,Doctor,44,H1528,5,2,H1651,10,5,H755,1,1,H755,1,1,H1528,5,2,H1528,5,2,0,0,0,0,0,0
W731,1,Doctor,45,H734,1,1,H1418,2,2,H734,1,1,H734,1,1,H734,1,1,H734,1,1,0,0,0,0,0,0
W513,1,Doctor,46,H1306,4,1,H1306,4,1,H1306,4,1,H1306,4,1,H1306,4,1,H1306,4,1,0,0,0,0,0,0
W627,1,Doctor,47,H871,1,1,H1137,10,5,H871,1,1,H871,1,1,H871,1,1,H871,1,1,0,0,0,0,0,0
W1003,1,Doctor,48,H235,1,1,H597,2,2,H235,1,1,H235,1,1,H235,1,1,H235,1,1,0,0,0,0,0,0
W1440,1,Doctor,49,H641,6,3,H641,6,3,H18,2,-1,H18,2,-1,H641,6,3,H641,6,3,0,0,0,0,0,0
W63,1,Doctor,50,H200,1,1,H662,8,5,H200,1,1,H200,1,1,H200,1,1,H200,1,1,0,0,0,0,0,0
W1530,1,Doctor,51,H840,9,5,H1448,13,-1,H1340,2,2,H1340,2,2,H1340,2,2,H1340,2,2,0,0,0,0,0,0
W1114,1,Doctor,52,H1216,2,2,H1128,5,4,H239,1,1,H239,1,1,H1216,2,2,H1216,2,2,0,0,0,0,0,0
W1136,1,Doctor,53,H411,4,3,H411,4,3,H1184,3,2,H1184,3,2,H411,4,3,H411,4,3,0,0,0,0,0,0
W192,1,Doctor,54,H1326,7,4,H1326,7,4,H295,2,2,H295,2,2,H23,6,3,H23,6,3,0,0,0,0,0,0
W388,1,Doctor,55,H1045,2,2,H758,12,5,H1328,1,1,H1328,1,1,H1045,2,2,H1045,2,2,0,0,0,0,0,0
W1457,1,Doctor,56,H1516,1,1,H1516,1,1,H1516,1,1,H1516,1,1,H1516,1,1,H1516,1,1,0,0,0,0,0,0
W1654,1,Doctor,57,H351,4,3,H399,6,4,H351,4,3,H351,4,3,H351,4,3,H351,4,3,0,0,0,0,0,0
W1150,1,Doctor,58,H1093,1,1,H1060,11,-1,H1093,1,1,H1093,1,1,H1093,1,1,H1093,1,1,0,0,0,0,0,0
W1094,1,Doctor,59,H1337,5,1,H331,14,-1,H1337,5,1,H1337,5,1,H1337,5,1,H1337,5,1,0,0,0,0,0,0
W925,1,Doctor,60,H439,5,1,H72,7,3,H1501,2,-1,H1501,2,-1,H439,5,1,H439,5,1,0,0,0,0,0,0
W1306,1,Doctor,61,H1625,7,2,H983,20,-1,H1529,1,-1,H1529,1,-1,H1625,7,2,H1625,7,2,0,0,0,0,0,0
W190,1,Doctor,62,H138,9,3,H914,31,-1,H1445,2,-1,H1445,2,-1,H138,9,3,H138,9,3,1,1,0,0,0,0
W859,1,Doctor,63,H1237,3,3,H652,6,4,H1179,1,1,H1179,1,1,H1179,1,1,H1179,1,1,0,0,0,0,0,0
W110,1,Doctor,64,H31,2,1,H31,2,1,H31,2,1,H31,2,1,H31,2,1,H31,2,1,0,0,0,0,0,0
W724,1,Doctor,65,H713,2,1,H713,2,1,H713,2,1,H713,2,1,H713,2,1,H713,2,1,0,0,0,0,0,0
W753,1,Doctor,66,H1484,1,1,H1625,12,-1,H1484,1,1,H1484,1,1,H1484,1,1,H1484,1,1,0,0,0,0,0,0
W237,1,Doctor,67,H246,9,5,H246,9,5,H1466,3,-1,H1466,3,-1,H246,9,5,H246,9,5,0,0,0,0,0,0
W479,1,Doctor,68,H629,4,2,H1627,11,3,H629,4,2,H629,4,2,H629,4,2,H629,4,2,0,0,0,0,0,0
W178,1,Doctor,69,H1538,4,2,H861,17,-1,H1667,3,1,H1667,3,1,H1538,4,2,H1538,4,2,0,0,0,0,0,0
W1620,1,Doctor,70,H655,6,4,H1283,26,-1,H1548,1,1,H1548,1,1,H655,6,4,H655,6,4,0,0,0,0,0,0
W1260,1,Doctor,71,H1184,2,2,H1663,4,4,H1403,1,1,H1403,1,1,H1184,2,2,H1184,2,2,0,0,0,0,0,0
W27,1,Doctor,72,H963,5,2,H963,5,2,H116,1,1,H116,1,1,H963,5,2,H963,5,2,0,0,0,0,0,0
W1588,1,Doctor,73,H27,1,1,H27,1,1,H27,1,1,H27,1,1,H27,1,1,H27,1,1,0,0,0,0,0,0
W144,1,Doctor,74,H263,1,1,H263,1,1,H263,1,1,H263,1,1,H263,1,1,H263,1,1,0,0,0,0,0,0
W619,1,Doctor,75,H447,1,1,H447,1,1,H447,1,1,H447,1,1,H447,1,1,H447,1,1,0,0,0,0,0,0
W1629,1,Doctor,76,H665,1,1,H825,3,2,H665,1,1,H665,1,1,H665,1,1,H665,1,1,0,0,0,0,0,0
W26,1,Doctor,77,H1483,3,1,H379,7,5,H13,2,-1,H13,2,-1,H1483,3,1,H1483,3,1,0,0,0,0,0,0
W1252,1,Doctor,78,H781,1,1,H23,12,-1,H781,1,1,H781,1,1,H781,1,1,H781,1,1,0,0,0,0,0,0
