id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W275,1,Doctor,1,H637,1,1,H666,5,2,H637,1,1,H637,1,1,H637,1,1,H637,1,1,0,0,0,0,0,0
W1484,1,Doctor,2,H1651,12,3,H1651,12,3,H47,1,-1,H47,1,-1,H360,10,2,H360,10,2,1,1,0,0,0,0
W1090,1,Doctor,3,H316,2,1,H1660,4,3,H466,1,-1,H466,1,-1,H316,2,1,H316,2,1,0,0,0,0,0,0
W1645,1,Doctor,4,H1090,8,1,H933,12,2,H1109,1,-1,H1109,1,-1,H1090,8,1,H1090,8,1,1,1,0,0,0,0
W310,1,Doctor,5,H394,11,4,H394,11,4,H1097,5,-1,H1097,5,-1,H394,11,4,H394,11,4,0,0,0,0,0,0
W1543,1,Doctor,6,H1683,14,1,H1683,14,1,H1073,1,-1,H1073,1,-1,H1683,14,1,H1683,14,1,0,0,0,0,0,0
W498,1,Doctor,7,H1319,2,2,H1319,2,2,H580,1,1,H580,1,1,H1319,2,2,H1319,2,2,0,0,0,0,0,0
W351,1,Doctor,8,H702,6,2,H47,24,4,H452,1,1,H452,1,1,H702,6,2,H702,6,2,0,0,0,0,0,0
W100,1,Doctor,9,H752,12,2,H752,12,2,H323,5,1,H323,5,1,H752,12,2,H752,12,2,1,1,0,0,0,0
W605,1,Doctor,10,H372,9,2,H162,10,3,H1027,1,1,H1027,1,1,H1027,1,1,H1027,1,1,0,0,0,0,0,0
W401,1,Doctor,11,H769,7,1,H638,14,2,H1287,2,-1,H1287,2,-1,H769,7,1,H769,7,1,1,1,0,0,0,0
W519,1,Doctor,12,H825,11,1,H440,22,2,Unmatched,0,0,Unmatched,0,0,H825,11,1,H825,11,1,0,0,1091,1091,0,0
W1460,1,Doctor,13,H318,10,1,H969,27,3,H54,2,-1,H54,2,-1,H318,10,1,H318,10,1,0,0,0,0,0,0
W256,1,Doctor,14,H1121,1,1,H1121,1,1,H1121,1,1,H1121,1,1,H1121,1,1,H1121,1,1,0,0,0,0,0,0
W1040,1,Doctor,15,H362,10,1,H362,10,1,H1214,3,-1,H1214,3,-1,H362,10,1,H362,10,1,0,0,0,0,0,0
W397,1,Doctor,16,H1552,4,1,H1552,4,1,H844,1,-1,H844,1,-1,H1552,4,1,H1552,4,1,0,0,0,0,0,0
W235,1,Doctor,17,H688,4,2,H688,4,2,H1353,3,1,H1353,3,1,H688,4,2,H688,4,2,0,0,0,0,0,0
W72,1,Doctor,18,H410,1,1,H410,1,1,H410,1,1,H410,1,1,H410,1,1,H410,1,1,0,0,0,0,0,0
W317,1,Doctor,19,H459,9,1,H715,32,-1,H372,4,-1,H372,4,-1,H459,9,1,H459,9,1,0,0,0,0,0,0
W269,1,Doctor,20,H672,14,1,H672,14,1,H1583,3,-1,H1583,3,-1,H672,14,1,H672,14,1,1,1,0,0,0,0
