id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W703,1,Doctor,1,H1182,1,1,H1182,1,1,H1182,1,1,H1182,1,1,H1182,1,1,H1182,1,1,0,0,0,0,0,0
W1114,1,Doctor,2,H1612,1,1,H1612,1,1,H1612,1,1,H1612,1,1,H1612,1,1,H1612,1,1,0,0,0,0,0,0
W1649,1,Doctor,3,H1026,2,2,H1026,2,2,H1026,2,2,H1026,2,2,H1026,2,2,H1026,2,2,0,0,0,0,0,0
W887,1,Doctor,4,H1059,1,1,H1059,1,1,H1059,1,1,H1059,1,1,H1059,1,1,H1059,1,1,0,0,0,0,0,0
W1189,1,Doctor,5,H1212,4,4,H1212,4,4,H1212,4,4,H1212,4,4,H1212,4,4,H1212,4,4,0,0,0,0,0,0
W1006,1,Doctor,6,H1257,1,1,H1257,1,1,H1257,1,1,H1257,1,1,H1257,1,1,H1257,1,1,0,0,0,0,0,0
W1385,1,Doctor,7,H100,1,1,H100,1,1,H100,1,1,H100,1,1,H100,1,1,H100,1,1,0,0,0,0,0,0
W1103,1,Doctor,8,H457,1,1,H457,1,1,H457,1,1,H457,1,1,H457,1,1,H457,1,1,0,0,0,0,0,0
W648,1,Doctor,9,H704,1,1,H704,1,1,H704,1,1,H704,1,1,H704,1,1,H704,1,1,0,0,0,0,0,0
W1127,1,Doctor,10,H469,1,1,H469,1,1,H469,1,1,H469,1,1,H469,1,1,H469,1,1,0,0,0,0,0,0
W228,1,Doctor,11,H344,1,1,H344,1,1,H344,1,1,H344,1,1,H344,1,1,H344,1,1,0,0,0,0,0,0
W63,1,Doctor,12,H255,2,2,H255,2,2,H255,2,2,H255,2,2,H255,2,2,H255,2,2,0,0,0,0,0,0
W465,1,Doctor,13,H391,1,1,H391,1,1,H391,1,1,H391,1,1,H391,1,1,H391,1,1,0,0,0,0,0,0
W993,1,Doctor,14,H1592,2,2,H1592,2,2,H138,1,1,H138,1,1,H1592,2,2,H1592,2,2,0,0,0,0,0,0
W133,1,Doctor,15,H718,2,2,H718,2,2,H718,2,2,H718,2,2,H718,2,2,H718,2,2,0,0,0,0,0,0
W1692,1,Doctor,16,H834,2,2,H834,2,2,H1298,1,1,H1298,1,1,H834,2,2,H834,2,2,0,0,0,0,0,0
W243,1,Doctor,17,H1084,1,1,H1084,1,1,H1084,1,1,H1084,1,1,H1084,1,1,H1084,1,1,0,0,0,0,0,0
W605,1,Doctor,18,H646,1,1,H646,1,1,H646,1,1,H646,1,1,H646,1,1,H646,1,1,0,0,0,0,0,0
W11,1,Doctor,19,H714,2,2,H714,2,2,H714,2,2,H714,2,2,H714,2,2,H714,2,2,0,0,0,0,0,0
W1302,1,Doctor,20,H1692,1,1,H1692,1,1,H1692,1,1,H1692,1,1,H1692,1,1,H1692,1,1,0,0,0,0,0,0
W1653,1,Doctor,21,H1654,1,1,H1654,1,1,H1654,1,1,H1654,1,1,H1654,1,1,H1654,1,1,0,0,0,0,0,0
W1232,1,Doctor,22,H406,1,1,H406,1,1,H406,1,1,H406,1,1,H406,1,1,H406,1,1,0,0,0,0,0,0
W547,1,Doctor,23,H1316,1,1,H1316,1,1,H1316,1,1,H1316,1,1,H1316,1,1,H1316,1,1,0,0,0,0,0,0
W769,1,Doctor,24,H920,1,1,H920,1,1,H920,1,1,H920,1,1,H920,1,1,H920,1,1,0,0,0,0,0,0
W444,1,Doctor,25,H941,1,1,H941,1,1,H941,1,1,H941,1,1,H941,1,1,H941,1,1,0,0,0,0,0,0
W1673,1,Doctor,26,H1324,1,1,H1324,1,1,H1324,1,1,H1324,1,1,H1324,1,1,H1324,1,1,0,0,0,0,0,0
W7,1,Doctor,27,H1289,1,1,H1289,1,1,H1289,1,1,H1289,1,1,H1289,1,1,H1289,1,1,0,0,0,0,0,0
W1227,1,Doctor,28,H598,2,2,H598,2,2,H598,2,2,H598,2,2,H598,2,2,H598,2,2,0,0,0,0,0,0
W871,1,Doctor,29,H1146,1,1,H1146,1,1,H1146,1,1,H1146,1,1,H1146,1,1,H1146,1,1,0,0,0,0,0,0
W690,1,Doctor,30,H439,1,1,H439,1,1,H439,1,1,H439,1,1,H439,1,1,H439,1,1,0,0,0,0,0,0
W1204,1,Doctor,31,H1631,1,1,H1631,1,1,H1631,1,1,H1631,1,1,H1631,1,1,H1631,1,1,0,0,0,0,0,0
W526,1,Doctor,32,H539,5,1,H539,5,1,H539,5,1,H539,5,1,H539,5,1,H539,5,1,0,0,0,0,0,0
W751,1,Doctor,33,H263,1,1,H263,1,1,H263,1,1,H263,1,1,H263,1,1,H263,1,1,0,0,0,0,0,0
W1586,1,Doctor,34,H1611,1,1,H1611,1,1,H1611,1,1,H1611,1,1,H1611,1,1,H1611,1,1,0,0,0,0,0,0
W1488,1,Doctor,35,H1283,1,1,H1283,1,1,H1283,1,1,H1283,1,1,H1283,1,1,H1283,1,1,0,0,0,0,0,0
W1636,1,Doctor,36,H66,2,1,H66,2,1,H66,2,1,H66,2,1,H66,2,1,H66,2,1,0,0,0,0,0,0
W1031,1,Doctor,37,H713,2,1,H713,2,1,H713,2,1,H713,2,1,H713,2,1,H713,2,1,0,0,0,0,0,0
W413,1,Doctor,38,H4,1,1,H4,1,1,H4,1,1,H4,1,1,H4,1,1,H4,1,1,0,0,0,0,0,0
W652,1,Doctor,39,H924,3,2,H924,3,2,H1697,1,1,H1697,1,1,H924,3,2,H924,3,2,0,0,0,0,0,0
W962,1,Doctor,40,H1683,3,3,H1683,3,3,H1540,2,2,H1540,2,2,H1683,3,3,H1683,3,3,0,0,0,0,0,0
W804,1,Doctor,41,H1525,3,1,H1525,3,1,H1525,3,1,H1525,3,1,H1525,3,1,H1525,3,1,0,0,0,0,0,0
W996,1,Doctor,42,H676,1,1,H676,1,1,H676,1,1,H676,1,1,H676,1,1,H676,1,1,0,0,0,0,0,0
W1470,1,Doctor,43,H1085,1,1,H1085,1,1,H1085,1,1,H1085,1,1,H1085,1,1,H1085,1,1,0,0,0,0,0,0
W1239,1,Doctor,44,H287,1,1,H287,1,1,H287,1,1,H287,1,1,H287,1,1,H287,1,1,0,0,0,0,0,0
W1370,1,Doctor,45,H1368,1,1,H1368,1,1,H1368,1,1,H1368,1,1,H1368,1,1,H1368,1,1,0,0,0,0,0,0
W1560,1,Doctor,46,H1618,3,1,H1618,3,1,H1618,3,1,H1618,3,1,H1618,3,1,H1618,3,1,0,0,0,0,0,0
W419,1,Doctor,47,H666,4,2,H666,4,2,H1423,3,-1,H1423,3,-1,H666,4,2,H666,4,2,0,0,0,0,0,0
W315,1,Doctor,48,H82,3,2,H82,3,2,H82,3,2,H82,3,2,H82,3,2,H82,3,2,0,0,0,0,0,0
W1316,1,Doctor,49,H604,2,1,H604,2,1,H604,2,1,H604,2,1,H604,2,1,H604,2,1,0,0,0,0,0,0
W1546,1,Doctor,50,H1166,4,2,H1166,4,2,H1166,4,2,H1166,4,2,H1166,4,2,H1166,4,2,0,0,0,0,0,0
W459,1,Doctor,51,H418,1,1,H953,2,2,H418,1,1,H418,1,1,H418,1,1,H418,1,1,0,0,0,0,0,0
W196,1,Doctor,52,H1684,2,1,H1684,2,1,H1684,2,1,H1684,2,1,H1684,2,1,H1684,2,1,0,0,0,0,0,0
W736,1,Doctor,53,H368,1,1,H368,1,1,H368,1,1,H368,1,1,H368,1,1,H368,1,1,0,0,0,0,0,0
W1145,1,Doctor,54,H1419,1,1,H1419,1,1,H1419,1,1,H1419,1,1,H1419,1,1,H1419,1,1,0,0,0,0,0,0
W928,1,Doctor,55,H1162,3,3,H1162,3,3,H548,1,1,H548,1,1,H1162,3,3,H1162,3,3,0,0,0,0,0,0
W947,1,Doctor,56,H1169,2,1,H1169,2,1,H1169,2,1,H1169,2,1,H1169,2,1,H1169,2,1,0,0,0,0,0,0
W293,1,Doctor,57,H1235,1,1,H1235,1,1,H1235,1,1,H1235,1,1,H1235,1,1,H1235,1,1,0,0,0,0,0,0
W629,1,Doctor,58,H218,1,1,H218,1,1,H218,1,1,H218,1,1,H218,1,1,H218,1,1,0,0,0,0,0,0
W1347,1,Doctor,59,H440,1,1,H440,1,1,H440,1,1,H440,1,1,H440,1,1,H440,1,1,0,0,0,0,0,0
W1484,1,Doctor,60,H405,1,1,H405,1,1,H405,1,1,H405,1,1,H405,1,1,H405,1,1,0,0,0,0,0,0
W102,1,Doctor,61,H811,1,1,H811,1,1,H811,1,1,H811,1,1,H811,1,1,H811,1,1,0,0,0,0,0,0
W1471,1,Doctor,62,H20,1,1,H20,1,1,H20,1,1,H20,1,1,H20,1,1,H20,1,1,0,0,0,0,0,0
W1089,1,Doctor,63,H1183,1,1,H1183,1,1,H1183,1,1,H1183,1,1,H1183,1,1,H1183,1,1,0,0,0,0,0,0
W1532,1,Doctor,64,H977,1,1,H977,1,1,H977,1,1,H977,1,1,H977,1,1,H977,1,1,0,0,0,0,0,0
W1497,1,Doctor,65,H1065,2,1,H1065,2,1,H1065,2,1,H1065,2,1,H1065,2,1,H1065,2,1,0,0,0,0,0,0
W1696,1,Doctor,66,H1297,1,1,H1297,1,1,H1297,1,1,H1297,1,1,H1297,1,1,H1297,1,1,0,0,0,0,0,0
W1424,1,Doctor,67,H1058,1,1,H1058,1,1,H1058,1,1,H1058,1,1,H1058,1,1,H1058,1,1,0,0,0,0,0,0
W1169,1,Doctor,68,H1519,1,1,H1519,1,1,H1519,1,1,H1519,1,1,H1519,1,1,H1519,1,1,0,0,0,0,0,0
W885,1,Doctor,69,H781,3,2,H781,3,2,H750,1,1,H750,1,1,H781,3,2,H781,3,2,0,0,0,0,0,0
W755,1,Doctor,70,H254,1,1,H254,1,1,H254,1,1,H254,1,1,H254,1,1,H254,1,1,0,0,0,0,0,0
W748,1,Doctor,71,H850,5,3,H850,5,3,H1433,4,2,H1433,4,2,H850,5,3,H850,5,3,0,0,0,0,0,0
W1456,1,Doctor,72,H791,2,2,H791,2,2,H1135,1,1,H1135,1,1,H791,2,2,H791,2,2,0,0,0,0,0,0
