id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W968,1,Doctor,1,H141,1,1,H1695,3,2,H141,1,1,H141,1,1,H141,1,1,H141,1,1,0,0,0,0,0,0
W1316,1,Doctor,2,H1358,2,1,H1358,2,1,H1358,2,1,H1358,2,1,H1358,2,1,H1358,2,1,0,0,0,0,0,0
W900,1,Doctor,3,H1597,2,1,H1597,2,1,H75,1,-1,H75,1,-1,H1597,2,1,H1597,2,1,0,0,0,0,0,0
W1281,1,Doctor,4,H1467,17,6,H397,21,8,H683,1,1,H683,1,1,H397,21,8,H397,21,8,0,0,0,0,0,0
W1663,1,Doctor,5,H1003,8,2,H1003,8,2,H875,1,1,H875,1,1,H1003,8,2,H1003,8,2,0,0,0,0,0,0
W1414,1,Doctor,6,H1155,1,1,H1155,1,1,H1155,1,1,H1155,1,1,H1155,1,1,H1155,1,1,0,0,0,0,0,0
W830,1,Doctor,7,H346,21,3,H346,21,3,H729,6,1,H729,6,1,H346,21,3,H346,21,3,0,0,0,0,0,0
W1071,1,Doctor,8,H1564,4,1,H1564,4,1,H1564,4,1,H1564,4,1,H1564,4,1,H1564,4,1,0,0,0,0,0,0
W207,1,Doctor,9,H1500,5,1,H1500,5,1,H362,3,-1,H362,3,-1,H1500,5,1,H1500,5,1,0,0,0,0,0,0
W673,1,Doctor,10,H744,6,2,H744,6,2,H1138,3,1,H1138,3,1,H744,6,2,H744,6,2,0,0,0,0,0,0
W401,1,Doctor,11,H288,2,1,H288,2,1,H288,2,1,H288,2,1,H288,2,1,H288,2,1,0,0,0,0,0,0
W1356,1,Doctor,12,H737,36,8,H221,47,13,H312,1,1,H312,1,1,H737,36,8,H737,36,8,0,0,0,0,0,0
W494,1,Doctor,13,H345,5,2,H741,12,4,H836,3,-1,H836,3,-1,H345,5,2,H345,5,2,0,0,0,0,0,0
W232,1,Doctor,14,H1287,5,2,H1287,5,2,H1287,5,2,H1287,5,2,H1287,5,2,H1287,5,2,0,0,0,0,0,0
W974,1,Doctor,15,H1086,1,1,H1086,1,1,H1086,1,1,H1086,1,1,H1086,1,1,H1086,1,1,0,0,0,0,0,0
W1286,1,Doctor,16,H584,6,2,H584,6,2,H584,6,2,H584,6,2,H584,6,2,H584,6,2,0,0,0,0,0,0
W1301,1,Doctor,17,H745,2,2,H1648,20,9,H745,2,2,H745,2,2,H745,2,2,H745,2,2,0,0,0,0,0,0
W350,1,Doctor,18,H1598,23,7,H1598,23,7,H44,5,1,H44,5,1,H1598,23,7,H1598,23,7,0,0,0,0,0,0
W602,1,Doctor,19,H1356,15,4,H934,22,7,H1574,9,3,H1574,9,3,H1356,15,4,H1356,15,4,0,0,0,0,0,0
W1202,1,Doctor,20,H617,7,2,H378,21,3,H617,7,2,H617,7,2,H617,7,2,H617,7,2,0,0,0,0,0,0
W956,1,Doctor,21,H1298,29,10,H1298,29,10,H505,10,4,H505,10,4,H1298,29,10,H1298,29,10,0,0,0,0,0,0
W234,1,Doctor,22,H1471,8,2,H385,21,6,H1262,3,-1,H1262,3,-1,H1471,8,2,H1471,8,2,0,0,0,0,0,0
W1495,1,Doctor,23,H1642,9,5,H1642,9,5,H1315,1,1,H1315,1,1,H1642,9,5,H1642,9,5,0,0,0,0,0,0
W1585,1,Doctor,24,H86,6,3,H86,6,3,H837,2,1,H837,2,1,H86,6,3,H86,6,3,0,0,0,0,0,0
W856,1,Doctor,25,H1046,6,2,H1046,6,2,H1046,6,2,H1046,6,2,H1046,6,2,H1046,6,2,0,0,0,0,0,0
W623,1,Doctor,26,H377,5,1,H377,5,1,H377,5,1,H377,5,1,H377,5,1,H377,5,1,0,0,0,0,0,0
