id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W811,1,Doctor,1,H1446,1,1,H1446,1,1,H1446,1,1,H1446,1,1,H1446,1,1,H1446,1,1,0,0,0,0,0,0
W943,1,Doctor,2,H158,1,1,H158,1,1,H158,1,1,H158,1,1,H158,1,1,H158,1,1,0,0,0,0,0,0
W142,1,Doctor,3,H668,1,1,H668,1,1,H668,1,1,H668,1,1,H668,1,1,H668,1,1,0,0,0,0,0,0
W549,1,Doctor,4,H1479,2,2,H1479,2,2,H1479,2,2,H1479,2,2,H1479,2,2,H1479,2,2,0,0,0,0,0,0
W316,1,Doctor,5,H455,1,1,H455,1,1,H455,1,1,H455,1,1,H455,1,1,H455,1,1,0,0,0,0,0,0
W67,1,Doctor,6,H241,2,2,H241,2,2,H241,2,2,H241,2,2,H241,2,2,H241,2,2,0,0,0,0,0,0
W810,1,Doctor,7,H524,2,2,H524,2,2,H524,2,2,H524,2,2,H524,2,2,H524,2,2,0,0,0,0,0,0
W397,1,Doctor,8,H111,1,1,H111,1,1,H111,1,1,H111,1,1,H111,1,1,H111,1,1,0,0,0,0,0,0
W369,1,Doctor,9,H63,2,2,H63,2,2,H63,2,2,H63,2,2,H63,2,2,H63,2,2,0,0,0,0,0,0
W31,1,Doctor,10,H1374,2,2,H1374,2,2,H1374,2,2,H1374,2,2,H1374,2,2,H1374,2,2,0,0,0,0,0,0
W177,1,Doctor,11,H617,1,1,H617,1,1,H617,1,1,H617,1,1,H617,1,1,H617,1,1,0,0,0,0,0,0
W1370,1,Doctor,12,H1367,2,2,H1367,2,2,H1367,2,2,H1367,2,2,H1367,2,2,H1367,2,2,0,0,0,0,0,0
W722,1,Doctor,13,H332,2,2,H332,2,2,H332,2,2,H332,2,2,H332,2,2,H332,2,2,0,0,0,0,0,0
W1086,1,Doctor,14,H1678,2,2,H1678,2,2,H1678,2,2,H1678,2,2,H1678,2,2,H1678,2,2,0,0,0,0,0,0
W1619,1,Doctor,15,H941,4,2,H941,4,2,H941,4,2,H941,4,2,H941,4,2,H941,4,2,0,0,0,0,0,0
W1426,1,Doctor,16,H1486,2,2,H1486,2,2,H1486,2,2,H1486,2,2,H1486,2,2,H1486,2,2,0,0,0,0,0,0
W1385,1,Doctor,17,H66,1,1,H66,1,1,H66,1,1,H66,1,1,H66,1,1,H66,1,1,0,0,0,0,0,0
W907,1,Doctor,18,H692,3,2,H692,3,2,H692,3,2,H692,3,2,H692,3,2,H692,3,2,0,0,0,0,0,0
W387,1,Doctor,19,H590,1,-1,H590,1,-1,H590,1,-1,H590,1,-1,H1575,4,3,H1575,4,3,1,1,0,0,0,0
W1522,1,Doctor,20,H92,1,1,H92,1,1,H92,1,1,H92,1,1,H92,1,1,H92,1,1,0,0,0,0,0,0
W702,1,Doctor,21,H707,1,1,H707,1,1,H707,1,1,H707,1,1,H707,1,1,H707,1,1,0,0,0,0,0,0
W214,1,Doctor,22,H81,2,1,H81,2,1,H81,2,1,H81,2,1,H81,2,1,H81,2,1,0,0,0,0,0,0
W49,1,Doctor,23,H904,2,1,H904,2,1,H904,2,1,H904,2,1,H904,2,1,H904,2,1,0,0,0,0,0,0
W385,1,Doctor,24,H430,2,1,H430,2,1,H430,2,1,H430,2,1,H430,2,1,H430,2,1,0,0,0,0,0,0
W1362,1,Doctor,25,H1575,1,1,H1575,1,1,H1575,1,1,H1575,1,1,H1532,3,3,H1532,3,3,0,0,0,0,0,0
W1221,1,Doctor,26,H172,3,2,H172,3,2,H172,3,2,H172,3,2,H172,3,2,H172,3,2,0,0,0,0,0,0
W85,1,Doctor,27,H310,3,1,H310,3,1,H310,3,1,H310,3,1,H310,3,1,H310,3,1,1,1,0,0,0,0
W1161,1,Doctor,28,H262,4,1,H262,4,1,H262,4,1,H262,4,1,H262,4,1,H262,4,1,0,0,0,0,0,0
W1340,1,Doctor,29,H123,3,1,H123,3,1,H123,3,1,H123,3,1,H123,3,1,H123,3,1,0,0,0,0,0,0
W1300,1,Doctor,30,H1399,3,2,H1399,3,2,H1399,3,2,H1399,3,2,H1399,3,2,H1399,3,2,0,0,0,0,0,0
W267,1,Doctor,31,H1536,5,2,H1536,5,2,H1536,5,2,H1536,5,2,H1536,5,2,H1536,5,2,1,1,0,0,0,0
W111,1,Doctor,32,H893,5,2,H893,5,2,H893,5,2,H893,5,2,H893,5,2,H893,5,2,0,0,0,0,0,0
W651,1,Doctor,33,H464,2,1,H464,2,1,H464,2,1,H464,2,1,H464,2,1,H464,2,1,1,1,0,0,0,0
W708,1,Doctor,34,H1113,3,1,H1113,3,1,H1113,3,1,H1113,3,1,H1113,3,1,H1113,3,1,0,0,0,0,0,0
W306,1,Doctor,35,H94,4,1,H94,4,1,H94,4,1,H94,4,1,H94,4,1,H94,4,1,1,1,0,0,0,0
W595,1,Doctor,36,H642,3,1,H642,3,1,H642,3,1,H642,3,1,H642,3,1,H642,3,1,1,1,0,0,0,0
W1620,1,Doctor,37,H934,1,1,H934,1,1,H934,1,1,H934,1,1,H934,1,1,H934,1,1,0,0,0,0,0,0
W1234,1,Doctor,38,H499,2,1,H499,2,1,H499,2,1,H499,2,1,H499,2,1,H499,2,1,0,0,0,0,0,0
