id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W513,1,Doctor,1,H566,3,1,H566,3,1,H566,3,1,H566,3,1,H566,3,1,H566,3,1,0,0,0,0,0,0
W1028,1,Doctor,2,H777,4,2,H777,4,2,H777,4,2,H777,4,2,H777,4,2,H777,4,2,0,0,0,0,0,0
W1085,1,Doctor,3,H1612,7,4,H1612,7,4,H861,5,3,H861,5,3,H1612,7,4,H1612,7,4,0,0,0,0,0,0
W1454,1,Doctor,4,H1416,2,1,H1416,2,1,H1416,2,1,H1416,2,1,H1416,2,1,H1416,2,1,0,0,0,0,0,0
W983,1,Doctor,5,H1351,3,1,H1351,3,1,H1351,3,1,H1351,3,1,H1351,3,1,H1351,3,1,0,0,0,0,0,0
W1343,1,Doctor,6,H112,2,1,H112,2,1,H112,2,1,H112,2,1,H112,2,1,H112,2,1,0,0,0,0,0,0
W268,1,Doctor,7,H988,5,3,H988,5,3,H988,5,3,H988,5,3,H988,5,3,H988,5,3,0,0,0,0,0,0
W427,1,Doctor,8,H232,4,1,H232,4,1,H232,4,1,H232,4,1,H232,4,1,H232,4,1,0,0,0,0,0,0
W1234,1,Doctor,9,H414,3,2,H414,3,2,H414,3,2,H414,3,2,H414,3,2,H414,3,2,0,0,0,0,0,0
W88,1,Doctor,10,H745,4,3,H745,4,3,H877,2,2,H877,2,2,H745,4,3,H745,4,3,0,0,0,0,0,0
W906,1,Doctor,11,H1241,2,2,H1241,2,2,H1386,1,1,H1386,1,1,H1241,2,2,H1241,2,2,0,0,0,0,0,0
W222,1,Doctor,12,H647,4,2,H647,4,2,H652,3,1,H652,3,1,H647,4,2,H647,4,2,0,0,0,0,0,0
W481,1,Doctor,13,H857,3,1,H857,3,1,H857,3,1,H857,3,1,H857,3,1,H857,3,1,0,0,0,0,0,0
W1083,1,Doctor,14,H1200,3,1,H1200,3,1,H1200,3,1,H1200,3,1,H1200,3,1,H1200,3,1,0,0,0,0,0,0
W1156,1,Doctor,15,H1537,5,3,H1537,5,3,H1302,2,2,H1302,2,2,H1537,5,3,H1537,5,3,0,0,0,0,0,0
W920,1,Doctor,16,H914,1,1,H914,1,1,H914,1,1,H914,1,1,H914,1,1,H914,1,1,0,0,0,0,0,0
W437,1,Doctor,17,H1252,10,1,H1252,10,1,H1591,3,-1,H1591,3,-1,H1252,10,1,H1252,10,1,0,0,0,0,0,0
W38,1,Doctor,18,H1030,4,1,H1030,4,1,H1030,4,1,H1030,4,1,H1030,4,1,H1030,4,1,0,0,0,0,0,0
W755,1,Doctor,19,H256,20,7,H256,20,7,H785,5,2,H785,5,2,H256,20,7,H256,20,7,1,1,0,0,0,0
W1362,1,Doctor,20,H1506,14,3,H1506,14,3,H399,10,1,H399,10,1,H1506,14,3,H1506,14,3,0,0,0,0,0,0
W668,1,Doctor,21,H968,1,1,H968,1,1,H968,1,1,H968,1,1,H968,1,1,H968,1,1,0,0,0,0,0,0
W91,1,Doctor,22,H1402,1,1,H1402,1,1,H1402,1,1,H1402,1,1,H1402,1,1,H1402,1,1,0,0,0,0,0,0
W505,1,Doctor,23,H436,24,7,H436,24,7,H876,3,1,H876,3,1,H436,24,7,H436,24,7,0,0,0,0,0,0
W917,1,Doctor,24,H1085,3,2,H1085,3,2,H730,2,-1,H730,2,-1,H1085,3,2,H1085,3,2,0,0,0,0,0,0
W584,1,Doctor,25,H1032,4,2,H1032,4,2,H169,2,1,H169,2,1,H1032,4,2,H1032,4,2,0,0,0,0,0,0
W904,1,Doctor,26,H357,31,5,H357,31,5,Unmatched,0,0,Unmatched,0,0,H357,31,5,H357,31,5,0,0,1484,1484,0,0
W1242,1,Doctor,27,H590,7,4,H590,7,4,H1629,6,3,H1629,6,3,H590,7,4,H590,7,4,0,0,0,0,0,0
W672,1,Doctor,28,H573,2,1,H573,2,1,H573,2,1,H573,2,1,H573,2,1,H573,2,1,0,0,0,0,0,0
W332,1,Doctor,29,H172,3,2,H172,3,2,H607,2,1,H607,2,1,H172,3,2,H172,3,2,0,0,0,0,0,0
W1497,1,Doctor,30,H1155,10,1,H1155,10,1,H1155,10,1,H1155,10,1,H1155,10,1,H1155,10,1,0,0,0,0,0,0
W938,1,Doctor,31,H1316,12,7,H1316,12,7,H408,1,1,H408,1,1,H1316,12,7,H1316,12,7,0,0,0,0,0,0
W1584,1,Doctor,32,H1355,16,6,H1355,16,6,H659,3,1,H659,3,1,H1386,10,2,H1386,10,2,0,0,0,0,0,0
W843,1,Doctor,33,H1360,28,5,H1360,28,5,H1237,2,-1,H1237,2,-1,H1360,28,5,H1360,28,5,0,0,0,0,0,0
W875,1,Doctor,34,H909,5,1,H909,5,1,H909,5,1,H909,5,1,H909,5,1,H909,5,1,0,0,0,0,0,0
W1050,1,Doctor,35,H1646,24,6,H1646,24,6,H357,7,1,H357,7,1,H1646,24,6,H1646,24,6,0,0,0,0,0,0
W908,1,Doctor,36,H397,10,3,H397,10,3,H1253,2,1,H1253,2,1,H397,10,3,H397,10,3,0,0,0,0,0,0
W251,1,Doctor,37,H76,4,2,H76,4,2,H76,4,2,H76,4,2,H76,4,2,H76,4,2,0,0,0,0,0,0
W1694,1,Doctor,38,H1586,21,7,H1586,21,7,H944,4,1,H944,4,1,H1672,7,2,H1672,7,2,0,0,0,0,0,0
W1325,1,Doctor,39,H491,10,2,H491,10,2,H990,7,1,H990,7,1,H491,10,2,H491,10,2,0,0,0,0,0,0
W167,1,Doctor,40,H895,6,3,H895,6,3,H895,6,3,H895,6,3,H895,6,3,H895,6,3,0,0,0,0,0,0
W66,1,Doctor,41,H550,8,2,H550,8,2,H1484,2,1,H1484,2,1,H550,8,2,H550,8,2,0,0,0,0,0,0
W543,1,Doctor,42,H381,2,1,H381,2,1,H381,2,1,H381,2,1,H381,2,1,H381,2,1,0,0,0,0,0,0
W13,1,Doctor,43,H561,2,1,H561,2,1,H561,2,1,H561,2,1,H561,2,1,H561,2,1,0,0,0,0,0,0
W703,1,Doctor,44,H579,2,1,H579,2,1,H1647,1,-1,H1647,1,-1,H579,2,1,H579,2,1,0,0,0,0,0,0
W1392,1,Doctor,45,H441,11,1,H441,11,1,Unmatched,0,0,Unmatched,0,0,H441,11,1,H441,11,1,0,0,1455,1455,0,0
W987,1,Doctor,46,H1335,7,2,H1335,7,2,H1208,6,-1,H1208,6,-1,H1335,7,2,H1335,7,2,0,0,0,0,0,0
W1677,1,Doctor,47,H1617,8,4,H1617,8,4,H1617,8,4,H1617,8,4,H1617,8,4,H1617,8,4,0,0,0,0,0,0
W1285,1,Doctor,48,H1640,8,2,H1640,8,2,H1640,8,2,H1640,8,2,H1640,8,2,H1640,8,2,0,0,0,0,0,0
W1142,1,Doctor,49,H1288,11,1,H1288,11,1,H387,3,-1,H387,3,-1,H1288,11,1,H1288,11,1,0,0,0,0,0,0
W389,1,Doctor,50,H1096,18,4,H1096,18,4,H156,7,3,H156,7,3,H1096,18,4,H1096,18,4,0,0,0,0,0,0
W1311,1,Doctor,51,H540,16,2,H540,16,2,Unmatched,0,0,Unmatched,0,0,H540,16,2,H540,16,2,1,1,1440,1440,0,0
W1523,1,Doctor,52,H787,13,2,H787,13,2,H1419,8,-1,H1419,8,-1,H787,13,2,H787,13,2,0,0,0,0,0,0
W1243,1,Doctor,53,H1245,10,3,H1245,10,3,H1335,3,1,H1335,3,1,H1245,10,3,H1245,10,3,0,0,0,0,0,0
W949,1,Doctor,54,H753,15,5,H753,15,5,Unmatched,0,0,Unmatched,0,0,H753,15,5,H753,15,5,0,0,1460,1460,0,0
W524,1,Doctor,55,H32,13,2,H32,13,2,H436,1,-1,H436,1,-1,H32,13,2,H32,13,2,0,0,0,0,0,0
W354,1,Doctor,56,H1539,4,1,H1539,4,1,H1539,4,1,H1539,4,1,H1539,4,1,H1539,4,1,0,0,0,0,0,0
