id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W33,1,Doctor,1,H78,6,1,H78,6,1,H122,3,-1,H122,3,-1,H78,6,1,H78,6,1,0,0,0,0,0,0
W36,1,Doctor,2,H157,24,2,H157,24,2,Unmatched,0,0,Unmatched,0,0,H157,24,2,H157,24,2,2,2,92,92,0,0
W9,1,Doctor,3,H181,30,2,H181,30,2,H67,3,-1,H67,3,-1,H181,30,2,H181,30,2,0,0,0,0,0,0
W149,1,Doctor,4,H99,1,1,H99,1,1,H99,1,1,H99,1,1,H99,1,1,H99,1,1,0,0,0,0,0,0
W34,1,Doctor,5,H38,2,1,H148,54,5,H34,1,-1,H34,1,-1,H38,2,1,H38,2,1,0,0,0,0,0,0
W133,1,Doctor,6,H53,9,1,H100,35,3,Unmatched,0,0,Unmatched,0,0,H53,9,1,H53,9,1,0,0,94,94,0,0
W96,1,Doctor,7,H25,13,1,H25,13,1,H84,3,-1,H84,3,-1,H25,13,1,H25,13,1,0,0,0,0,0,0
W150,1,Doctor,8,H147,30,2,H147,30,2,H145,3,-1,H145,3,-1,H147,30,2,H147,30,2,3,3,0,0,0,0
W110,1,Doctor,9,H20,11,1,H146,12,2,H6,2,-1,H6,2,-1,H20,11,1,H20,11,1,0,0,0,0,0,0
W188,1,Doctor,10,H56,28,1,H192,90,4,Unmatched,0,0,Unmatched,0,0,H192,90,4,H192,90,4,3,3,78,78,0,0
W147,1,Doctor,11,H83,13,1,H83,13,1,H52,4,-1,H52,4,-1,H83,13,1,H83,13,1,0,0,0,0,0,0
W3,1,Doctor,12,H61,10,1,H178,47,-1,H109,4,-1,H109,4,-1,Unmatched,0,0,Unmatched,0,0,20,20,0,0,0,0
W178,1,Doctor,13,H5,23,1,H91,29,3,Unmatched,0,0,Unmatched,0,0,H5,23,1,H5,23,1,1,1,86,86,0,0
W152,1,Doctor,14,H86,7,1,H56,47,5,H23,3,-1,H23,3,-1,H56,47,5,H56,47,5,1,1,0,0,0,0
W187,1,Doctor,15,H160,24,1,H23,33,3,H56,1,-1,H56,1,-1,H160,24,1,H160,24,1,1,1,0,0,0,0
W132,1,Doctor,16,H46,12,3,H46,12,3,Unmatched,0,0,Unmatched,0,0,H46,12,3,H46,12,3,2,2,102,102,0,0
W56,1,Doctor,17,H60,8,1,H116,12,2,H5,4,-1,H5,4,-1,H60,8,1,H60,8,1,0,0,0,0,0,0
W126,1,Doctor,18,H44,4,1,H198,50,-1,H44,4,1,H44,4,1,H44,4,1,H44,4,1,0,0,0,0,0,0
W83,1,Doctor,19,H26,33,-1,H119,89,-1,Unmatched,0,0,Unmatched,0,0,H124,38,3,H124,38,3,2,2,86,86,0,0
W106,1,Doctor,20,H10,17,2,H10,17,2,H127,3,-1,H127,3,-1,H10,17,2,H10,17,2,1,1,0,0,0,0
W143,1,Doctor,21,H7,45,4,H7,45,4,H80,3,1,H80,3,1,H7,45,4,H7,45,4,5,5,0,0,0,0
W112,1,Doctor,22,H16,6,1,H104,76,5,H172,3,-1,H172,3,-1,H16,6,1,H16,6,1,0,0,0,0,0,0
W54,1,Doctor,23,H148,6,1,H154,129,-1,Unmatched,0,0,Unmatched,0,0,H148,6,1,H148,6,1,0,0,79,79,0,0
W74,1,Doctor,24,H174,6,2,H174,6,2,H87,1,-1,H87,1,-1,H174,6,2,H174,6,2,0,0,0,0,0,0
W48,1,Doctor,25,H167,53,3,H167,53,3,H112,2,-1,H112,2,-1,H167,53,3,H167,53,3,2,2,0,0,0,0
W179,1,Doctor,26,H142,13,1,H142,13,1,Unmatched,0,0,Unmatched,0,0,H142,13,1,H142,13,1,0,0,95,95,0,0
W23,1,Doctor,27,H54,9,1,H199,39,-1,H161,1,-1,H161,1,-1,H69,26,4,H69,26,4,1,1,0,0,0,0
W73,1,Doctor,28,H125,2,1,H125,2,1,H125,2,1,H125,2,1,H125,2,1,H125,2,1,0,0,0,0,0,0
W21,1,Doctor,29,H144,7,1,H144,7,1,H82,2,-1,H82,2,-1,H144,7,1,H144,7,1,0,0,0,0,0,0
W63,1,Doctor,30,H49,38,4,H49,38,4,H179,3,-1,H179,3,-1,H49,38,4,H49,38,4,3,3,0,0,0,0
W71,1,Doctor,31,H177,2,1,H155,50,-1,H177,2,1,H177,2,1,H177,2,1,H177,2,1,0,0,0,0,0,0
W199,1,Doctor,32,H68,32,1,H77,53,3,H46,1,-1,H46,1,-1,H109,44,2,H109,44,2,2,2,0,0,0,0
