id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W123,1,Doctor,1,H24,69,2,H24,69,2,Unmatched,0,0,Unmatched,0,0,H24,69,2,H24,69,2,1,1,123,123,0,0
W77,1,Doctor,2,H143,84,3,H143,84,3,Unmatched,0,0,Unmatched,0,0,H143,84,3,H143,84,3,3,3,129,129,0,0
W155,1,Doctor,3,H191,36,3,H191,36,3,Unmatched,0,0,Unmatched,0,0,H191,36,3,H191,36,3,1,1,119,119,0,0
W60,1,Doctor,4,H146,23,2,H146,23,2,Unmatched,0,0,Unmatched,0,0,H146,23,2,H146,23,2,0,0,119,119,0,0
W44,1,Doctor,5,H66,73,3,H179,105,5,Unmatched,0,0,Unmatched,0,0,H179,105,5,H179,105,5,2,2,123,123,0,0
W40,1,Doctor,6,H109,25,-1,H109,25,-1,Unmatched,0,0,Unmatched,0,0,H184,53,2,H184,53,2,3,3,123,123,0,0
W108,1,Doctor,7,H67,51,2,H67,51,2,Unmatched,0,0,Unmatched,0,0,H94,98,4,H94,98,4,7,7,117,117,0,0
W57,1,Doctor,8,H161,37,2,H161,37,2,Unmatched,0,0,Unmatched,0,0,H161,37,2,H161,37,2,1,1,115,115,0,0
W5,1,Doctor,9,H88,6,1,H88,6,1,Unmatched,0,0,Unmatched,0,0,H88,6,1,H88,6,1,0,0,119,119,0,0
W149,1,Doctor,10,H50,18,2,H50,18,2,H76,5,1,H76,5,1,H50,18,2,H50,18,2,1,1,0,0,0,0
W143,1,Doctor,11,H114,3,1,H114,3,1,H114,3,1,H114,3,1,H114,3,1,H114,3,1,0,0,0,0,0,0
W47,1,Doctor,12,H199,31,1,H199,31,1,Unmatched,0,0,Unmatched,0,0,H199,31,1,H199,31,1,1,1,122,122,0,0
W190,1,Doctor,13,H171,37,-1,H171,37,-1,H152,3,-1,H152,3,-1,H53,89,3,H53,89,3,5,5,0,0,0,0
W182,1,Doctor,14,H13,46,1,H13,46,1,Unmatched,0,0,Unmatched,0,0,H13,46,1,H13,46,1,0,0,125,125,0,0
W144,1,Doctor,15,H74,16,2,H74,16,2,Unmatched,0,0,Unmatched,0,0,H74,16,2,H74,16,2,0,0,120,120,0,0
W175,1,Doctor,16,H176,157,4,H176,157,4,Unmatched,0,0,Unmatched,0,0,H176,157,4,H176,157,4,11,11,120,120,0,0
W183,1,Doctor,17,H153,6,1,H153,6,1,H199,1,-1,H199,1,-1,H153,6,1,H153,6,1,0,0,0,0,0,0
W200,1,Doctor,18,H139,42,4,H139,42,4,H50,4,1,H50,4,1,H139,42,4,H139,42,4,2,2,0,0,0,0
W58,1,Doctor,19,H103,62,-1,H103,62,-1,H159,1,-1,H159,1,-1,Unmatched,0,0,Unmatched,0,0,23,23,0,0,0,0
W56,1,Doctor,20,H118,99,3,H118,99,3,H147,2,-1,H147,2,-1,H118,99,3,H118,99,3,4,4,0,0,0,0
W173,1,Doctor,21,H158,22,2,H158,22,2,H137,1,-1,H137,1,-1,H158,22,2,H158,22,2,0,0,0,0,0,0
W62,1,Doctor,22,H6,53,1,H6,53,1,H5,4,-1,H5,4,-1,H6,53,1,H6,53,1,1,1,0,0,0,0
W11,1,Doctor,23,H186,62,-1,H186,62,-1,H75,4,-1,H75,4,-1,H95,65,2,H95,65,2,3,3,0,0,0,0
W8,1,Doctor,24,H177,52,1,H177,52,1,Unmatched,0,0,Unmatched,0,0,H177,52,1,H177,52,1,0,0,120,120,0,0
W157,1,Doctor,25,H173,1,1,H173,1,1,H173,1,1,H173,1,1,H173,1,1,H173,1,1,0,0,0,0,0,0
W122,1,Doctor,26,H100,110,5,H100,110,5,H21,4,-1,H21,4,-1,Unmatched,0,0,Unmatched,0,0,20,20,0,0,0,0
W89,1,Doctor,27,H86,11,1,H86,11,1,H71,3,-1,H71,3,-1,H86,11,1,H86,11,1,0,0,0,0,0,0
W95,1,Doctor,28,H169,68,-1,H142,155,5,Unmatched,0,0,Unmatched,0,0,H142,155,5,H142,155,5,11,11,126,126,0,0
W116,1,Doctor,29,H3,45,4,H3,45,4,H124,1,-1,H124,1,-1,H3,45,4,H3,45,4,0,0,0,0,0,0
W39,1,Doctor,30,H76,69,2,H76,69,2,Unmatched,0,0,Unmatched,0,0,H76,69,2,H76,69,2,1,1,123,123,0,0
W160,1,Doctor,31,H162,22,1,H162,22,1,Unmatched,0,0,Unmatched,0,0,H162,22,1,H162,22,1,0,0,120,120,0,0
W125,1,Doctor,32,H116,36,2,H116,36,2,H172,5,-1,H172,5,-1,H116,36,2,H116,36,2,1,1,0,0,0,0
W180,1,Doctor,33,H7,13,1,H7,13,1,Unmatched,0,0,Unmatched,0,0,H7,13,1,H7,13,1,0,0,122,122,0,0
W191,1,Doctor,34,H72,67,3,H72,67,3,H125,3,-1,H125,3,-1,H72,67,3,H72,67,3,0,0,0,0,0,0
W83,1,Doctor,35,H178,44,1,H178,44,1,Unmatched,0,0,Unmatched,0,0,H178,44,1,H178,44,1,1,1,120,120,0,0
W22,1,Doctor,36,H23,140,-1,H23,140,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,20,20,122,122,0,0
W181,1,Doctor,37,H129,45,2,H129,45,2,H188,3,1,H188,3,1,H129,45,2,H129,45,2,0,0,0,0,0,0
W59,1,Doctor,38,H145,1,1,H145,1,1,H145,1,1,H145,1,1,H145,1,1,H145,1,1,0,0,0,0,0,0
W9,1,Doctor,39,H190,17,1,H190,17,1,Unmatched,0,0,Unmatched,0,0,H190,17,1,H190,17,1,0,0,117,117,0,0
W189,1,Doctor,40,H165,10,1,H165,10,1,H20,1,-1,H20,1,-1,H165,10,1,H165,10,1,0,0,0,0,0,0
W33,1,Doctor,41,H61,15,1,H61,15,1,H1,5,-1,H1,5,-1,H61,15,1,H61,15,1,0,0,0,0,0,0
W73,1,Doctor,42,H27,6,1,H27,6,1,Unmatched,0,0,Unmatched,0,0,H27,6,1,H27,6,1,0,0,122,122,0,0
