id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)"
W54,1,Doctor,1,2,2
W469,1,Doctor,2,2,2
W489,1,Doctor,3,4,4
W248,1,Doctor,4,1,1
W155,1,Doctor,5,0,0
W270,1,Doctor,6,5,1
W240,1,Doctor,7,7,3
W160,1,Doctor,8,5,1
W328,1,Doctor,9,7,1
W406,1,Doctor,10,8,1
W307,1,Doctor,11,10,1
W378,1,Doctor,12,11,2
W420,1,Doctor,13,0,0
W1,1,Doctor,14,12,1
W92,1,Doctor,15,13,1
W393,1,Doctor,16,13,1
W324,1,Doctor,17,14,1
W210,1,Doctor,18,17,3
W486,1,Doctor,19,13,1
W401,1,Doctor,20,14,1
W102,1,Doctor,21,21,4
W375,1,Doctor,22,17,1
W474,1,Doctor,23,25,5
W334,1,Doctor,24,24,3
W25,1,Doctor,25,0,0
W181,1,Doctor,26,26,3
W209,1,Doctor,27,26,2
W163,1,Doctor,28,28,3
W396,1,Doctor,29,29,4
W443,1,Doctor,30,26,1
W29,1,Doctor,31,24,1
W110,1,Doctor,32,28,2
W142,1,Doctor,33,0,0
W191,1,Doctor,34,30,1
W226,1,Doctor,35,33,3
W300,1,Doctor,36,26,1
W48,1,Doctor,37,31,1
W203,1,Doctor,38,35,1
W184,1,Doctor,39,36,3
W88,1,Doctor,40,30,1
W399,1,Doctor,41,38,2
W258,1,Doctor,42,33,1
W79,1,Doctor,43,38,2
W340,1,Doctor,44,39,2
W472,1,Doctor,45,38,2
W350,1,Doctor,46,39,1
W183,1,Doctor,47,43,3
W476,1,Doctor,48,46,2
W16,1,Doctor,49,48,3
W9,1,Doctor,50,51,5
W470,1,Doctor,51,44,1
W342,1,Doctor,52,47,1
W241,1,Doctor,53,49,2
W113,1,Doctor,54,50,2
W156,1,Doctor,55,50,1
W424,1,Doctor,56,58,5
W222,1,Doctor,57,47,1
W386,1,Doctor,58,55,1
W363,1,Doctor,59,55,2
W497,1,Doctor,60,57,2
