id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)"
W30,1,Doctor,1,2,2
W306,1,Doctor,2,1,1
W298,1,Doctor,3,1,1
W12,1,Doctor,4,1,1
W276,1,Doctor,5,1,1
W106,1,Doctor,6,2,2
W405,1,Doctor,7,1,1
W41,1,Doctor,8,4,4
W388,1,Doctor,9,1,1
W242,1,Doctor,10,4,3
W96,1,Doctor,11,1,1
W126,1,Doctor,12,0,0
W273,1,Doctor,13,1,1
W285,1,Doctor,14,4,4
W146,1,Doctor,15,2,1
W384,1,Doctor,16,2,1
W365,1,Doctor,17,1,1
W343,1,Doctor,18,1,1
W182,1,Doctor,19,4,2
W70,1,Doctor,20,3,3
W205,1,Doctor,21,1,1
W235,1,Doctor,22,4,1
W332,1,Doctor,23,1,1
W417,1,Doctor,24,2,1
W253,1,Doctor,25,1,1
W168,1,Doctor,26,0,0
W496,1,Doctor,27,8,5
W312,1,Doctor,28,2,1
W137,1,Doctor,29,1,1
W239,1,Doctor,30,5,1
W452,1,Doctor,31,1,1
W187,1,Doctor,32,5,3
W97,1,Doctor,33,3,3
W295,1,Doctor,34,4,2
W148,1,Doctor,35,1,1
W157,1,Doctor,36,4,2
W408,1,Doctor,37,2,2
W463,1,Doctor,38,7,4
W46,1,Doctor,39,1,1
W424,1,Doctor,40,5,1
W465,1,Doctor,41,7,4
W317,1,Doctor,42,9,4
W213,1,Doctor,43,9,4
W94,1,Doctor,44,3,1
W342,1,Doctor,45,4,2
W418,1,Doctor,46,2,1
W156,1,Doctor,47,4,1
W170,1,Doctor,48,3,1
W256,1,Doctor,49,2,1
W200,1,Doctor,50,12,5
W23,1,Doctor,51,4,1
W112,1,Doctor,52,11,4
W215,1,Doctor,53,5,1
W376,1,Doctor,54,1,1
W181,1,Doctor,55,1,1
W104,1,Doctor,56,3,2
W460,1,Doctor,57,4,1
W53,1,Doctor,58,5,1
W396,1,Doctor,59,11,5
W113,1,Doctor,60,2,1
W385,1,Doctor,61,11,2
W149,1,Doctor,62,2,1
W322,1,Doctor,63,1,1
W20,1,Doctor,64,3,3
W314,1,Doctor,65,5,3
W280,1,Doctor,66,4,1
W334,1,Doctor,67,6,2
W433,1,Doctor,68,6,3
W5,1,Doctor,69,10,4
W72,1,Doctor,70,16,3
W279,1,Doctor,71,11,3
W89,1,Doctor,72,3,1
W162,1,Doctor,73,0,0
W391,1,Doctor,74,13,4
W436,1,Doctor,75,1,1
W8,1,Doctor,76,5,2
W456,1,Doctor,77,2,1
W251,1,Doctor,78,6,1
W185,1,Doctor,79,4,1
W315,1,Doctor,80,8,4
W246,1,Doctor,81,2,1
W491,1,Doctor,82,3,1
W225,1,Doctor,83,6,3
W498,1,Doctor,84,7,4
W352,1,Doctor,85,2,1
W159,1,Doctor,86,8,2
W48,1,Doctor,87,0,0
W221,1,Doctor,88,3,1
W135,1,Doctor,89,21,5
W321,1,Doctor,90,4,2
W66,1,Doctor,91,5,2
W348,1,Doctor,92,4,1
W178,1,Doctor,93,8,1
W259,1,Doctor,94,6,2
W398,1,Doctor,95,7,2
W22,1,Doctor,96,9,1
W13,1,Doctor,97,6,2
W161,1,Doctor,98,3,1
W375,1,Doctor,99,18,3
W324,1,Doctor,100,14,4
W189,1,Doctor,101,9,3
W483,1,Doctor,102,2,2
W325,1,Doctor,103,2,1
W387,1,Doctor,104,3,1
W58,1,Doctor,105,14,1
W133,1,Doctor,106,5,1
W327,1,Doctor,107,4,1
W469,1,Doctor,108,4,1
W316,1,Doctor,109,6,1
W451,1,Doctor,110,5,1
W290,1,Doctor,111,7,2
W492,1,Doctor,112,2,1
W229,1,Doctor,113,15,3
W54,1,Doctor,114,13,3
W87,1,Doctor,115,19,4
W310,1,Doctor,116,20,4
W144,1,Doctor,117,8,1
W454,1,Doctor,118,19,4
W331,1,Doctor,119,11,1
W172,1,Doctor,120,17,4
W477,1,Doctor,121,4,1
W266,1,Doctor,122,5,1
W370,1,Doctor,123,0,0
W281,1,Doctor,124,2,1
W27,1,Doctor,125,3,1
W294,1,Doctor,126,5,1
W84,1,Doctor,127,14,2
W438,1,Doctor,128,11,2
W63,1,Doctor,129,9,2
W74,1,Doctor,130,7,1
W304,1,Doctor,131,8,1
W92,1,Doctor,132,10,2
W287,1,Doctor,133,16,1
W238,1,Doctor,134,13,1
W82,1,Doctor,135,6,2
W261,1,Doctor,136,3,2
W139,1,Doctor,137,0,0
W284,1,Doctor,138,10,1
W55,1,Doctor,139,14,1
W427,1,Doctor,140,17,3
W419,1,Doctor,141,0,0
W466,1,Doctor,142,15,2
W302,1,Doctor,143,16,3
W480,1,Doctor,144,7,1
W71,1,Doctor,145,26,3
W233,1,Doctor,146,18,1
W471,1,Doctor,147,5,1
W392,1,Doctor,148,16,5
W209,1,Doctor,149,14,2
W107,1,Doctor,150,10,1
W26,1,Doctor,151,11,1
W412,1,Doctor,152,3,1
W333,1,Doctor,153,24,2
W264,1,Doctor,154,16,2
W277,1,Doctor,155,11,1
W272,1,Doctor,156,6,1
W114,1,Doctor,157,25,5
W489,1,Doctor,158,12,3
W109,1,Doctor,159,15,3
W482,1,Doctor,160,9,1
W91,1,Doctor,161,16,3
W39,1,Doctor,162,5,1
W134,1,Doctor,163,0,0
W363,1,Doctor,164,9,1
W1,1,Doctor,165,0,0
W226,1,Doctor,166,19,1
W176,1,Doctor,167,29,3
W364,1,Doctor,168,24,4
W341,1,Doctor,169,5,1
W57,1,Doctor,170,26,3
W75,1,Doctor,171,25,4
W431,1,Doctor,172,18,2
W216,1,Doctor,173,13,4
W423,1,Doctor,174,18,2
W329,1,Doctor,175,19,2
W283,1,Doctor,176,29,2
W194,1,Doctor,177,9,1
W425,1,Doctor,178,14,1
W61,1,Doctor,179,0,0
W399,1,Doctor,180,8,1
W124,1,Doctor,181,19,2
W19,1,Doctor,182,17,1
W219,1,Doctor,183,8,2
W183,1,Doctor,184,7,1
W179,1,Doctor,185,0,0
W426,1,Doctor,186,3,1
W169,1,Doctor,187,5,1
W254,1,Doctor,188,12,1
W14,1,Doctor,189,16,3
W269,1,Doctor,190,26,4
W416,1,Doctor,191,32,5
W328,1,Doctor,192,18,1
W147,1,Doctor,193,38,3
W199,1,Doctor,194,34,4
W241,1,Doctor,195,3,1
W245,1,Doctor,196,13,2
W278,1,Doctor,197,23,2
W83,1,Doctor,198,5,1
W467,1,Doctor,199,42,5
W99,1,Doctor,200,29,4
W206,1,Doctor,201,43,4
W132,1,Doctor,202,19,4
W95,1,Doctor,203,7,1
W500,1,Doctor,204,18,2
W42,1,Doctor,205,35,2
W336,1,Doctor,206,0,0
W308,1,Doctor,207,0,0
W33,1,Doctor,208,32,5
W145,1,Doctor,209,20,1
W404,1,Doctor,210,19,1
W437,1,Doctor,211,18,1
W234,1,Doctor,212,30,2
W459,1,Doctor,213,25,4
W292,1,Doctor,214,26,4
W7,1,Doctor,215,0,0
W4,1,Doctor,216,33,3
W2,1,Doctor,217,24,2
W359,1,Doctor,218,17,1
W186,1,Doctor,219,24,2
W301,1,Doctor,220,5,1
W444,1,Doctor,221,24,2
W81,1,Doctor,222,31,2
W255,1,Doctor,223,24,1
W110,1,Doctor,224,26,4
W260,1,Doctor,225,13,1
W52,1,Doctor,226,10,1
W289,1,Doctor,227,30,1
W175,1,Doctor,228,20,3
W305,1,Doctor,229,24,3
W28,1,Doctor,230,42,3
W62,1,Doctor,231,6,1
W174,1,Doctor,232,13,1
W249,1,Doctor,233,29,1
W64,1,Doctor,234,24,1
W361,1,Doctor,235,39,3
W435,1,Doctor,236,27,2
W86,1,Doctor,237,30,5
W357,1,Doctor,238,25,4
W119,1,Doctor,239,22,1
W479,1,Doctor,240,5,1
W24,1,Doctor,241,7,1
W486,1,Doctor,242,9,1
W166,1,Doctor,243,25,1
W160,1,Doctor,244,14,1
W267,1,Doctor,245,19,1
W180,1,Doctor,246,23,1
W420,1,Doctor,247,27,1
W441,1,Doctor,248,24,1
W380,1,Doctor,249,15,1
W354,1,Doctor,250,15,1
W488,1,Doctor,251,25,3
W409,1,Doctor,252,12,1
W143,1,Doctor,253,38,3
W224,1,Doctor,254,29,3
W123,1,Doctor,255,14,1
W428,1,Doctor,256,48,3
W93,1,Doctor,257,34,4
W203,1,Doctor,258,23,3
W381,1,Doctor,259,12,1
W164,1,Doctor,260,31,1
W210,1,Doctor,261,21,1
W411,1,Doctor,262,38,1
W440,1,Doctor,263,25,1
W59,1,Doctor,264,2,1
W476,1,Doctor,265,39,2
W9,1,Doctor,266,0,0
W288,1,Doctor,267,24,1
W378,1,Doctor,268,41,3
W401,1,Doctor,269,35,2
W211,1,Doctor,270,22,1
W193,1,Doctor,271,18,2
W31,1,Doctor,272,54,4
W442,1,Doctor,273,36,2
W38,1,Doctor,274,30,2
W227,1,Doctor,275,47,4
W45,1,Doctor,276,23,1
W494,1,Doctor,277,15,1
W21,1,Doctor,278,0,0
W204,1,Doctor,279,10,1
W15,1,Doctor,280,11,1
W478,1,Doctor,281,14,1
W223,1,Doctor,282,0,0
W422,1,Doctor,283,31,2
W448,1,Doctor,284,28,2
W128,1,Doctor,285,46,2
W394,1,Doctor,286,49,2
W151,1,Doctor,287,10,1
W360,1,Doctor,288,20,1
W447,1,Doctor,289,27,1
W271,1,Doctor,290,15,1
W192,1,Doctor,291,20,3
W373,1,Doctor,292,33,2
W214,1,Doctor,293,26,1
W36,1,Doctor,294,22,1
W248,1,Doctor,295,50,3
W268,1,Doctor,296,0,0
W344,1,Doctor,297,42,1
W389,1,Doctor,298,29,3
W65,1,Doctor,299,47,2
W415,1,Doctor,300,22,1
W445,1,Doctor,301,35,3
W414,1,Doctor,302,27,1
W355,1,Doctor,303,46,2
W345,1,Doctor,304,30,1
W155,1,Doctor,305,72,5
W136,1,Doctor,306,18,1
W243,1,Doctor,307,42,3
W102,1,Doctor,308,19,1
W367,1,Doctor,309,15,1
W490,1,Doctor,310,76,3
W495,1,Doctor,311,43,1
W76,1,Doctor,312,35,2
W402,1,Doctor,313,79,4
W212,1,Doctor,314,28,1
W60,1,Doctor,315,31,1
W377,1,Doctor,316,50,2
W220,1,Doctor,317,72,5
W493,1,Doctor,318,41,2
W353,1,Doctor,319,54,1
W190,1,Doctor,320,14,1
W286,1,Doctor,321,37,1
W77,1,Doctor,322,47,4
W337,1,Doctor,323,52,2
W125,1,Doctor,324,45,3
W129,1,Doctor,325,28,1
W237,1,Doctor,326,43,2
W318,1,Doctor,327,68,2
W296,1,Doctor,328,63,1
W368,1,Doctor,329,67,5
W299,1,Doctor,330,70,2
W158,1,Doctor,331,10,1
W263,1,Doctor,332,43,2
W450,1,Doctor,333,33,1
W88,1,Doctor,334,37,1
W379,1,Doctor,335,35,1
W446,1,Doctor,336,28,1
W196,1,Doctor,337,54,1
W56,1,Doctor,338,33,2
W138,1,Doctor,339,88,3
W165,1,Doctor,340,0,0
W141,1,Doctor,341,21,1
W400,1,Doctor,342,56,3
W300,1,Doctor,343,61,1
W410,1,Doctor,344,100,4
W421,1,Doctor,345,56,1
W40,1,Doctor,346,22,1
W130,1,Doctor,347,4,1
W29,1,Doctor,348,34,1
W275,1,Doctor,349,72,3
W43,1,Doctor,350,32,1
W177,1,Doctor,351,71,5
W439,1,Doctor,352,69,5
W351,1,Doctor,353,46,2
W499,1,Doctor,354,44,1
W201,1,Doctor,355,78,3
W127,1,Doctor,356,78,5
W68,1,Doctor,357,69,2
W34,1,Doctor,358,36,1
W484,1,Doctor,359,76,3
W358,1,Doctor,360,57,1
W474,1,Doctor,361,59,1
W3,1,Doctor,362,63,3
W6,1,Doctor,363,39,1
W118,1,Doctor,364,86,3
W458,1,Doctor,365,94,4
W293,1,Doctor,366,99,5
W413,1,Doctor,367,65,1
W472,1,Doctor,368,69,2
W50,1,Doctor,369,38,1
W371,1,Doctor,370,52,2
W393,1,Doctor,371,0,0
W397,1,Doctor,372,107,1
W362,1,Doctor,373,37,1
W217,1,Doctor,374,26,1
W150,1,Doctor,375,22,1
W222,1,Doctor,376,0,0
W382,1,Doctor,377,50,1
W434,1,Doctor,378,76,2
W257,1,Doctor,379,84,4
W265,1,Doctor,380,87,3
W311,1,Doctor,381,97,2
W228,1,Doctor,382,53,1
W37,1,Doctor,383,0,0
W105,1,Doctor,384,104,2
W240,1,Doctor,385,42,1
W122,1,Doctor,386,44,1
W10,1,Doctor,387,52,1
W390,1,Doctor,388,33,1
W356,1,Doctor,389,83,3
W258,1,Doctor,390,47,1
W103,1,Doctor,391,73,3
W383,1,Doctor,392,74,3
W449,1,Doctor,393,26,1
W244,1,Doctor,394,0,0
W453,1,Doctor,395,77,2
W232,1,Doctor,396,0,0
W350,1,Doctor,397,82,1
W121,1,Doctor,398,114,4
W188,1,Doctor,399,48,1
W191,1,Doctor,400,0,0
W464,1,Doctor,401,100,1
W323,1,Doctor,402,53,1
W247,1,Doctor,403,51,1
W154,1,Doctor,404,119,2
W326,1,Doctor,405,63,1
W470,1,Doctor,406,32,1
W49,1,Doctor,407,144,3
W319,1,Doctor,408,125,2
W372,1,Doctor,409,131,3
W18,1,Doctor,410,78,2
W346,1,Doctor,411,110,2
W16,1,Doctor,412,63,2
W347,1,Doctor,413,62,2
W108,1,Doctor,414,128,2
W90,1,Doctor,415,92,1
W291,1,Doctor,416,61,1
W207,1,Doctor,417,127,3
W202,1,Doctor,418,157,3
W163,1,Doctor,419,78,1
W250,1,Doctor,420,181,4
W303,1,Doctor,421,161,5
W32,1,Doctor,422,174,5
W366,1,Doctor,423,39,1
W115,1,Doctor,424,150,3
W131,1,Doctor,425,105,2
W152,1,Doctor,426,171,2
W320,1,Doctor,427,151,2
W173,1,Doctor,428,59,2
W35,1,Doctor,429,124,2
W430,1,Doctor,430,190,4
W111,1,Doctor,431,132,1
W338,1,Doctor,432,106,1
W407,1,Doctor,433,103,1
W85,1,Doctor,434,88,1
W461,1,Doctor,435,70,1
W44,1,Doctor,436,197,5
W282,1,Doctor,437,35,1
W116,1,Doctor,438,45,1
W297,1,Doctor,439,100,1
W195,1,Doctor,440,88,1
W307,1,Doctor,441,161,4
W100,1,Doctor,442,78,1
W339,1,Doctor,443,139,2
W395,1,Doctor,444,70,1
W69,1,Doctor,445,196,3
W11,1,Doctor,446,189,2
W468,1,Doctor,447,74,1
W78,1,Doctor,448,54,1
W117,1,Doctor,449,162,3
W98,1,Doctor,450,117,3
W270,1,Doctor,451,134,1
W231,1,Doctor,452,155,2
W47,1,Doctor,453,212,3
W497,1,Doctor,454,157,3
W140,1,Doctor,455,165,2
W485,1,Doctor,456,69,1
W171,1,Doctor,457,186,2
W208,1,Doctor,458,208,1
W386,1,Doctor,459,165,1
W475,1,Doctor,460,107,2
W262,1,Doctor,461,243,5
W455,1,Doctor,462,214,1
W443,1,Doctor,463,131,1
W236,1,Doctor,464,154,2
W197,1,Doctor,465,266,3
W369,1,Doctor,466,127,1
W218,1,Doctor,467,136,1
W153,1,Doctor,468,105,1
W230,1,Doctor,469,0,0
W309,1,Doctor,470,0,0
W80,1,Doctor,471,286,2
W101,1,Doctor,472,254,1
W167,1,Doctor,473,219,1
W335,1,Doctor,474,155,1
W198,1,Doctor,475,252,1
W462,1,Doctor,476,192,1
W67,1,Doctor,477,241,2
W51,1,Doctor,478,211,1
W429,1,Doctor,479,138,1
W349,1,Doctor,480,353,5
W313,1,Doctor,481,299,1
W481,1,Doctor,482,0,0
W17,1,Doctor,483,328,5
W25,1,Doctor,484,326,3
W473,1,Doctor,485,292,1
W184,1,Doctor,486,273,1
W252,1,Doctor,487,334,3
W374,1,Doctor,488,319,4
W457,1,Doctor,489,186,1
W79,1,Doctor,490,310,2
W403,1,Doctor,491,338,2
W274,1,Doctor,492,319,1
W142,1,Doctor,493,294,2
W432,1,Doctor,494,301,1
W340,1,Doctor,495,374,1
W330,1,Doctor,496,306,1
W487,1,Doctor,497,446,2
W120,1,Doctor,498,465,1
W406,1,Doctor,499,460,2
W73,1,Doctor,500,470,3
H127,1,Hospital,1,5,1
H295,1,Hospital,2,0,0
H416,1,Hospital,3,19,1
H58,1,Hospital,4,3,1
H159,1,Hospital,5,25,5
H198,1,Hospital,6,15,2
H415,1,Hospital,7,32,5
H438,1,Hospital,8,35,3
H318,1,Hospital,9,11,2
H391,1,Hospital,10,7,2
H314,1,Hospital,11,23,2
H469,1,Hospital,12,8,4
H437,1,Hospital,13,34,2
H230,1,Hospital,14,39,2
H113,1,Hospital,15,10,2
H72,1,Hospital,16,45,2
H1,1,Hospital,17,24,3
H320,1,Hospital,18,47,4
H9,1,Hospital,19,21,1
H476,1,Hospital,20,55,1
H168,1,Hospital,21,22,2
H282,1,Hospital,22,42,1
H394,1,Hospital,23,0,0
H14,1,Hospital,24,28,5
H336,1,Hospital,25,14,1
H291,1,Hospital,26,33,1
H496,1,Hospital,27,0,0
