id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)","GS Match, P (D Proposing)","GS Match, P Prime (D Proposing)"
W33,1,Doctor,1,1,1,1,1
W337,1,Doctor,2,1,1,3,3
W320,1,Doctor,3,1,1,1,1
W203,1,Doctor,4,1,1,2,2
W247,1,Doctor,5,1,1,2,2
W497,1,Doctor,6,1,1,1,1
W126,1,Doctor,7,1,1,2,2
W103,1,Doctor,8,2,2,2,2
W263,1,Doctor,9,2,2,2,2
W498,1,Doctor,10,1,1,1,1
W142,1,Doctor,11,1,1,3,3
W44,1,Doctor,12,1,1,1,1
W215,1,Doctor,13,2,2,2,2
W208,1,Doctor,14,1,1,1,1
W395,1,Doctor,15,1,1,1,1
W330,1,Doctor,16,2,2,4,4
W347,1,Doctor,17,1,1,2,2
W121,1,Doctor,18,2,2,2,2
W495,1,Doctor,19,1,1,2,2
W365,1,Doctor,20,5,5,5,5
W256,1,Doctor,21,1,1,1,1
W176,1,Doctor,22,4,4,4,4
W302,1,Doctor,23,1,1,1,1
W31,1,Doctor,24,1,1,1,1
W313,1,Doctor,25,1,1,1,1
W216,1,Doctor,26,1,1,1,1
W452,1,Doctor,27,1,1,1,1
W307,1,Doctor,28,1,1,1,1
W424,1,Doctor,29,1,1,2,2
W315,1,Doctor,30,1,1,1,1
W141,1,Doctor,31,1,1,1,1
W351,1,Doctor,32,1,1,2,2
W184,1,Doctor,33,1,1,1,1
W419,1,Doctor,34,1,1,1,1
W346,1,Doctor,35,3,3,3,3
W367,1,Doctor,36,1,1,5,5
W194,1,Doctor,37,1,1,1,1
W135,1,Doctor,38,1,1,1,1
W210,1,Doctor,39,1,1,1,1
W11,1,Doctor,40,1,1,1,1
W118,1,Doctor,41,1,1,1,1
W391,1,Doctor,42,1,1,1,1
W341,1,Doctor,43,2,2,2,2
W273,1,Doctor,44,1,1,1,1
W226,1,Doctor,45,1,1,1,1
W224,1,Doctor,46,2,2,6,-1
W415,1,Doctor,47,2,2,9,-1
W85,1,Doctor,48,2,2,5,5
W240,1,Doctor,49,1,1,1,1
W286,1,Doctor,50,1,1,1,1
W148,1,Doctor,51,2,2,3,3
W151,1,Doctor,52,1,1,1,1
W145,1,Doctor,53,1,1,1,1
W477,1,Doctor,54,2,2,2,2
W132,1,Doctor,55,1,1,1,1
W340,1,Doctor,56,4,4,5,5
W396,1,Doctor,57,1,1,5,5
W152,1,Doctor,58,3,2,3,2
W246,1,Doctor,59,1,1,2,2
W123,1,Doctor,60,3,2,1,-1
W125,1,Doctor,61,1,1,1,1
W195,1,Doctor,62,3,2,6,5
W204,1,Doctor,63,1,1,1,1
W39,1,Doctor,64,4,4,4,4
W392,1,Doctor,65,1,1,2,2
W78,1,Doctor,66,1,1,1,1
W23,1,Doctor,67,2,2,2,2
W473,1,Doctor,68,4,4,7,-1
W120,1,Doctor,69,1,1,4,-1
W61,1,Doctor,70,2,2,5,5
W96,1,Doctor,71,1,1,2,2
W474,1,Doctor,72,1,1,1,1
W282,1,Doctor,73,1,1,7,-1
W443,1,Doctor,74,1,1,5,5
W300,1,Doctor,75,1,1,4,4
W231,1,Doctor,76,1,1,2,2
W371,1,Doctor,77,4,3,4,3
W355,1,Doctor,78,1,1,1,1
W314,1,Doctor,79,2,1,2,1
W117,1,Doctor,80,3,2,3,2
W233,1,Doctor,81,1,1,1,1
W378,1,Doctor,82,1,1,1,1
W281,1,Doctor,83,1,1,2,2
W398,1,Doctor,84,1,1,1,1
W28,1,Doctor,85,3,3,3,3
W287,1,Doctor,86,2,2,3,3
W62,1,Doctor,87,3,2,5,4
W448,1,Doctor,88,1,1,2,2
W454,1,Doctor,89,3,2,3,2
W230,1,Doctor,90,1,1,1,1
W418,1,Doctor,91,1,1,1,1
W170,1,Doctor,92,1,1,2,2
W105,1,Doctor,93,2,2,4,3
W146,1,Doctor,94,0,0,12,-1
W137,1,Doctor,95,4,3,4,3
W219,1,Doctor,96,1,1,2,-1
W323,1,Doctor,97,1,1,2,2
W500,1,Doctor,98,2,2,3,3
W490,1,Doctor,99,3,2,3,2
W100,1,Doctor,100,2,1,2,1
W134,1,Doctor,101,1,1,1,1
W201,1,Doctor,102,3,3,3,3
W361,1,Doctor,103,3,2,8,-1
W51,1,Doctor,104,2,2,2,2
W381,1,Doctor,105,1,1,1,1
W143,1,Doctor,106,1,1,1,1
W187,1,Doctor,107,1,1,1,1
W326,1,Doctor,108,4,4,4,4
W60,1,Doctor,109,3,3,5,4
W171,1,Doctor,110,2,2,2,2
W93,1,Doctor,111,4,3,4,3
W175,1,Doctor,112,1,1,5,4
W471,1,Doctor,113,1,1,1,1
W136,1,Doctor,114,2,2,2,2
W267,1,Doctor,115,3,2,7,5
W445,1,Doctor,116,1,1,2,2
W38,1,Doctor,117,3,2,3,2
W45,1,Doctor,118,1,1,7,-1
W35,1,Doctor,119,2,1,3,2
W461,1,Doctor,120,1,1,1,1
W98,1,Doctor,121,2,2,2,2
W119,1,Doctor,122,2,2,2,2
W384,1,Doctor,123,5,3,5,3
W312,1,Doctor,124,3,3,6,-1
W83,1,Doctor,125,2,1,5,4
W235,1,Doctor,126,1,1,1,1
W50,1,Doctor,127,6,5,7,-1
W18,1,Doctor,128,1,1,4,4
W386,1,Doctor,129,1,1,1,1
W166,1,Doctor,130,2,1,2,1
W407,1,Doctor,131,0,0,2,1
W46,1,Doctor,132,2,1,2,1
W198,1,Doctor,133,1,1,1,1
W21,1,Doctor,134,2,2,3,3
W16,1,Doctor,135,3,3,5,5
W174,1,Doctor,136,6,5,7,-1
W368,1,Doctor,137,1,1,1,1
W197,1,Doctor,138,6,4,6,4
W481,1,Doctor,139,2,2,4,4
W467,1,Doctor,140,3,2,3,2
W64,1,Doctor,141,1,1,1,1
W32,1,Doctor,142,3,1,3,1
W460,1,Doctor,143,1,1,2,2
W465,1,Doctor,144,1,1,1,1
