id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)","GS Match, P (D Proposing)","GS Match, P Prime (D Proposing)"
W142,1,Doctor,1,1,1,2,2
W147,1,Doctor,2,1,1,1,1
W364,1,Doctor,3,2,2,2,2
W409,1,Doctor,4,3,3,3,3
W271,1,Doctor,5,3,3,6,-1
W393,1,Doctor,6,2,1,5,4
W466,1,Doctor,7,6,3,6,3
W228,1,Doctor,8,6,3,6,3
W238,1,Doctor,9,3,1,3,1
W433,1,Doctor,10,3,1,9,4
W141,1,Doctor,11,3,1,3,1
W486,1,Doctor,12,3,1,5,-1
W277,1,Doctor,13,8,3,8,3
W81,1,Doctor,14,8,2,9,3
W361,1,Doctor,15,10,3,11,4
W177,1,Doctor,16,8,2,9,3
W49,1,Doctor,17,11,3,11,3
W25,1,Doctor,18,7,2,17,-1
W201,1,Doctor,19,14,5,16,-1
W463,1,Doctor,20,9,3,12,5
W215,1,Doctor,21,6,1,2,-1
W226,1,Doctor,22,6,1,10,3
W300,1,Doctor,23,3,1,13,-1
W330,1,Doctor,24,9,1,9,1
W102,1,Doctor,25,0,0,6,-1
W400,1,Doctor,26,11,1,6,-1
W200,1,Doctor,27,8,1,8,1
W340,1,Doctor,28,11,4,9,-1
W91,1,Doctor,29,12,2,22,-1
W297,1,Doctor,30,11,2,9,-1
W388,1,Doctor,31,11,1,23,5
W445,1,Doctor,32,16,1,16,1
W93,1,Doctor,33,15,3,22,-1
W229,1,Doctor,34,9,1,9,1
W122,1,Doctor,35,18,2,17,-1
W59,1,Doctor,36,11,1,19,3
W7,1,Doctor,37,12,1,37,-1
W274,1,Doctor,38,9,1,19,5
W379,1,Doctor,39,7,1,18,4
W209,1,Doctor,40,6,1,22,-1
W191,1,Doctor,41,11,1,20,3
W112,1,Doctor,42,13,1,13,1
W113,1,Doctor,43,7,1,30,-1
W401,1,Doctor,44,22,3,22,3
W397,1,Doctor,45,18,2,16,-1
W152,1,Doctor,46,18,3,18,3
W132,1,Doctor,47,7,1,12,2
W239,1,Doctor,48,12,1,23,-1
W97,1,Doctor,49,27,3,27,3
W291,1,Doctor,50,15,1,15,1
W206,1,Doctor,51,14,1,14,1
W333,1,Doctor,52,13,1,24,5
W288,1,Doctor,53,14,2,32,5
W150,1,Doctor,54,17,1,28,3
W359,1,Doctor,55,22,1,26,3
W86,1,Doctor,56,23,2,37,-1
W237,1,Doctor,57,23,3,23,3
W356,1,Doctor,58,12,1,48,-1
W444,1,Doctor,59,21,1,21,1
W338,1,Doctor,60,14,2,14,2
W458,1,Doctor,61,19,1,38,-1
W18,1,Doctor,62,21,1,21,1
W286,1,Doctor,63,17,1,29,2
W487,1,Doctor,64,37,3,29,-1
W57,1,Doctor,65,28,2,42,-1
W404,1,Doctor,66,30,3,30,3
W353,1,Doctor,67,16,1,25,4
W46,1,Doctor,68,23,2,44,-1
W324,1,Doctor,69,23,1,31,3
W194,1,Doctor,70,33,4,20,-1
W140,1,Doctor,71,24,1,24,1
W443,1,Doctor,72,16,1,30,3
W155,1,Doctor,73,30,3,30,3
W76,1,Doctor,74,15,1,20,-1
W342,1,Doctor,75,44,3,47,5
W411,1,Doctor,76,0,0,79,-1
W424,1,Doctor,77,23,1,55,-1
