id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)","GS Match, P (D Proposing)","GS Match, P Prime (D Proposing)"
W410,1,Doctor,1,2,2,2,2
W139,1,Doctor,2,4,4,12,-1
W278,1,Doctor,3,1,1,10,-1
W253,1,Doctor,4,1,1,1,1
W322,1,Doctor,5,1,1,1,1
W498,1,Doctor,6,2,2,7,-1
W347,1,Doctor,7,1,1,3,3
W33,1,Doctor,8,0,0,10,-1
W18,1,Doctor,9,1,1,5,5
W284,1,Doctor,10,1,1,4,4
W285,1,Doctor,11,1,1,4,4
W453,1,Doctor,12,1,1,1,1
W195,1,Doctor,13,2,2,2,2
W55,1,Doctor,14,4,4,4,4
W487,1,Doctor,15,2,2,2,2
W205,1,Doctor,16,1,1,4,4
W327,1,Doctor,17,0,0,6,-1
W178,1,Doctor,18,2,2,3,3
W494,1,Doctor,19,2,2,6,-1
W47,1,Doctor,20,2,2,9,-1
W359,1,Doctor,21,0,0,14,-1
W300,1,Doctor,22,1,1,8,-1
W397,1,Doctor,23,2,2,5,5
W303,1,Doctor,24,5,5,5,5
W345,1,Doctor,25,5,5,5,5
W379,1,Doctor,26,3,3,3,3
W88,1,Doctor,27,0,0,6,-1
W3,1,Doctor,28,1,1,3,3
W231,1,Doctor,29,3,3,3,3
W461,1,Doctor,30,2,2,3,3
W86,1,Doctor,31,1,1,3,3
W45,1,Doctor,32,3,3,18,-1
W101,1,Doctor,33,2,2,3,3
W439,1,Doctor,34,1,1,10,-1
W261,1,Doctor,35,1,1,12,-1
W21,1,Doctor,36,2,2,2,2
W2,1,Doctor,37,4,4,4,4
W304,1,Doctor,38,1,1,9,-1
W166,1,Doctor,39,4,4,4,4
W267,1,Doctor,40,1,1,4,4
W490,1,Doctor,41,2,2,7,-1
W264,1,Doctor,42,1,1,11,-1
W247,1,Doctor,43,1,1,1,1
W184,1,Doctor,44,2,2,2,2
W302,1,Doctor,45,2,2,5,5
W202,1,Doctor,46,1,1,9,-1
W248,1,Doctor,47,1,1,4,4
W200,1,Doctor,48,2,2,6,-1
W459,1,Doctor,49,5,5,5,5
W415,1,Doctor,50,2,2,5,5
W357,1,Doctor,51,1,1,1,1
W118,1,Doctor,52,1,1,3,3
W326,1,Doctor,53,3,3,3,3
W126,1,Doctor,54,1,1,1,1
W416,1,Doctor,55,1,1,1,1
W283,1,Doctor,56,2,2,4,4
W288,1,Doctor,57,2,2,5,5
W331,1,Doctor,58,5,5,7,-1
W367,1,Doctor,59,2,2,5,5
W171,1,Doctor,60,2,2,10,-1
W98,1,Doctor,61,2,2,4,4
W71,1,Doctor,62,1,1,4,4
W83,1,Doctor,63,1,1,1,1
W124,1,Doctor,64,1,1,1,1
W219,1,Doctor,65,2,2,6,-1
W225,1,Doctor,66,1,1,7,-1
W310,1,Doctor,67,5,5,14,-1
W387,1,Doctor,68,5,5,7,-1
W392,1,Doctor,69,1,1,8,-1
W350,1,Doctor,70,2,2,2,2
W417,1,Doctor,71,1,1,3,3
W493,1,Doctor,72,1,1,2,2
W107,1,Doctor,73,1,1,1,1
W354,1,Doctor,74,1,1,5,5
W223,1,Doctor,75,1,1,1,1
W362,1,Doctor,76,1,1,6,-1
W273,1,Doctor,77,3,3,3,3
W477,1,Doctor,78,1,1,5,5
W429,1,Doctor,79,2,2,6,-1
W50,1,Doctor,80,3,3,11,-1
W87,1,Doctor,81,3,3,12,-1
W123,1,Doctor,82,1,1,1,1
W238,1,Doctor,83,1,1,3,3
W457,1,Doctor,84,4,4,4,4
W333,1,Doctor,85,4,4,4,4
W314,1,Doctor,86,1,1,14,-1
W211,1,Doctor,87,2,2,4,4
W315,1,Doctor,88,0,0,2,2
W317,1,Doctor,89,1,1,1,1
W492,1,Doctor,90,1,1,2,2
W164,1,Doctor,91,1,1,1,1
W306,1,Doctor,92,0,0,6,-1
W234,1,Doctor,93,5,5,14,-1
W353,1,Doctor,94,2,2,6,-1
W405,1,Doctor,95,1,1,1,1
W421,1,Doctor,96,2,2,2,2
W272,1,Doctor,97,1,1,1,1
W132,1,Doctor,98,5,5,20,-1
W183,1,Doctor,99,1,1,2,2
W29,1,Doctor,100,1,1,6,-1
W330,1,Doctor,101,1,1,3,3
W81,1,Doctor,102,2,2,2,2
W159,1,Doctor,103,1,1,7,-1
W480,1,Doctor,104,4,4,13,-1
W106,1,Doctor,105,4,4,4,4
W428,1,Doctor,106,1,1,1,1
W352,1,Doctor,107,3,3,3,3
W257,1,Doctor,108,5,5,5,5
W96,1,Doctor,109,1,1,2,2
W84,1,Doctor,110,1,1,1,1
W38,1,Doctor,111,1,1,1,1
W270,1,Doctor,112,3,3,26,-1
W389,1,Doctor,113,3,3,3,3
W383,1,Doctor,114,1,1,2,2
W279,1,Doctor,115,1,1,1,1
W463,1,Doctor,116,4,4,11,-1
W162,1,Doctor,117,5,5,10,-1
W332,1,Doctor,118,2,2,3,3
W446,1,Doctor,119,1,1,4,4
W242,1,Doctor,120,1,1,1,1
W425,1,Doctor,121,4,4,17,-1
W393,1,Doctor,122,1,1,1,1
W32,1,Doctor,123,1,1,3,3
W422,1,Doctor,124,4,4,4,4
W72,1,Doctor,125,1,1,1,1
W412,1,Doctor,126,1,1,1,1
W157,1,Doctor,127,2,2,7,-1
W371,1,Doctor,128,1,1,1,1
W103,1,Doctor,129,2,2,3,3
W407,1,Doctor,130,3,3,3,3
W76,1,Doctor,131,1,1,2,2
W381,1,Doctor,132,3,3,15,-1
W152,1,Doctor,133,4,4,2,2
W58,1,Doctor,134,4,4,13,-1
W19,1,Doctor,135,1,1,7,-1
W125,1,Doctor,136,1,1,6,-1
W308,1,Doctor,137,1,1,5,5
W262,1,Doctor,138,1,1,5,5
W355,1,Doctor,139,3,3,14,-1
W137,1,Doctor,140,1,1,1,1
W258,1,Doctor,141,4,4,8,-1
W380,1,Doctor,142,2,2,4,4
W399,1,Doctor,143,3,3,6,-1
W172,1,Doctor,144,0,0,12,-1
W312,1,Doctor,145,3,3,4,4
W203,1,Doctor,146,2,2,2,2
W70,1,Doctor,147,1,1,1,1
W90,1,Doctor,148,4,4,15,-1
W447,1,Doctor,149,1,1,2,2
W281,1,Doctor,150,2,2,7,-1
W239,1,Doctor,151,1,1,1,1
W56,1,Doctor,152,3,3,5,5
W440,1,Doctor,153,5,5,7,-1
W153,1,Doctor,154,2,2,8,-1
W341,1,Doctor,155,3,3,8,-1
W384,1,Doctor,156,1,1,14,-1
W233,1,Doctor,157,1,1,4,4
W148,1,Doctor,158,1,1,6,-1
W391,1,Doctor,159,1,1,3,2
W53,1,Doctor,160,1,1,1,1
W136,1,Doctor,161,1,1,15,-1
W420,1,Doctor,162,4,4,15,-1
W473,1,Doctor,163,1,1,22,-1
W295,1,Doctor,164,3,3,3,3
