id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)","GS Match, P (D Proposing)","GS Match, P Prime (D Proposing)"
W375,1,Doctor,1,3,3,234,-1
W155,1,Doctor,2,2,2,183,-1
W396,1,Doctor,3,3,3,144,-1
W425,1,Doctor,4,0,0,80,-1
W403,1,Doctor,5,1,1,220,-1
W180,1,Doctor,6,5,4,73,-1
W133,1,Doctor,7,4,3,282,-1
W357,1,Doctor,8,1,1,366,-1
W90,1,Doctor,9,1,1,163,-1
W86,1,Doctor,10,5,3,429,-1
W368,1,Doctor,11,5,2,73,-1
W128,1,Doctor,12,8,3,118,-1
W236,1,Doctor,13,10,5,293,-1
W460,1,Doctor,14,10,5,148,-1
W297,1,Doctor,15,2,1,380,-1
W311,1,Doctor,16,3,1,68,-1
W489,1,Doctor,17,0,0,281,-1
W93,1,Doctor,18,0,0,9,-1
W244,1,Doctor,19,4,1,28,-1
W25,1,Doctor,20,9,2,149,-1
W386,1,Doctor,21,9,2,129,-1
W51,1,Doctor,22,8,2,348,-1
W410,1,Doctor,23,10,2,401,-1
W289,1,Doctor,24,4,1,173,-1
W89,1,Doctor,25,9,1,134,-1
W239,1,Doctor,26,12,2,15,5
W105,1,Doctor,27,10,1,50,-1
W325,1,Doctor,28,15,2,6,-1
W496,1,Doctor,29,0,0,303,-1
W416,1,Doctor,30,14,2,46,-1
W285,1,Doctor,31,7,1,330,-1
W175,1,Doctor,32,4,1,466,-1
W43,1,Doctor,33,18,3,381,-1
W134,1,Doctor,34,10,1,178,-1
W252,1,Doctor,35,9,1,59,-1
W70,1,Doctor,36,20,3,398,-1
W471,1,Doctor,37,17,1,332,-1
W446,1,Doctor,38,14,1,184,-1
W54,1,Doctor,39,21,2,131,-1
W437,1,Doctor,40,15,3,204,-1
W84,1,Doctor,41,16,1,187,-1
W484,1,Doctor,42,15,3,326,-1
W145,1,Doctor,43,11,2,446,-1
W256,1,Doctor,44,14,2,370,-1
W102,1,Doctor,45,13,1,39,-1
W143,1,Doctor,46,7,1,47,-1
W55,1,Doctor,47,14,1,5,-1
W225,1,Doctor,48,25,5,153,-1
W149,1,Doctor,49,26,2,407,-1
W139,1,Doctor,50,23,4,271,-1
W169,1,Doctor,51,18,1,33,-1
W341,1,Doctor,52,13,1,114,-1
W28,1,Doctor,53,17,1,239,-1
W77,1,Doctor,54,9,1,369,-1
W418,1,Doctor,55,12,1,249,-1
W119,1,Doctor,56,18,2,1,-1
W135,1,Doctor,57,18,1,63,-1
W16,1,Doctor,58,16,1,189,-1
W326,1,Doctor,59,22,4,86,-1
W382,1,Doctor,60,25,4,4,-1
W85,1,Doctor,61,26,3,312,-1
W50,1,Doctor,62,11,1,109,-1
W255,1,Doctor,63,19,1,435,-1
W108,1,Doctor,64,31,2,319,-1
W144,1,Doctor,65,13,1,315,-1
W45,1,Doctor,66,0,0,108,-1
W201,1,Doctor,67,7,1,22,-1
W48,1,Doctor,68,38,3,175,-1
W125,1,Doctor,69,28,2,367,-1
W58,1,Doctor,70,39,3,390,-1
W400,1,Doctor,71,13,1,367,-1
W138,1,Doctor,72,0,0,257,-1
W337,1,Doctor,73,41,3,117,-1
W166,1,Doctor,74,35,5,382,-1
W439,1,Doctor,75,22,1,43,-1
W299,1,Doctor,76,25,1,461,-1
W141,1,Doctor,77,34,2,113,-1
W52,1,Doctor,78,23,2,92,-1
W11,1,Doctor,79,31,2,177,-1
W401,1,Doctor,80,8,1,345,-1
W193,1,Doctor,81,37,2,307,-1
W227,1,Doctor,82,27,2,491,-1
W32,1,Doctor,83,26,1,342,-1
