id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)","GS Match, P (D Proposing)","GS Match, P Prime (D Proposing)"
W188,1,Doctor,1,1,1,1,1
W60,1,Doctor,2,1,1,1,1
W326,1,Doctor,3,1,1,1,1
W277,1,Doctor,4,1,1,1,1
W258,1,Doctor,5,1,1,1,1
W236,1,Doctor,6,1,1,1,1
W374,1,Doctor,7,1,1,1,1
W16,1,Doctor,8,1,1,1,1
W248,1,Doctor,9,1,1,1,1
W281,1,Doctor,10,1,1,1,1
W436,1,Doctor,11,1,1,1,1
W338,1,Doctor,12,1,1,1,1
W402,1,Doctor,13,1,1,1,1
W251,1,Doctor,14,1,1,1,1
W426,1,Doctor,15,1,1,1,1
W34,1,Doctor,16,1,1,1,1
W196,1,Doctor,17,1,1,1,1
W408,1,Doctor,18,1,1,1,1
W67,1,Doctor,19,1,1,1,1
W476,1,Doctor,20,1,1,1,1
W314,1,Doctor,21,2,2,2,2
W470,1,Doctor,22,1,1,1,1
W485,1,Doctor,23,1,1,1,1
W478,1,Doctor,24,1,1,1,1
W345,1,Doctor,25,1,1,1,1
W92,1,Doctor,26,1,1,1,1
W359,1,Doctor,27,1,1,1,1
W113,1,Doctor,28,1,1,1,1
W61,1,Doctor,29,1,1,1,1
W75,1,Doctor,30,2,2,2,2
W273,1,Doctor,31,1,1,1,1
W195,1,Doctor,32,1,1,1,1
W344,1,Doctor,33,1,1,1,1
W328,1,Doctor,34,1,1,1,1
W272,1,Doctor,35,1,1,1,1
W384,1,Doctor,36,1,1,1,1
W43,1,Doctor,37,1,1,1,1
W329,1,Doctor,38,1,1,1,1
W120,1,Doctor,39,2,2,2,2
W252,1,Doctor,40,1,1,1,1
W350,1,Doctor,41,1,1,1,1
W10,1,Doctor,42,1,1,1,1
W237,1,Doctor,43,1,1,1,1
W11,1,Doctor,44,1,1,1,1
W223,1,Doctor,45,1,1,1,1
W239,1,Doctor,46,1,1,1,1
W66,1,Doctor,47,2,2,2,2
W368,1,Doctor,48,1,1,1,1
W269,1,Doctor,49,2,2,2,2
W398,1,Doctor,50,1,1,1,1
W119,1,Doctor,51,1,1,1,1
W5,1,Doctor,52,1,1,1,1
W173,1,Doctor,53,1,1,1,1
W256,1,Doctor,54,2,2,2,2
W72,1,Doctor,55,1,1,1,1
W154,1,Doctor,56,1,1,1,1
W274,1,Doctor,57,1,1,1,1
W242,1,Doctor,58,1,1,1,1
W209,1,Doctor,59,1,1,1,1
W257,1,Doctor,60,2,2,2,2
W378,1,Doctor,61,1,1,1,1
W325,1,Doctor,62,2,2,2,2
W235,1,Doctor,63,3,3,3,3
W49,1,Doctor,64,1,1,1,1
W3,1,Doctor,65,1,1,1,1
W458,1,Doctor,66,1,1,1,1
W311,1,Doctor,67,1,1,1,1
W86,1,Doctor,68,1,1,1,1
W466,1,Doctor,69,1,1,1,1
W103,1,Doctor,70,1,1,1,1
W407,1,Doctor,71,2,2,2,2
W313,1,Doctor,72,1,1,1,1
W77,1,Doctor,73,1,1,1,1
W385,1,Doctor,74,1,1,1,1
W121,1,Doctor,75,1,1,1,1
