id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)","GS Match, P (D Proposing)","GS Match, P Prime (D Proposing)"
W357,1,Doctor,1,1,1,1,1
W134,1,Doctor,2,1,1,1,1
W216,1,Doctor,3,1,1,1,1
W238,1,Doctor,4,1,1,1,1
W12,1,Doctor,5,1,1,1,1
W362,1,Doctor,6,1,1,1,1
W473,1,Doctor,7,1,1,1,1
W211,1,Doctor,8,1,1,1,1
W18,1,Doctor,9,1,1,1,1
W144,1,Doctor,10,1,1,1,1
W2,1,Doctor,11,1,1,1,1
W409,1,Doctor,12,1,1,1,1
W154,1,Doctor,13,1,1,1,1
W264,1,Doctor,14,1,1,1,1
W290,1,Doctor,15,1,1,1,1
W96,1,Doctor,16,1,1,1,1
W98,1,Doctor,17,1,1,1,1
W265,1,Doctor,18,1,1,1,1
W44,1,Doctor,19,1,1,1,1
W22,1,Doctor,20,1,1,1,1
W493,1,Doctor,21,1,1,1,1
W127,1,Doctor,22,2,2,2,2
W244,1,Doctor,23,1,1,1,1
W126,1,Doctor,24,1,1,1,1
W212,1,Doctor,25,1,1,1,1
W31,1,Doctor,26,1,1,1,1
W109,1,Doctor,27,1,1,1,1
W74,1,Doctor,28,1,1,1,1
W444,1,Doctor,29,1,1,1,1
W250,1,Doctor,30,1,1,1,1
W67,1,Doctor,31,1,1,1,1
W336,1,Doctor,32,1,1,1,1
W215,1,Doctor,33,1,1,1,1
W200,1,Doctor,34,1,1,1,1
W132,1,Doctor,35,1,1,1,1
W170,1,Doctor,36,1,1,1,1
W408,1,Doctor,37,1,1,1,1
W258,1,Doctor,38,2,2,2,2
W223,1,Doctor,39,1,1,1,1
W85,1,Doctor,40,1,1,1,1
W293,1,Doctor,41,1,1,1,1
W83,1,Doctor,42,1,1,1,1
W197,1,Doctor,43,1,1,1,1
W156,1,Doctor,44,1,1,1,1
W417,1,Doctor,45,1,1,1,1
W217,1,Doctor,46,1,1,1,1
W81,1,Doctor,47,2,2,2,2
W323,1,Doctor,48,1,1,1,1
W60,1,Doctor,49,1,1,1,1
W483,1,Doctor,50,1,1,1,1
W297,1,Doctor,51,1,1,1,1
