id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W445,1,Doctor,1,H481,1,1,H98,17,6,H481,1,1,H481,1,1,H481,1,1,H481,1,1,0,0,0,0,0,0
W36,1,Doctor,2,H478,4,1,H413,6,2,H133,3,-1,H133,3,-1,H478,4,1,H478,4,1,0,0,0,0,0,0
W496,1,Doctor,3,H49,3,1,H67,5,2,H49,3,1,H49,3,1,H49,3,1,H49,3,1,0,0,0,0,0,0
W194,1,Doctor,4,H104,5,2,H408,9,5,H13,1,1,H13,1,1,H408,9,5,H408,9,5,0,0,0,0,0,0
W186,1,Doctor,5,H16,2,1,H92,3,2,H430,1,-1,H430,1,-1,H16,2,1,H16,2,1,0,0,0,0,0,0
W120,1,Doctor,6,H134,7,2,H134,7,2,H134,7,2,H134,7,2,H134,7,2,H134,7,2,0,0,0,0,0,0
W287,1,Doctor,7,H59,1,1,H160,18,6,H59,1,1,H59,1,1,H160,18,6,H160,18,6,0,0,0,0,0,0
W37,1,Doctor,8,H380,11,3,H287,12,4,H103,1,-1,H103,1,-1,H380,11,3,H380,11,3,0,0,0,0,0,0
W301,1,Doctor,9,H206,2,1,H206,2,1,H206,2,1,H206,2,1,H206,2,1,H206,2,1,0,0,0,0,0,0
W477,1,Doctor,10,H136,6,2,H136,6,2,H305,2,1,H305,2,1,H136,6,2,H136,6,2,0,0,0,0,0,0
W228,1,Doctor,11,H355,3,1,H127,13,6,H355,3,1,H355,3,1,H355,3,1,H355,3,1,0,0,0,0,0,0
W181,1,Doctor,12,H184,8,1,H184,8,1,H184,8,1,H184,8,1,H184,8,1,H184,8,1,1,1,0,0,0,0
W292,1,Doctor,13,H476,5,3,H66,12,4,H177,3,-1,H177,3,-1,H66,12,4,H66,12,4,0,0,0,0,0,0
W289,1,Doctor,14,H158,4,1,H484,6,2,H158,4,1,H158,4,1,H158,4,1,H158,4,1,0,0,0,0,0,0
W76,1,Doctor,15,H152,9,1,H152,9,1,H149,3,-1,H149,3,-1,H152,9,1,H152,9,1,0,0,0,0,0,0
W285,1,Doctor,16,H428,1,1,H428,1,1,H428,1,1,H428,1,1,H428,1,1,H428,1,1,0,0,0,0,0,0
W96,1,Doctor,17,H366,9,2,H366,9,2,H73,4,-1,H73,4,-1,H366,9,2,H366,9,2,0,0,0,0,0,0
W62,1,Doctor,18,H19,2,1,H154,7,3,H19,2,1,H19,2,1,H19,2,1,H19,2,1,0,0,0,0,0,0
W361,1,Doctor,19,H166,3,1,H50,11,3,H166,3,1,H166,3,1,H166,3,1,H166,3,1,0,0,0,0,0,0
W115,1,Doctor,20,H300,5,1,H399,12,4,H300,5,1,H300,5,1,H300,5,1,H300,5,1,1,1,0,0,0,0
W372,1,Doctor,21,H344,8,2,H344,8,2,H344,8,2,H344,8,2,H344,8,2,H344,8,2,0,0,0,0,0,0
W202,1,Doctor,22,H268,2,1,H268,2,1,H268,2,1,H268,2,1,H268,2,1,H268,2,1,0,0,0,0,0,0
W339,1,Doctor,23,H50,7,2,H418,14,4,H82,6,1,H82,6,1,H50,7,2,H50,7,2,0,0,0,0,0,0
W270,1,Doctor,24,H319,8,4,H495,17,5,H150,3,1,H150,3,1,H319,8,4,H319,8,4,0,0,0,0,0,0
W239,1,Doctor,25,H436,6,2,H436,6,2,H353,5,-1,H353,5,-1,H436,6,2,H436,6,2,0,0,0,0,0,0
W367,1,Doctor,26,H222,13,3,H462,17,7,H244,4,-1,H244,4,-1,H222,13,3,H222,13,3,0,0,0,0,0,0
W356,1,Doctor,27,H44,1,1,H54,18,4,H44,1,1,H44,1,1,H44,1,1,H44,1,1,0,0,0,0,0,0
W355,1,Doctor,28,H114,6,4,H371,12,6,H391,1,1,H391,1,1,H114,6,4,H114,6,4,0,0,0,0,0,0
W298,1,Doctor,29,H100,3,1,H100,3,1,H100,3,1,H100,3,1,H100,3,1,H100,3,1,0,0,0,0,0,0
W337,1,Doctor,30,H439,1,1,H439,1,1,H439,1,1,H439,1,1,H439,1,1,H439,1,1,0,0,0,0,0,0
W475,1,Doctor,31,H151,24,5,H62,63,-1,H497,8,-1,H497,8,-1,H374,40,9,H374,40,9,0,0,0,0,0,0
W379,1,Doctor,32,H437,1,1,H162,4,4,H437,1,1,H437,1,1,H437,1,1,H437,1,1,0,0,0,0,0,0
W236,1,Doctor,33,H129,1,1,H452,10,6,H129,1,1,H129,1,1,H129,1,1,H129,1,1,0,0,0,0,0,0
W208,1,Doctor,34,H40,15,3,H296,37,8,Unmatched,0,0,Unmatched,0,0,H40,15,3,H40,15,3,0,0,233,233,0,0
W168,1,Doctor,35,H418,11,2,H329,12,3,H68,4,1,H68,4,1,H418,11,2,H418,11,2,0,0,0,0,0,0
W243,1,Doctor,36,H234,2,1,H234,2,1,H234,2,1,H234,2,1,H234,2,1,H234,2,1,0,0,0,0,0,0
W345,1,Doctor,37,H10,1,1,H25,7,3,H10,1,1,H10,1,1,H10,1,1,H10,1,1,0,0,0,0,0,0
W280,1,Doctor,38,H127,2,1,H363,19,7,H410,1,-1,H410,1,-1,H127,2,1,H127,2,1,0,0,0,0,0,0
W329,1,Doctor,39,H154,3,1,H91,10,5,H154,3,1,H154,3,1,H154,3,1,H154,3,1,0,0,0,0,0,0
W257,1,Doctor,40,H122,5,1,H122,5,1,H122,5,1,H122,5,1,H122,5,1,H122,5,1,0,0,0,0,0,0
W22,1,Doctor,41,H420,6,3,H420,6,3,H143,1,1,H143,1,1,H420,6,3,H420,6,3,0,0,0,0,0,0
W408,1,Doctor,42,H372,6,3,H281,17,7,H18,1,1,H18,1,1,H372,6,3,H372,6,3,0,0,0,0,0,0
W481,1,Doctor,43,H216,15,5,H216,15,5,H423,4,1,H423,4,1,H216,15,5,H216,15,5,0,0,0,0,0,0
W487,1,Doctor,44,H92,2,1,H407,10,3,H92,2,1,H92,2,1,H92,2,1,H92,2,1,0,0,0,0,0,0
W206,1,Doctor,45,H97,4,2,H493,34,-1,H97,4,2,H97,4,2,H97,4,2,H97,4,2,0,0,0,0,0,0
W438,1,Doctor,46,H224,5,2,H48,8,4,H212,3,1,H212,3,1,H224,5,2,H224,5,2,0,0,0,0,0,0
W293,1,Doctor,47,H17,2,1,H17,2,1,H412,1,-1,H412,1,-1,H17,2,1,H17,2,1,0,0,0,0,0,0
W47,1,Doctor,48,H200,6,3,H497,88,-1,H325,3,-1,H325,3,-1,H200,6,3,H200,6,3,0,0,0,0,0,0
W191,1,Doctor,49,H326,7,2,H326,7,2,H388,2,1,H388,2,1,H326,7,2,H326,7,2,0,0,0,0,0,0
W19,1,Doctor,50,H498,11,3,H498,11,3,H205,10,2,H205,10,2,H498,11,3,H498,11,3,0,0,0,0,0,0
W13,1,Doctor,51,H456,24,3,H138,37,5,H125,2,1,H125,2,1,H456,24,3,H456,24,3,1,1,0,0,0,0
W252,1,Doctor,52,H62,24,10,H323,40,-1,H210,1,-1,H210,1,-1,H62,24,10,H62,24,10,1,1,0,0,0,0
W20,1,Doctor,53,H107,9,2,H32,11,3,H107,9,2,H107,9,2,H107,9,2,H107,9,2,0,0,0,0,0,0
W223,1,Doctor,54,H199,10,1,H244,20,5,H199,10,1,H199,10,1,H244,20,5,H244,20,5,0,0,0,0,0,0
W398,1,Doctor,55,H3,4,2,H3,4,2,H368,3,-1,H368,3,-1,H3,4,2,H3,4,2,0,0,0,0,0,0
W131,1,Doctor,56,H455,4,2,H455,4,2,H35,2,1,H35,2,1,H455,4,2,H455,4,2,0,0,0,0,0,0
W433,1,Doctor,57,H432,4,1,H432,4,1,H432,4,1,H432,4,1,H432,4,1,H432,4,1,0,0,0,0,0,0
W217,1,Doctor,58,H479,3,1,H260,5,2,H479,3,1,H479,3,1,H260,5,2,H260,5,2,0,0,0,0,0,0
W60,1,Doctor,59,H499,1,1,H214,3,2,H499,1,1,H499,1,1,H499,1,1,H499,1,1,0,0,0,0,0,0
W411,1,Doctor,60,H400,13,5,H400,13,5,H50,1,-1,H50,1,-1,H400,13,5,H400,13,5,0,0,0,0,0,0
W50,1,Doctor,61,H130,5,2,H150,10,4,H365,1,1,H365,1,1,H150,10,4,H150,10,4,0,0,0,0,0,0
W73,1,Doctor,62,H404,2,1,H318,13,6,H404,2,1,H404,2,1,H404,2,1,H404,2,1,0,0,0,0,0,0
W250,1,Doctor,63,H308,10,4,H308,10,4,H413,2,1,H413,2,1,H308,10,4,H308,10,4,0,0,0,0,0,0
W182,1,Doctor,64,H369,1,1,H369,1,1,H369,1,1,H369,1,1,H369,1,1,H369,1,1,0,0,0,0,0,0
W439,1,Doctor,65,H370,10,4,H201,25,8,H127,5,1,H127,5,1,H370,10,4,H370,10,4,1,1,0,0,0,0
W450,1,Doctor,66,H426,8,2,H286,29,6,H436,7,1,H436,7,1,H209,19,5,H209,19,5,1,1,0,0,0,0
W424,1,Doctor,67,H271,14,3,H90,19,4,H332,7,2,H332,7,2,H271,14,3,H271,14,3,0,0,0,0,0,0
W409,1,Doctor,68,H255,1,1,H479,10,6,H255,1,1,H255,1,1,H479,10,6,H479,10,6,0,0,0,0,0,0
W483,1,Doctor,69,H80,1,1,H80,1,1,H80,1,1,H80,1,1,H80,1,1,H80,1,1,0,0,0,0,0,0
W321,1,Doctor,70,H488,7,2,H465,23,5,H424,3,1,H424,3,1,H488,7,2,H488,7,2,0,0,0,0,0,0
W244,1,Doctor,71,H371,9,1,H397,31,5,H402,1,-1,H402,1,-1,H371,9,1,H371,9,1,0,0,0,0,0,0
W52,1,Doctor,72,H282,6,1,H282,6,1,H282,6,1,H282,6,1,H282,6,1,H282,6,1,0,0,0,0,0,0
W161,1,Doctor,73,H33,6,2,H33,6,2,H108,5,-1,H108,5,-1,H33,6,2,H33,6,2,0,0,0,0,0,0
W480,1,Doctor,74,H475,14,2,H469,19,4,H161,3,-1,H161,3,-1,H475,14,2,H475,14,2,0,0,0,0,0,0
W46,1,Doctor,75,H341,2,1,H167,7,3,H376,1,-1,H376,1,-1,H341,2,1,H341,2,1,0,0,0,0,0,0
W151,1,Doctor,76,H168,16,5,H357,53,-1,H112,1,1,H112,1,1,H168,16,5,H168,16,5,0,0,0,0,0,0
W118,1,Doctor,77,H296,7,1,H319,89,-1,H296,7,1,H296,7,1,H296,7,1,H296,7,1,0,0,0,0,0,0
W70,1,Doctor,78,H101,3,2,H474,38,9,H37,2,1,H37,2,1,H101,3,2,H101,3,2,0,0,0,0,0,0
W392,1,Doctor,79,H265,20,3,H238,22,4,H283,1,-1,H283,1,-1,H238,22,4,H238,22,4,0,0,0,0,0,0
W350,1,Doctor,80,H440,14,3,H440,14,3,H279,1,1,H279,1,1,H440,14,3,H440,14,3,0,0,0,0,0,0
W460,1,Doctor,81,H393,5,2,H421,15,5,H392,2,-1,H392,2,-1,H393,5,2,H393,5,2,0,0,0,0,0,0
W43,1,Doctor,82,H337,2,2,H337,2,2,H337,2,2,H337,2,2,H337,2,2,H337,2,2,0,0,0,0,0,0
W393,1,Doctor,83,H197,11,3,H377,19,6,H21,2,-1,H21,2,-1,H197,11,3,H197,11,3,0,0,0,0,0,0
W358,1,Doctor,84,H28,3,1,H28,3,1,H463,1,-1,H463,1,-1,H28,3,1,H28,3,1,0,0,0,0,0,0
W357,1,Doctor,85,H7,4,1,H7,4,1,H7,4,1,H7,4,1,H7,4,1,H7,4,1,0,0,0,0,0,0
W92,1,Doctor,86,H405,3,2,H271,9,4,H222,1,1,H222,1,1,H405,3,2,H405,3,2,0,0,0,0,0,0
W134,1,Doctor,87,H25,3,2,H272,84,-1,H25,3,2,H25,3,2,H25,3,2,H25,3,2,0,0,0,0,0,0
W87,1,Doctor,88,H8,5,2,H430,20,4,H387,3,-1,H387,3,-1,H8,5,2,H8,5,2,0,0,0,0,0,0
W388,1,Doctor,89,H90,9,3,H309,24,7,H32,4,1,H32,4,1,H484,10,4,H484,10,4,0,0,0,0,0,0
W478,1,Doctor,90,H201,3,1,H112,42,8,H201,3,1,H201,3,1,H201,3,1,H201,3,1,0,0,0,0,0,0
W387,1,Doctor,91,H334,13,1,H334,13,1,H47,3,-1,H47,3,-1,H334,13,1,H334,13,1,0,0,0,0,0,0
W162,1,Doctor,92,H162,5,3,H102,29,9,H159,2,2,H159,2,2,H162,5,3,H162,5,3,0,0,0,0,0,0
W327,1,Doctor,93,H321,2,1,H419,5,2,H321,2,1,H321,2,1,H321,2,1,H321,2,1,0,0,0,0,0,0
W377,1,Doctor,94,H454,8,-1,H396,11,2,H454,8,-1,H454,8,-1,H396,11,2,H396,11,2,1,1,0,0,0,0
W278,1,Doctor,95,H258,1,1,H258,1,1,H258,1,1,H258,1,1,H258,1,1,H258,1,1,0,0,0,0,0,0
W29,1,Doctor,96,H250,23,5,H274,26,6,H466,2,-1,H466,2,-1,H250,23,5,H250,23,5,0,0,0,0,0,0
W486,1,Doctor,97,H41,3,1,H259,9,4,H41,3,1,H41,3,1,H41,3,1,H41,3,1,0,0,0,0,0,0
W330,1,Doctor,98,H477,10,5,H299,70,-1,H34,6,3,H34,6,3,H477,10,5,H477,10,5,0,0,0,0,0,0
W277,1,Doctor,99,H381,12,-1,H480,70,-1,H488,3,-1,H488,3,-1,H299,20,4,H23,44,9,1,1,0,0,0,0
W193,1,Doctor,100,H241,29,5,H78,45,-1,H299,1,-1,H299,1,-1,H241,29,5,H241,29,5,1,1,0,0,0,0
W436,1,Doctor,101,H193,10,1,H193,10,1,H193,10,1,H193,10,1,H193,10,1,H193,10,1,0,0,0,0,0,0
W114,1,Doctor,102,H75,4,1,H75,4,1,H308,1,-1,H308,1,-1,H75,4,1,H75,4,1,0,0,0,0,0,0
W104,1,Doctor,103,H310,6,1,H310,6,1,H74,2,-1,H74,2,-1,H310,6,1,H310,6,1,0,0,0,0,0,0
W326,1,Doctor,104,H190,8,2,H213,9,3,H478,2,-1,H478,2,-1,H190,8,2,H213,9,3,1,1,0,0,0,0
W126,1,Doctor,105,H60,7,1,H119,30,6,H191,2,-1,H191,2,-1,H60,7,1,H60,7,1,0,0,0,0,0,0
W406,1,Doctor,106,H68,18,4,H68,18,4,Unmatched,0,0,Unmatched,0,0,H68,18,4,H68,18,4,0,0,216,216,0,0
W413,1,Doctor,107,H38,11,3,H388,20,5,H105,3,-1,H105,3,-1,H38,11,3,H38,11,3,0,0,0,0,0,0
W314,1,Doctor,108,H414,6,2,H414,6,2,H110,4,-1,H110,4,-1,H414,6,2,H414,6,2,1,1,0,0,0,0
W251,1,Doctor,109,H124,35,6,H124,35,6,H27,4,-1,H27,4,-1,H124,35,6,H124,35,6,0,0,0,0,0,0
W41,1,Doctor,110,H450,25,6,H208,50,-1,H265,1,1,H265,1,1,H450,25,6,H450,25,6,0,0,0,0,0,0
W74,1,Doctor,111,H390,2,1,H390,2,1,H390,2,1,H390,2,1,H390,2,1,H390,2,1,0,0,0,0,0,0
W338,1,Doctor,112,H484,4,1,H232,7,3,H484,4,1,H484,4,1,H444,6,2,H444,6,2,1,1,0,0,0,0
W417,1,Doctor,113,H374,10,4,H470,23,7,H224,1,-1,H224,1,-1,H470,23,7,H470,23,7,0,0,0,0,0,0
W8,1,Doctor,114,H340,5,3,H476,23,6,H262,3,1,H262,3,1,H476,23,6,H476,23,6,1,1,0,0,0,0
W171,1,Doctor,115,H5,16,4,H125,22,6,H291,4,-1,H291,4,-1,H5,16,4,H5,16,4,1,1,0,0,0,0
W404,1,Doctor,116,H356,2,1,H356,2,1,H356,2,1,H356,2,1,H356,2,1,H356,2,1,0,0,0,0,0,0
W79,1,Doctor,117,H343,7,3,H343,7,3,H227,3,1,H227,3,1,H343,7,3,H343,7,3,0,0,0,0,0,0
W159,1,Doctor,118,H178,1,1,H178,1,1,H178,1,1,H178,1,1,H178,1,1,H178,1,1,0,0,0,0,0,0
W412,1,Doctor,119,H353,6,4,H83,12,5,H427,1,1,H427,1,1,H353,6,4,H353,6,4,0,0,0,0,0,0
W299,1,Doctor,120,H364,18,1,H364,18,1,H172,9,-1,H172,9,-1,H364,18,1,H364,18,1,0,0,0,0,0,0
W7,1,Doctor,121,H188,9,2,H117,41,8,H188,9,2,H188,9,2,H188,9,2,H188,9,2,0,0,0,0,0,0
W128,1,Doctor,122,H349,1,1,H312,17,6,H349,1,1,H349,1,1,H349,1,1,H349,1,1,0,0,0,0,0,0
W57,1,Doctor,123,H472,4,2,H472,4,2,H90,1,1,H90,1,1,H472,4,2,H472,4,2,0,0,0,0,0,0
W341,1,Doctor,124,H256,10,1,H256,10,1,H230,3,-1,H230,3,-1,H256,10,1,H256,10,1,0,0,0,0,0,0
W291,1,Doctor,125,H163,9,2,H163,9,2,H330,1,-1,H330,1,-1,H163,9,2,H163,9,2,0,0,0,0,0,0
W297,1,Doctor,126,H262,10,2,H262,10,2,H28,4,1,H28,4,1,H262,10,2,H262,10,2,1,1,0,0,0,0
W170,1,Doctor,127,H53,11,1,H186,12,2,H406,5,-1,H406,5,-1,H53,11,1,H53,11,1,0,0,0,0,0,0
W303,1,Doctor,128,H291,10,3,H291,10,3,H343,3,1,H343,3,1,H291,10,3,H291,10,3,0,0,0,0,0,0
