id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W472,1,Doctor,1,H392,4,3,H392,4,3,H392,4,3,H392,4,3,H392,4,3,H392,4,3,0,0,0,0,0,0
W246,1,Doctor,2,H132,6,2,H132,6,2,H132,6,2,H132,6,2,H132,6,2,H132,6,2,0,0,0,0,0,0
W91,1,Doctor,3,H363,19,5,H363,19,5,Unmatched,0,0,Unmatched,0,0,H363,19,5,H363,19,5,0,0,490,490,0,0
W203,1,Doctor,4,H457,22,4,H457,22,4,Unmatched,0,0,Unmatched,0,0,H457,22,4,H457,22,4,0,0,489,489,0,0
W373,1,Doctor,5,H238,8,2,H238,8,2,H238,8,2,H238,8,2,H238,8,2,H238,8,2,0,0,0,0,0,0
W212,1,Doctor,6,H116,6,2,H116,6,2,H116,6,2,H116,6,2,H116,6,2,H116,6,2,0,0,0,0,0,0
W485,1,Doctor,7,H434,27,8,H434,27,8,Unmatched,0,0,Unmatched,0,0,H434,27,8,H434,27,8,0,0,489,489,0,0
W33,1,Doctor,8,H405,12,2,H405,12,2,Unmatched,0,0,Unmatched,0,0,H405,12,2,H405,12,2,0,0,489,489,0,0
W283,1,Doctor,9,H448,2,1,H448,2,1,H448,2,1,H448,2,1,H448,2,1,H448,2,1,0,0,0,0,0,0
W171,1,Doctor,10,H50,25,7,H50,25,7,H100,10,-1,H100,10,-1,H50,25,7,H50,25,7,0,0,0,0,0,0
W393,1,Doctor,11,H487,28,9,H487,28,9,H405,10,-1,H405,10,-1,H487,28,9,H487,28,9,0,0,0,0,0,0
W125,1,Doctor,12,H158,17,2,H158,17,2,Unmatched,0,0,Unmatched,0,0,H158,17,2,H158,17,2,0,0,487,487,0,0
W284,1,Doctor,13,H251,23,5,H251,23,5,Unmatched,0,0,Unmatched,0,0,H251,23,5,H251,23,5,0,0,487,487,0,0
W103,1,Doctor,14,H92,10,1,H92,10,1,H92,10,1,H92,10,1,H92,10,1,H92,10,1,0,0,0,0,0,0
W302,1,Doctor,15,H312,35,10,H312,35,10,Unmatched,0,0,Unmatched,0,0,H312,35,10,H312,35,10,0,0,489,489,0,0
W404,1,Doctor,16,H129,88,-1,H129,88,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,201,201,488,488,0,0
W448,1,Doctor,17,H94,42,8,H94,42,8,Unmatched,0,0,Unmatched,0,0,H94,42,8,H94,42,8,0,0,488,488,0,0
W261,1,Doctor,18,H339,69,-1,H339,69,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,200,200,489,489,0,0
W447,1,Doctor,19,H396,83,10,H396,83,10,Unmatched,0,0,Unmatched,0,0,H396,83,10,H396,83,10,0,0,488,488,0,0
W471,1,Doctor,20,H226,32,7,H226,32,7,Unmatched,0,0,Unmatched,0,0,H226,32,7,H226,32,7,0,0,489,489,0,0
W177,1,Doctor,21,H354,80,-1,H354,80,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,188,188,489,489,0,0
W190,1,Doctor,22,H340,52,-1,H340,52,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,187,187,488,488,0,0
W470,1,Doctor,23,H131,30,5,H131,30,5,Unmatched,0,0,Unmatched,0,0,H131,30,5,H131,30,5,0,0,487,487,0,0
W289,1,Doctor,24,H418,29,4,H418,29,4,Unmatched,0,0,Unmatched,0,0,H418,29,4,H418,29,4,0,0,487,487,0,0
W296,1,Doctor,25,H351,3,1,H351,3,1,H351,3,1,H351,3,1,H351,3,1,H351,3,1,0,0,0,0,0,0
W68,1,Doctor,26,H461,20,2,H461,20,2,Unmatched,0,0,Unmatched,0,0,H461,20,2,H461,20,2,0,0,487,487,0,0
W386,1,Doctor,27,H428,74,10,H428,74,10,Unmatched,0,0,Unmatched,0,0,H428,74,10,H428,74,10,0,0,488,488,0,0
W53,1,Doctor,28,H320,30,3,H320,30,3,Unmatched,0,0,Unmatched,0,0,H320,30,3,H320,30,3,0,0,487,487,0,0
W236,1,Doctor,29,H287,15,1,H287,15,1,Unmatched,0,0,Unmatched,0,0,H287,15,1,H287,15,1,0,0,487,487,0,0
W375,1,Doctor,30,H115,39,3,H115,39,3,Unmatched,0,0,Unmatched,0,0,H115,39,3,H115,39,3,0,0,488,488,0,0
W174,1,Doctor,31,H172,44,7,H172,44,7,Unmatched,0,0,Unmatched,0,0,H172,44,7,H172,44,7,0,0,488,488,0,0
W195,1,Doctor,32,H342,23,4,H342,23,4,Unmatched,0,0,Unmatched,0,0,H342,23,4,H342,23,4,0,0,488,488,0,0
W224,1,Doctor,33,H394,75,8,H394,75,8,Unmatched,0,0,Unmatched,0,0,H394,75,8,H394,75,8,0,0,488,488,0,0
W225,1,Doctor,34,H453,69,9,H453,69,9,Unmatched,0,0,Unmatched,0,0,H453,69,9,H453,69,9,0,0,488,488,0,0
W58,1,Doctor,35,H447,67,6,H447,67,6,Unmatched,0,0,Unmatched,0,0,H447,67,6,H447,67,6,0,0,487,487,0,0
W425,1,Doctor,36,H194,32,2,H194,32,2,Unmatched,0,0,Unmatched,0,0,H194,32,2,H194,32,2,0,0,487,487,0,0
W35,1,Doctor,37,H100,11,1,H100,11,1,Unmatched,0,0,Unmatched,0,0,H100,11,1,H100,11,1,0,0,489,489,0,0
W92,1,Doctor,38,H135,1,1,H135,1,1,H135,1,1,H135,1,1,H135,1,1,H135,1,1,0,0,0,0,0,0
W338,1,Doctor,39,H468,11,3,H468,11,3,Unmatched,0,0,Unmatched,0,0,H468,11,3,H468,11,3,0,0,489,489,0,0
W52,1,Doctor,40,H156,55,4,H156,55,4,Unmatched,0,0,Unmatched,0,0,H156,55,4,H156,55,4,0,0,488,488,0,0
W73,1,Doctor,41,H159,132,-1,H159,132,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,147,147,488,488,0,0
W400,1,Doctor,42,H334,64,8,H334,64,8,Unmatched,0,0,Unmatched,0,0,H334,64,8,H334,64,8,0,0,487,487,0,0
W7,1,Doctor,43,H306,61,3,H306,61,3,Unmatched,0,0,Unmatched,0,0,H306,61,3,H306,61,3,0,0,487,487,0,0
W98,1,Doctor,44,H327,16,2,H327,16,2,Unmatched,0,0,Unmatched,0,0,H327,16,2,H327,16,2,0,0,488,488,0,0
W254,1,Doctor,45,H214,59,5,H214,59,5,Unmatched,0,0,Unmatched,0,0,H214,59,5,H214,59,5,0,0,488,488,0,0
W439,1,Doctor,46,H435,32,2,H435,32,2,Unmatched,0,0,Unmatched,0,0,H435,32,2,H435,32,2,0,0,488,488,0,0
W21,1,Doctor,47,H60,6,1,H60,6,1,H60,6,1,H60,6,1,H60,6,1,H60,6,1,0,0,0,0,0,0
W235,1,Doctor,48,H242,60,7,H242,60,7,Unmatched,0,0,Unmatched,0,0,H242,60,7,H242,60,7,0,0,489,489,0,0
