id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W254,1,Doctor,1,H16,1,1,H16,1,1,H16,1,1,H16,1,1,H51,4,4,H51,4,4,0,0,0,0,0,0
W398,1,Doctor,2,H462,2,2,H462,2,2,H176,1,1,H176,1,1,H462,2,2,H462,2,2,0,0,0,0,0,0
W425,1,Doctor,3,H407,1,1,H407,1,1,H407,1,1,H407,1,1,H407,1,1,H407,1,1,0,0,0,0,0,0
W279,1,Doctor,4,H465,1,1,H195,2,2,H465,1,1,H465,1,1,H465,1,1,H465,1,1,0,0,0,0,0,0
W179,1,Doctor,5,H3,3,3,H3,3,3,H3,3,3,H3,3,3,H3,3,3,H3,3,3,0,0,0,0,0,0
W111,1,Doctor,6,H249,1,1,H249,1,1,H249,1,1,H249,1,1,H249,1,1,H249,1,1,0,0,0,0,0,0
W183,1,Doctor,7,H62,1,1,H62,1,1,H62,1,1,H62,1,1,H62,1,1,H62,1,1,0,0,0,0,0,0
W445,1,Doctor,8,H216,1,1,H216,1,1,H216,1,1,H216,1,1,H216,1,1,H216,1,1,0,0,0,0,0,0
W349,1,Doctor,9,H154,3,3,H154,3,3,H220,1,1,H220,1,1,H154,3,3,H154,3,3,0,0,0,0,0,0
W417,1,Doctor,10,H331,2,2,H331,2,2,H331,2,2,H331,2,2,H331,2,2,H331,2,2,0,0,0,0,0,0
W249,1,Doctor,11,H51,1,1,H51,1,1,H51,1,1,H51,1,1,H236,2,2,H236,2,2,0,0,0,0,0,0
W394,1,Doctor,12,H131,3,1,H131,3,1,H131,3,1,H131,3,1,H131,3,1,H131,3,1,0,0,0,0,0,0
W239,1,Doctor,13,H164,1,1,H164,1,1,H164,1,1,H164,1,1,H164,1,1,H164,1,1,0,0,0,0,0,0
W373,1,Doctor,14,H208,1,1,H208,1,1,H208,1,1,H208,1,1,H208,1,1,H208,1,1,0,0,0,0,0,0
W167,1,Doctor,15,H479,4,3,H479,4,3,H479,4,3,H479,4,3,H479,4,3,H479,4,3,0,0,0,0,0,0
W223,1,Doctor,16,H125,5,3,H125,5,3,H209,4,2,H209,4,2,H125,5,3,H125,5,3,1,1,0,0,0,0
W113,1,Doctor,17,H276,2,1,H276,2,1,H276,2,1,H276,2,1,H276,2,1,H276,2,1,0,0,0,0,0,0
W434,1,Doctor,18,H113,1,1,H113,1,1,H113,1,1,H113,1,1,H113,1,1,H113,1,1,0,0,0,0,0,0
W220,1,Doctor,19,H333,4,3,H333,4,3,H333,4,3,H333,4,3,H333,4,3,H333,4,3,0,0,0,0,0,0
W371,1,Doctor,20,H45,3,2,H45,3,2,H45,3,2,H45,3,2,H45,3,2,H45,3,2,0,0,0,0,0,0
W297,1,Doctor,21,H107,1,1,H107,1,1,H107,1,1,H107,1,1,H107,1,1,H107,1,1,0,0,0,0,0,0
W115,1,Doctor,22,H284,1,1,H284,1,1,H284,1,1,H284,1,1,H284,1,1,H284,1,1,0,0,0,0,0,0
W280,1,Doctor,23,H338,1,1,H338,1,1,H338,1,1,H338,1,1,H338,1,1,H338,1,1,0,0,0,0,0,0
W387,1,Doctor,24,H352,1,1,H352,1,1,H352,1,1,H352,1,1,H352,1,1,H352,1,1,0,0,0,0,0,0
W22,1,Doctor,25,H351,1,1,H351,1,1,H351,1,1,H351,1,1,H351,1,1,H351,1,1,0,0,0,0,0,0
W493,1,Doctor,26,H213,3,2,H213,3,2,H213,3,2,H213,3,2,H213,3,2,H213,3,2,0,0,0,0,0,0
