id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W457,1,Doctor,1,H56,3,1,H56,3,1,H431,2,-1,H431,2,-1,H56,3,1,H56,3,1,0,0,0,0,0,0
W98,1,Doctor,2,H325,2,1,H391,98,-1,H325,2,1,H325,2,1,H325,2,1,H325,2,1,0,0,0,0,0,0
W194,1,Doctor,3,H396,13,7,H341,144,-1,H340,1,1,H340,1,1,H475,4,2,H475,4,2,0,0,0,0,0,0
W242,1,Doctor,4,H176,7,2,H216,35,-1,H386,4,-1,H176,7,2,H176,7,2,H176,7,2,0,0,0,0,0,0
W35,1,Doctor,5,H88,3,2,H143,85,-1,H73,1,1,H73,1,1,H88,3,2,H88,3,2,0,0,0,0,0,0
W280,1,Doctor,6,H255,27,8,H261,37,-1,H313,7,2,H313,7,2,H255,27,8,H255,27,8,0,0,0,0,0,0
W174,1,Doctor,7,H49,6,2,H355,72,-1,H214,1,1,H214,1,1,H49,6,2,H49,6,2,0,0,0,0,0,0
W432,1,Doctor,8,H175,10,2,H477,62,-1,H6,1,-1,H6,1,-1,H175,10,2,H175,10,2,1,1,0,0,0,0
W116,1,Doctor,9,H191,8,-1,H311,45,-1,H191,8,-1,H191,8,-1,H159,11,4,H159,11,4,1,1,0,0,0,0
W470,1,Doctor,10,H459,1,1,H430,7,3,H459,1,1,H459,1,1,H127,4,2,H127,4,2,0,0,0,0,0,0
W433,1,Doctor,11,H304,1,1,H446,85,-1,H304,1,1,H304,1,1,H304,1,1,H304,1,1,0,0,0,0,0,0
W22,1,Doctor,12,H96,5,4,H96,5,4,H91,1,1,H91,1,1,H96,5,4,H96,5,4,0,0,0,0,0,0
W252,1,Doctor,13,H4,15,7,H12,18,8,H432,3,2,H432,3,2,H4,15,7,H4,15,7,0,0,0,0,0,0
W108,1,Doctor,14,H385,4,2,H410,103,-1,H177,2,1,H177,2,1,H385,4,2,H385,4,2,0,0,0,0,0,0
W59,1,Doctor,15,H286,7,3,H445,19,7,H175,2,1,H175,2,1,H286,7,3,H286,7,3,0,0,0,0,0,0
W106,1,Doctor,16,H202,3,2,H411,56,-1,H40,2,1,H40,2,1,H202,3,2,H202,3,2,0,0,0,0,0,0
W178,1,Doctor,17,H131,2,2,H340,7,3,H131,2,2,H131,2,2,H131,2,2,H131,2,2,0,0,0,0,0,0
W126,1,Doctor,18,H280,5,3,H427,234,-1,H280,5,3,H280,5,3,H280,5,3,H280,5,3,0,0,0,0,0,0
W14,1,Doctor,19,H499,9,1,H326,89,-1,H499,9,1,H499,9,1,H499,9,1,H499,9,1,1,1,0,0,0,0
W339,1,Doctor,20,H420,9,3,H299,67,-1,H443,3,-1,H443,3,-1,H420,9,3,H420,9,3,0,0,0,0,0,0
W472,1,Doctor,21,H22,20,7,H55,21,8,H445,8,-1,H445,8,-1,H22,20,7,H22,20,7,1,1,0,0,0,0
W57,1,Doctor,22,H465,10,4,H319,41,-1,H465,10,4,H465,10,4,H465,10,4,H465,10,4,0,0,0,0,0,0
W455,1,Doctor,23,H398,21,7,H337,47,-1,H134,3,-1,H134,3,-1,H398,21,7,H398,21,7,0,0,0,0,0,0
W400,1,Doctor,24,H37,14,5,H364,75,-1,Unmatched,0,0,Unmatched,0,0,H37,14,5,H37,14,5,0,0,158,163,0,0
W51,1,Doctor,25,H192,8,4,H59,24,-1,H200,2,1,H200,2,1,H378,12,5,H378,12,5,0,0,0,0,0,0
W214,1,Doctor,26,H349,25,9,H435,49,-1,H223,1,-1,H223,1,-1,H349,25,9,H349,25,9,1,1,0,0,0,0
W68,1,Doctor,27,H46,14,5,H46,14,5,H174,9,2,H174,9,2,H46,14,5,H46,14,5,0,0,0,0,0,0
W372,1,Doctor,28,H82,1,1,H354,173,-1,H82,1,1,H82,1,1,H82,1,1,H82,1,1,0,0,0,0,0,0
