id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W385,1,Doctor,1,H162,1,1,H162,1,1,H162,1,1,H162,1,1,H162,1,1,H162,1,1,0,0,0,0,0,0
W437,1,Doctor,2,H309,2,2,H309,2,2,H309,2,2,H309,2,2,H309,2,2,H309,2,2,0,0,0,0,0,0
W323,1,Doctor,3,H436,1,1,H436,1,1,H436,1,1,H436,1,1,H436,1,1,H436,1,1,0,0,0,0,0,0
W435,1,Doctor,4,H27,4,4,H27,4,4,H27,4,4,H27,4,4,H27,4,4,H27,4,4,0,0,0,0,0,0
W55,1,Doctor,5,H488,6,4,H488,6,4,Unmatched,0,0,Unmatched,0,0,H488,6,4,H488,6,4,0,0,495,495,0,0
W364,1,Doctor,6,H471,5,1,H471,5,1,H471,5,1,H471,5,1,H471,5,1,H471,5,1,0,0,0,0,0,0
W303,1,Doctor,7,H101,6,2,H101,6,2,Unmatched,0,0,Unmatched,0,0,H101,6,2,H101,6,2,0,0,495,495,0,0
W158,1,Doctor,8,H156,6,2,H156,6,2,Unmatched,0,0,Unmatched,0,0,H156,6,2,H156,6,2,0,0,495,495,0,0
W278,1,Doctor,9,H45,12,5,H45,12,5,Unmatched,0,0,Unmatched,0,0,H45,12,5,H45,12,5,0,0,495,495,0,0
W89,1,Doctor,10,H64,8,1,H64,8,1,Unmatched,0,0,Unmatched,0,0,H64,8,1,H64,8,1,0,0,495,495,0,0
W515,1,Doctor,11,H117,10,2,H117,10,2,H156,5,-1,H156,5,-1,H117,10,2,H117,10,2,0,0,0,0,0,0
W519,1,Doctor,12,H292,8,2,H292,8,2,Unmatched,0,0,Unmatched,0,0,H292,8,2,H292,8,2,0,0,495,495,0,0
W214,1,Doctor,13,H229,6,1,H229,6,1,Unmatched,0,0,Unmatched,0,0,H229,6,1,H229,6,1,0,0,495,495,0,0
W215,1,Doctor,14,H359,14,3,H359,14,3,Unmatched,0,0,Unmatched,0,0,H359,14,3,H359,14,3,0,0,494,494,0,0
W500,1,Doctor,15,H149,16,3,H149,16,3,Unmatched,0,0,Unmatched,0,0,H149,16,3,H149,16,3,0,0,494,494,0,0
W82,1,Doctor,16,H463,14,3,H463,14,3,Unmatched,0,0,Unmatched,0,0,H463,14,3,H463,14,3,0,0,494,494,0,0
W33,1,Doctor,17,H24,18,4,H24,18,4,Unmatched,0,0,Unmatched,0,0,H24,18,4,H24,18,4,1,1,494,494,0,0
W331,1,Doctor,18,H291,15,-1,H291,15,-1,Unmatched,0,0,Unmatched,0,0,H75,18,4,H75,18,4,1,1,494,494,0,0
W212,1,Doctor,19,H75,19,2,H75,19,2,H64,5,-1,H64,5,-1,H68,21,4,H68,21,4,1,1,0,0,0,0
W312,1,Doctor,20,H170,20,1,H170,20,1,Unmatched,0,0,Unmatched,0,0,H170,20,1,H170,20,1,1,1,494,494,0,0
W336,1,Doctor,21,H386,19,2,H278,21,3,Unmatched,0,0,Unmatched,0,0,H386,19,2,H278,21,3,1,1,492,492,0,0
W241,1,Doctor,22,H318,20,1,H318,20,1,Unmatched,0,0,Unmatched,0,0,H318,20,1,H318,20,1,1,1,493,493,0,0
W315,1,Doctor,23,H83,21,2,H83,21,2,H45,5,-1,H45,5,-1,H83,21,2,H83,21,2,1,1,0,0,0,0
W124,1,Doctor,24,H278,18,1,H386,21,3,Unmatched,0,0,Unmatched,0,0,H278,18,1,H386,21,3,1,1,493,493,0,0
W428,1,Doctor,25,H1,22,2,H1,22,2,Unmatched,0,0,Unmatched,0,0,H1,22,2,H1,22,2,1,1,493,493,0,0
W256,1,Doctor,26,H227,20,2,H227,20,2,Unmatched,0,0,Unmatched,0,0,H227,20,2,H227,20,2,1,1,492,492,0,0
W103,1,Doctor,27,H238,19,1,H238,19,1,Unmatched,0,0,Unmatched,0,0,H238,19,1,H238,19,1,1,1,493,493,0,0
W496,1,Doctor,28,H108,23,1,H108,23,1,Unmatched,0,0,Unmatched,0,0,H108,23,1,H108,23,1,1,1,492,492,0,0
W264,1,Doctor,29,H270,19,1,H270,19,1,Unmatched,0,0,Unmatched,0,0,H270,19,1,H270,19,1,1,1,492,492,0,0
W142,1,Doctor,30,H211,27,3,H211,27,3,Unmatched,0,0,Unmatched,0,0,H211,27,3,H211,27,3,1,1,492,492,0,0
W531,1,Doctor,31,H230,29,4,H230,29,4,Unmatched,0,0,Unmatched,0,0,H230,29,4,H230,29,4,1,1,493,493,0,0
W376,1,Doctor,32,H31,28,2,H31,28,2,Unmatched,0,0,Unmatched,0,0,H31,28,2,H31,28,2,1,1,492,492,0,0
W565,1,Doctor,33,H393,25,1,H393,25,1,Unmatched,0,0,Unmatched,0,0,H393,25,1,H393,25,1,1,1,492,492,0,0
W232,1,Doctor,34,H293,26,1,H293,26,1,Unmatched,0,0,Unmatched,0,0,H293,26,1,H293,26,1,1,1,492,492,0,0
W340,1,Doctor,35,H286,31,4,H286,31,4,Unmatched,0,0,Unmatched,0,0,H286,31,4,H286,31,4,1,1,492,492,0,0
W525,1,Doctor,36,H193,33,2,H193,33,2,Unmatched,0,0,Unmatched,0,0,H193,33,2,H193,33,2,1,1,492,492,0,0
W486,1,Doctor,37,H68,28,-1,H68,28,-1,Unmatched,0,0,Unmatched,0,0,H157,31,2,H453,35,3,1,1,492,492,0,0
W528,1,Doctor,38,H310,37,4,H310,37,4,Unmatched,0,0,Unmatched,0,0,H310,37,4,H310,37,4,1,1,492,492,0,0
W538,1,Doctor,39,H412,39,3,H412,39,3,Unmatched,0,0,Unmatched,0,0,H412,39,3,H412,39,3,1,1,492,492,0,0
W115,1,Doctor,40,H453,34,2,H453,34,2,Unmatched,0,0,Unmatched,0,0,H453,34,2,H469,43,3,1,1,492,492,0,0
W238,1,Doctor,41,H469,29,1,H469,29,1,Unmatched,0,0,Unmatched,0,0,H469,29,1,H157,36,2,1,1,492,492,0,0
W83,1,Doctor,42,H297,41,1,H297,41,1,Unmatched,0,0,Unmatched,0,0,H297,41,1,H297,41,1,1,1,492,492,0,0
W553,1,Doctor,43,H133,47,5,H133,47,5,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,449,449,492,492,0,0
W2,1,Doctor,44,H153,42,3,H153,42,3,Unmatched,0,0,Unmatched,0,0,H153,42,3,H153,42,3,1,1,492,492,0,0
W25,1,Doctor,45,H304,46,3,H304,46,3,Unmatched,0,0,Unmatched,0,0,H304,46,3,H304,46,3,1,1,492,492,0,0
W347,1,Doctor,46,H157,38,1,H157,38,1,Unmatched,0,0,Unmatched,0,0,H150,45,4,H150,45,4,1,1,492,492,0,0
W590,1,Doctor,47,H195,47,3,H195,47,3,Unmatched,0,0,Unmatched,0,0,H195,47,3,H195,47,3,1,1,492,492,0,0
W187,1,Doctor,48,H150,43,1,H150,43,1,Unmatched,0,0,Unmatched,0,0,H133,45,2,H133,45,2,1,1,491,491,0,0
W179,1,Doctor,49,H277,43,1,H277,43,1,H101,5,-1,H101,5,-1,H277,43,1,H277,43,1,1,1,0,0,0,0
W198,1,Doctor,50,H91,50,3,H91,50,3,Unmatched,0,0,Unmatched,0,0,H91,50,3,H91,50,3,1,1,492,492,0,0
W362,1,Doctor,51,H106,48,2,H106,48,2,Unmatched,0,0,Unmatched,0,0,H106,48,2,H106,48,2,1,1,492,492,0,0
W291,1,Doctor,52,H495,49,4,H495,49,4,Unmatched,0,0,Unmatched,0,0,H495,49,4,H495,49,4,1,1,492,492,0,0
W555,1,Doctor,53,H401,36,1,H401,36,1,H488,5,-1,H488,5,-1,H401,36,1,H401,36,1,1,1,0,0,0,0
W370,1,Doctor,54,H210,49,2,H210,49,2,Unmatched,0,0,Unmatched,0,0,H210,49,2,H210,49,2,1,1,491,491,0,0
W513,1,Doctor,55,H497,43,1,H497,43,1,Unmatched,0,0,Unmatched,0,0,H497,43,1,H497,43,1,1,1,491,491,0,0
W259,1,Doctor,56,H109,53,1,H109,53,1,Unmatched,0,0,Unmatched,0,0,H109,53,1,H109,53,1,1,1,492,492,0,0
W239,1,Doctor,57,H366,55,3,H366,55,3,Unmatched,0,0,Unmatched,0,0,H366,55,3,H366,55,3,1,1,490,490,0,0
W8,1,Doctor,58,H296,47,1,H296,47,1,Unmatched,0,0,Unmatched,0,0,H296,47,1,H296,47,1,1,1,491,491,0,0
W50,1,Doctor,59,H383,50,1,H383,50,1,Unmatched,0,0,Unmatched,0,0,H383,50,1,H383,50,1,1,1,491,491,0,0
W495,1,Doctor,60,H137,54,2,H137,54,2,Unmatched,0,0,Unmatched,0,0,H137,54,2,H137,54,2,1,1,491,491,0,0
W421,1,Doctor,61,H434,56,3,H434,56,3,Unmatched,0,0,Unmatched,0,0,H434,56,3,H434,56,3,1,1,490,490,0,0
