id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W302,1,Doctor,1,H137,1,1,H137,1,1,H137,1,1,H137,1,1,H137,1,1,H137,1,1,0,0,0,0,0,0
W441,1,Doctor,2,H352,44,3,H352,44,3,H227,4,-1,H227,4,-1,H352,44,3,H352,44,3,1,1,0,0,0,0
W521,1,Doctor,3,H142,79,4,H142,79,4,H404,3,-1,H404,3,-1,H142,79,4,H142,79,4,2,2,0,0,0,0
W430,1,Doctor,4,H218,20,1,H218,20,1,H438,2,-1,H438,2,-1,H218,20,1,H218,20,1,0,0,0,0,0,0
W171,1,Doctor,5,H228,55,5,H228,55,5,H396,3,-1,H396,3,-1,H228,55,5,H228,55,5,1,1,0,0,0,0
W595,1,Doctor,6,H420,93,4,H420,93,4,H215,2,-1,H215,2,-1,H408,82,3,H408,82,3,4,4,0,0,0,0
W256,1,Doctor,7,H5,37,2,H5,37,2,H18,4,-1,H18,4,-1,H5,37,2,H5,37,2,1,1,0,0,0,0
W196,1,Doctor,8,H414,12,2,H414,12,2,H103,1,-1,H103,1,-1,H414,12,2,H414,12,2,1,1,0,0,0,0
W362,1,Doctor,9,H221,18,1,H221,18,1,H361,1,-1,H361,1,-1,H221,18,1,H221,18,1,0,0,0,0,0,0
W370,1,Doctor,10,H500,21,1,H500,21,1,H260,1,-1,H260,1,-1,H500,21,1,H500,21,1,0,0,0,0,0,0
W10,1,Doctor,11,H122,26,5,H122,26,5,H59,1,-1,H59,1,-1,H122,26,5,H122,26,5,1,1,0,0,0,0
W243,1,Doctor,12,H100,6,1,H100,6,1,H360,3,-1,H360,3,-1,H100,6,1,H100,6,1,0,0,0,0,0,0
W310,1,Doctor,13,H198,26,3,H198,26,3,H238,1,-1,H238,1,-1,H198,26,3,H198,26,3,1,1,0,0,0,0
W153,1,Doctor,14,H350,3,1,H350,3,1,H457,1,-1,H457,1,-1,H350,3,1,H350,3,1,0,0,0,0,0,0
W104,1,Doctor,15,H297,1,1,H297,1,1,H297,1,1,H297,1,1,H297,1,1,H297,1,1,0,0,0,0,0,0
W66,1,Doctor,16,H233,32,1,H233,32,1,H483,2,-1,H483,2,-1,H233,32,1,H233,32,1,1,1,0,0,0,0
W102,1,Doctor,17,H195,21,3,H195,21,3,H319,1,-1,H319,1,-1,H195,21,3,H195,21,3,0,0,0,0,0,0
W530,1,Doctor,18,H168,32,1,H168,32,1,H364,1,-1,H364,1,-1,H168,32,1,H168,32,1,1,1,0,0,0,0
W480,1,Doctor,19,H499,39,1,H499,39,1,H274,5,-1,H274,5,-1,H499,39,1,H499,39,1,0,0,0,0,0,0
