id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W388,1,Doctor,1,H495,2,1,H495,2,1,H495,2,1,H495,2,1,H495,2,1,H495,2,1,0,0,0,0,0,0
W482,1,Doctor,2,H34,1,1,H34,1,1,H34,1,1,H34,1,1,H34,1,1,H34,1,1,0,0,0,0,0,0
W346,1,Doctor,3,H392,4,4,H452,9,-1,H392,4,4,H392,4,4,H392,4,4,H392,4,4,0,0,0,0,0,0
W49,1,Doctor,4,H493,1,1,H493,1,1,H493,1,1,H493,1,1,H493,1,1,H493,1,1,0,0,0,0,0,0
W182,1,Doctor,5,H116,4,2,H116,4,2,H116,4,2,H116,4,2,H116,4,2,H116,4,2,0,0,0,0,0,0
W116,1,Doctor,6,H210,5,2,H210,5,2,H210,5,2,H210,5,2,H210,5,2,H210,5,2,0,0,0,0,0,0
W591,1,Doctor,7,H81,2,2,H81,2,2,H81,2,2,H81,2,2,H81,2,2,H81,2,2,0,0,0,0,0,0
W138,1,Doctor,8,H452,7,3,H392,13,-1,H469,4,-1,H469,4,-1,H452,7,3,H452,7,3,0,0,0,0,0,0
W38,1,Doctor,9,H456,4,4,H456,4,4,H456,4,4,H456,4,4,H456,4,4,H456,4,4,0,0,0,0,0,0
W110,1,Doctor,10,H469,7,3,H469,7,3,Unmatched,0,0,Unmatched,0,0,H469,7,3,H469,7,3,0,0,488,488,0,0
W246,1,Doctor,11,H133,6,3,H133,6,3,Unmatched,0,0,Unmatched,0,0,H133,6,3,H133,6,3,0,0,487,487,0,0
W330,1,Doctor,12,H417,7,3,H417,7,3,Unmatched,0,0,Unmatched,0,0,H417,7,3,H417,7,3,0,0,485,485,0,0
W197,1,Doctor,13,H439,16,3,H439,16,3,Unmatched,0,0,Unmatched,0,0,H439,16,3,H439,16,3,0,0,484,484,0,0
W587,1,Doctor,14,H85,1,1,H85,1,1,H85,1,1,H85,1,1,H85,1,1,H85,1,1,0,0,0,0,0,0
W327,1,Doctor,15,H403,9,3,H403,9,3,Unmatched,0,0,Unmatched,0,0,H403,9,3,H403,9,3,0,0,485,485,0,0
W526,1,Doctor,16,H270,15,2,H270,15,2,H452,3,-1,H452,3,-1,H270,15,2,H270,15,2,0,0,0,0,0,0
W104,1,Doctor,17,H249,3,1,H249,3,1,H249,3,1,H249,3,1,H249,3,1,H249,3,1,0,0,0,0,0,0
W220,1,Doctor,18,H323,16,4,H323,16,4,Unmatched,0,0,Unmatched,0,0,H323,16,4,H323,16,4,0,0,484,484,0,0
W190,1,Doctor,19,H390,7,1,H390,7,1,Unmatched,0,0,Unmatched,0,0,H390,7,1,H390,7,1,0,0,482,482,0,0
W7,1,Doctor,20,H472,9,1,H472,9,1,Unmatched,0,0,Unmatched,0,0,H472,9,1,H472,9,1,0,0,485,485,0,0
W213,1,Doctor,21,H491,10,3,H491,10,3,Unmatched,0,0,Unmatched,0,0,H491,10,3,H491,10,3,0,0,480,480,0,0
W46,1,Doctor,22,H217,3,1,H217,3,1,H217,3,1,H217,3,1,H217,3,1,H217,3,1,0,0,0,0,0,0
W495,1,Doctor,23,H350,8,1,H350,8,1,Unmatched,0,0,Unmatched,0,0,H350,8,1,H350,8,1,0,0,480,480,0,0
W52,1,Doctor,24,H14,14,1,H14,14,1,Unmatched,0,0,Unmatched,0,0,H14,14,1,H14,14,1,0,0,482,482,0,0
W384,1,Doctor,25,H6,27,4,H6,27,4,H472,3,-1,H472,3,-1,H6,27,4,H6,27,4,1,1,0,0,0,0
W419,1,Doctor,26,H398,30,1,H398,30,1,H417,5,-1,H417,5,-1,H398,30,1,H398,30,1,0,0,0,0,0,0
W494,1,Doctor,27,H310,19,2,H310,19,2,Unmatched,0,0,Unmatched,0,0,H310,19,2,H310,19,2,0,0,479,479,0,0
W383,1,Doctor,28,H196,16,4,H196,16,4,Unmatched,0,0,Unmatched,0,0,H196,16,4,H196,16,4,0,0,480,480,0,0
W2,1,Doctor,29,H93,30,4,H93,30,4,Unmatched,0,0,Unmatched,0,0,H93,30,4,H93,30,4,1,1,481,481,0,0
W285,1,Doctor,30,H492,15,1,H492,15,1,Unmatched,0,0,Unmatched,0,0,H492,15,1,H492,15,1,0,0,481,481,0,0
W89,1,Doctor,31,H443,9,1,H443,9,1,Unmatched,0,0,Unmatched,0,0,H443,9,1,H443,9,1,0,0,477,477,0,0
W9,1,Doctor,32,H24,28,4,H24,28,4,Unmatched,0,0,Unmatched,0,0,H24,28,4,H24,28,4,1,1,481,481,0,0
W354,1,Doctor,33,H144,16,1,H144,16,1,Unmatched,0,0,Unmatched,0,0,H144,16,1,H144,16,1,0,0,478,478,0,0
