id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W420,1,Doctor,1,H377,11,4,H377,11,4,H415,5,1,H415,5,1,H377,11,4,H377,11,4,0,0,0,0,0,0
W395,1,Doctor,2,H347,7,3,H347,7,3,Unmatched,0,0,Unmatched,0,0,H347,7,3,H347,7,3,0,0,487,487,0,0
W520,1,Doctor,3,H323,26,3,H323,26,3,Unmatched,0,0,Unmatched,0,0,H323,26,3,H323,26,3,0,0,478,478,0,0
W193,1,Doctor,4,H286,1,1,H286,1,1,H286,1,1,H286,1,1,H286,1,1,H286,1,1,0,0,0,0,0,0
W514,1,Doctor,5,H235,17,1,H235,17,1,Unmatched,0,0,Unmatched,0,0,H235,17,1,H235,17,1,0,0,481,481,0,0
W210,1,Doctor,6,H173,21,2,H173,21,2,Unmatched,0,0,Unmatched,0,0,H173,21,2,H173,21,2,0,0,480,480,0,0
W164,1,Doctor,7,H9,8,1,H9,8,1,Unmatched,0,0,Unmatched,0,0,H9,8,1,H9,8,1,0,0,481,481,0,0
W240,1,Doctor,8,H188,39,4,H188,39,4,Unmatched,0,0,Unmatched,0,0,H188,39,4,H188,39,4,0,0,481,481,0,0
W158,1,Doctor,9,H244,39,4,H244,39,4,Unmatched,0,0,Unmatched,0,0,H244,39,4,H244,39,4,0,0,475,475,0,0
W235,1,Doctor,10,H421,30,-1,H421,30,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,162,162,484,484,0,0
W182,1,Doctor,11,H204,17,2,H204,17,2,H9,4,-1,H9,4,-1,H204,17,2,H204,17,2,0,0,0,0,0,0
W451,1,Doctor,12,H315,3,1,H315,3,1,H315,3,1,H315,3,1,H315,3,1,H315,3,1,0,0,0,0,0,0
W414,1,Doctor,13,H160,64,-1,H160,64,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,152,152,478,478,0,0
W457,1,Doctor,14,H45,34,2,H45,34,2,Unmatched,0,0,Unmatched,0,0,H45,34,2,H45,34,2,0,0,477,477,0,0
W339,1,Doctor,15,H450,8,2,H450,8,2,Unmatched,0,0,Unmatched,0,0,H450,8,2,H450,8,2,0,0,476,476,0,0
W519,1,Doctor,16,H424,85,-1,H424,85,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,149,149,478,478,0,0
W300,1,Doctor,17,H109,34,4,H109,34,4,H478,5,-1,H478,5,-1,H109,34,4,H109,34,4,0,0,0,0,0,0
W151,1,Doctor,18,H61,21,3,H61,21,3,Unmatched,0,0,Unmatched,0,0,H61,21,3,H61,21,3,0,0,479,479,0,0
W479,1,Doctor,19,H203,13,1,H203,13,1,Unmatched,0,0,Unmatched,0,0,H203,13,1,H203,13,1,0,0,481,481,0,0
W505,1,Doctor,20,H93,50,5,H93,50,5,Unmatched,0,0,Unmatched,0,0,H93,50,5,H93,50,5,0,0,476,476,0,0
W247,1,Doctor,21,H478,17,2,H478,17,2,Unmatched,0,0,Unmatched,0,0,H421,10,1,H421,10,1,0,0,476,476,0,0
W78,1,Doctor,22,H490,9,3,H490,9,3,Unmatched,0,0,Unmatched,0,0,H490,9,3,H490,9,3,0,0,477,477,0,0
W553,1,Doctor,23,H442,75,-1,H442,75,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,125,125,476,476,0,0
W28,1,Doctor,24,H217,39,-1,H217,39,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,123,123,477,477,0,0
W163,1,Doctor,25,H237,14,2,H237,14,2,H157,2,1,H157,2,1,H237,14,2,H237,14,2,0,0,0,0,0,0
W40,1,Doctor,26,H491,61,4,H491,61,4,Unmatched,0,0,Unmatched,0,0,H491,61,4,H491,61,4,1,1,472,472,0,0
W443,1,Doctor,27,H189,36,2,H189,36,2,Unmatched,0,0,Unmatched,0,0,H189,36,2,H189,36,2,0,0,473,473,0,0
W8,1,Doctor,28,H214,67,3,H214,67,3,Unmatched,0,0,Unmatched,0,0,H214,67,3,H214,67,3,0,0,476,476,0,0
W172,1,Doctor,29,H428,56,3,H428,56,3,H490,1,-1,H490,1,-1,H428,56,3,H428,56,3,0,0,0,0,0,0
W128,1,Doctor,30,H154,13,3,H154,13,3,H14,5,-1,H14,5,-1,H154,13,3,H154,13,3,0,0,0,0,0,0
W239,1,Doctor,31,H251,92,5,H251,92,5,H426,3,-1,H426,3,-1,H251,92,5,H251,92,5,1,1,0,0,0,0
W367,1,Doctor,32,H54,18,1,H54,18,1,Unmatched,0,0,Unmatched,0,0,H54,18,1,H54,18,1,0,0,473,473,0,0
W211,1,Doctor,33,H122,53,4,H122,53,4,Unmatched,0,0,Unmatched,0,0,H122,53,4,H122,53,4,1,1,473,473,0,0
W212,1,Doctor,34,H451,126,5,H451,126,5,Unmatched,0,0,Unmatched,0,0,H451,126,5,H451,126,5,3,3,476,476,0,0
W13,1,Doctor,35,H300,96,3,H300,96,3,H457,4,-1,H457,4,-1,H300,96,3,H300,96,3,1,1,0,0,0,0
W294,1,Doctor,36,H106,11,1,H106,11,1,Unmatched,0,0,Unmatched,0,0,H106,11,1,H106,11,1,0,0,475,475,0,0
