id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W59,1,Doctor,1,H446,371,-1,H446,371,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,16,16,495,495,0,0
W252,1,Doctor,2,H373,117,3,H373,117,3,Unmatched,0,0,Unmatched,0,0,H373,117,3,H373,117,3,0,0,495,495,0,0
W216,1,Doctor,3,H402,118,2,H402,118,2,Unmatched,0,0,Unmatched,0,0,H402,118,2,H402,118,2,0,0,495,495,0,0
W591,1,Doctor,4,H289,360,3,H289,360,3,Unmatched,0,0,Unmatched,0,0,H289,360,3,H289,360,3,0,0,495,495,0,0
W420,1,Doctor,5,H349,127,2,H349,127,2,Unmatched,0,0,Unmatched,0,0,H349,127,2,H349,127,2,0,0,495,495,0,0
W512,1,Doctor,6,H214,322,3,H214,322,3,Unmatched,0,0,Unmatched,0,0,H214,322,3,H214,322,3,0,0,495,495,0,0
W286,1,Doctor,7,H480,219,3,H480,219,3,Unmatched,0,0,Unmatched,0,0,H480,219,3,H480,219,3,0,0,495,495,0,0
W407,1,Doctor,8,H196,153,3,H196,153,3,Unmatched,0,0,Unmatched,0,0,H196,153,3,H196,153,3,0,0,495,495,0,0
W412,1,Doctor,9,H319,377,5,H319,377,5,Unmatched,0,0,Unmatched,0,0,H319,377,5,H319,377,5,1,1,495,495,0,0
W122,1,Doctor,10,H302,13,1,H302,13,1,Unmatched,0,0,Unmatched,0,0,H302,13,1,H302,13,1,0,0,495,495,0,0
W236,1,Doctor,11,H360,238,2,H360,238,2,Unmatched,0,0,Unmatched,0,0,H360,238,2,H360,238,2,0,0,495,495,0,0
W240,1,Doctor,12,H254,96,3,H254,96,3,Unmatched,0,0,Unmatched,0,0,H254,96,3,H254,96,3,0,0,495,495,0,0
W66,1,Doctor,13,H447,224,1,H447,224,1,Unmatched,0,0,Unmatched,0,0,H447,224,1,H447,224,1,0,0,495,495,0,0
W305,1,Doctor,14,H262,200,3,H262,200,3,Unmatched,0,0,Unmatched,0,0,H262,200,3,H262,200,3,0,0,495,495,0,0
W85,1,Doctor,15,H97,191,5,H122,205,-1,Unmatched,0,0,Unmatched,0,0,H97,191,5,H97,191,5,0,0,495,495,0,0
W522,1,Doctor,16,H477,220,1,H477,220,1,Unmatched,0,0,Unmatched,0,0,H477,220,1,H477,220,1,0,0,495,495,0,0
W398,1,Doctor,17,H486,221,4,H486,221,4,Unmatched,0,0,Unmatched,0,0,H486,221,4,H486,221,4,0,0,495,495,0,0
W501,1,Doctor,18,H291,67,1,H291,67,1,Unmatched,0,0,Unmatched,0,0,H291,67,1,H291,67,1,0,0,495,495,0,0
W173,1,Doctor,19,H276,166,4,H276,166,4,Unmatched,0,0,Unmatched,0,0,H276,166,4,H276,166,4,0,0,495,495,0,0
W187,1,Doctor,20,H481,298,5,H481,298,5,Unmatched,0,0,Unmatched,0,0,H481,298,5,H481,298,5,0,0,495,495,0,0
W557,1,Doctor,21,H489,436,5,H489,436,5,Unmatched,0,0,Unmatched,0,0,H489,436,5,H489,436,5,7,7,495,495,0,0
W335,1,Doctor,22,H131,144,1,H131,144,1,Unmatched,0,0,Unmatched,0,0,H131,144,1,H131,144,1,0,0,495,495,0,0
W6,1,Doctor,23,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,15,15,495,495,0,0
W373,1,Doctor,24,H321,339,4,H321,339,4,Unmatched,0,0,Unmatched,0,0,H321,339,4,H321,339,4,0,0,495,495,0,0
W480,1,Doctor,25,H28,203,3,H28,203,3,Unmatched,0,0,Unmatched,0,0,H28,203,3,H28,203,3,0,0,495,495,0,0
W469,1,Doctor,26,H421,116,4,H421,116,4,Unmatched,0,0,Unmatched,0,0,H421,116,4,H421,116,4,0,0,495,495,0,0
W374,1,Doctor,27,H406,8,1,H406,8,1,Unmatched,0,0,Unmatched,0,0,H406,8,1,H406,8,1,0,0,495,495,0,0
W394,1,Doctor,28,H71,338,1,H71,338,1,Unmatched,0,0,Unmatched,0,0,H71,338,1,H71,338,1,0,0,495,495,0,0
W255,1,Doctor,29,H199,5,1,H199,5,1,H199,5,1,H199,5,1,H199,5,1,H199,5,1,0,0,0,0,0,0
W457,1,Doctor,30,H380,46,1,H380,46,1,Unmatched,0,0,Unmatched,0,0,H380,46,1,H380,46,1,0,0,495,495,0,0
W523,1,Doctor,31,H483,153,2,H483,153,2,Unmatched,0,0,Unmatched,0,0,H483,153,2,H483,153,2,0,0,495,495,0,0
W263,1,Doctor,32,H354,157,4,H354,157,4,Unmatched,0,0,Unmatched,0,0,H354,157,4,H354,157,4,0,0,495,495,0,0
W593,1,Doctor,33,H310,113,1,H310,113,1,Unmatched,0,0,Unmatched,0,0,H310,113,1,H310,113,1,0,0,495,495,0,0
W462,1,Doctor,34,H126,264,3,H126,264,3,Unmatched,0,0,Unmatched,0,0,H126,264,3,H126,264,3,0,0,495,495,0,0
W566,1,Doctor,35,H231,424,4,H231,424,4,Unmatched,0,0,Unmatched,0,0,H231,424,4,H231,424,4,7,7,495,495,0,0
W63,1,Doctor,36,H5,265,-1,H5,265,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,18,18,495,495,0,0
W386,1,Doctor,37,H228,343,3,H228,343,3,Unmatched,0,0,Unmatched,0,0,H228,343,3,H228,343,3,0,0,495,495,0,0
W130,1,Doctor,38,H186,480,3,H186,480,3,Unmatched,0,0,Unmatched,0,0,H186,480,3,H186,480,3,11,11,495,495,0,0
W328,1,Doctor,39,H432,261,-1,H432,261,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,17,17,495,495,0,0
W350,1,Doctor,40,H37,316,4,H37,316,4,Unmatched,0,0,Unmatched,0,0,H37,316,4,H37,316,4,0,0,495,495,0,0
W152,1,Doctor,41,H243,357,5,H243,357,5,Unmatched,0,0,Unmatched,0,0,H243,357,5,H243,357,5,0,0,495,495,0,0
W521,1,Doctor,42,H456,4,1,H456,4,1,H456,4,1,H456,4,1,H456,4,1,H456,4,1,0,0,0,0,0,0
W198,1,Doctor,43,H345,106,1,H345,106,1,Unmatched,0,0,Unmatched,0,0,H345,106,1,H345,106,1,0,0,495,495,0,0
W549,1,Doctor,44,H375,464,3,H375,464,3,Unmatched,0,0,Unmatched,0,0,H375,464,3,H375,464,3,11,11,495,495,0,0
W48,1,Doctor,45,H255,76,2,H255,76,2,Unmatched,0,0,Unmatched,0,0,H255,76,2,H255,76,2,0,0,495,495,0,0
W391,1,Doctor,46,H391,224,2,H391,224,2,Unmatched,0,0,Unmatched,0,0,H391,224,2,H391,224,2,0,0,495,495,0,0
W551,1,Doctor,47,H185,281,5,H185,281,5,Unmatched,0,0,Unmatched,0,0,H185,281,5,H185,281,5,0,0,495,495,0,0
W399,1,Doctor,48,H139,26,1,H139,26,1,Unmatched,0,0,Unmatched,0,0,H139,26,1,H139,26,1,0,0,495,495,0,0
W559,1,Doctor,49,H357,186,2,H357,186,2,Unmatched,0,0,Unmatched,0,0,H357,186,2,H357,186,2,0,0,495,495,0,0
W131,1,Doctor,50,H294,375,3,H294,375,3,Unmatched,0,0,Unmatched,0,0,H294,375,3,H294,375,3,1,1,495,495,0,0
W11,1,Doctor,51,H419,216,3,H419,216,3,Unmatched,0,0,Unmatched,0,0,H419,216,3,H419,216,3,0,0,495,495,0,0
W165,1,Doctor,52,H4,60,2,H4,60,2,Unmatched,0,0,Unmatched,0,0,H4,60,2,H4,60,2,0,0,495,495,0,0
