id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W358,1,Doctor,1,H482,4,2,H482,4,2,H145,2,1,H145,2,1,H482,4,2,H482,4,2,0,0,0,0,0,0
W81,1,Doctor,2,H173,5,1,H173,5,1,H491,3,-1,H491,3,-1,H173,5,1,H173,5,1,0,0,0,0,0,0
W122,1,Doctor,3,H58,3,1,H58,3,1,H58,3,1,H58,3,1,H58,3,1,H58,3,1,0,0,0,0,0,0
W102,1,Doctor,4,H470,17,2,H470,17,2,H451,4,-1,H451,4,-1,H470,17,2,H470,17,2,0,0,0,0,0,0
W67,1,Doctor,5,H481,17,1,H481,17,1,H47,3,-1,H47,3,-1,H481,17,1,H481,17,1,0,0,0,0,0,0
W339,1,Doctor,6,H47,32,2,H47,32,2,H379,2,-1,H379,2,-1,H47,32,2,H47,32,2,0,0,0,0,0,0
W112,1,Doctor,7,H452,37,4,H452,37,4,Unmatched,0,0,Unmatched,0,0,H452,37,4,H452,37,4,2,2,272,272,0,0
W523,1,Doctor,8,H13,9,2,H13,9,2,H500,4,1,H500,4,1,H13,9,2,H13,9,2,0,0,0,0,0,0
W187,1,Doctor,9,H77,75,2,H77,75,2,H186,1,1,H186,1,1,H77,75,2,H77,75,2,1,1,0,0,0,0
W391,1,Doctor,10,H443,73,4,H443,73,4,H336,1,-1,H336,1,-1,H443,73,4,H443,73,4,1,1,0,0,0,0
W246,1,Doctor,11,H33,13,1,H33,13,1,H156,3,-1,H156,3,-1,H33,13,1,H33,13,1,0,0,0,0,0,0
W394,1,Doctor,12,H314,64,1,H314,64,1,H106,2,-1,H106,2,-1,H314,64,1,H314,64,1,1,1,0,0,0,0
