id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W502,1,Doctor,1,H415,412,2,H415,412,2,H193,4,-1,H193,4,-1,H415,412,2,H415,412,2,9,9,0,0,0,0
W217,1,Doctor,2,H225,84,1,H225,84,1,H157,2,-1,H157,2,-1,H225,84,1,H225,84,1,2,2,0,0,0,0
W158,1,Doctor,3,H16,20,1,H16,20,1,Unmatched,0,0,Unmatched,0,0,H16,20,1,H16,20,1,0,0,158,158,0,0
W111,1,Doctor,4,H80,12,1,H80,12,1,Unmatched,0,0,Unmatched,0,0,H80,12,1,H80,12,1,1,1,147,147,0,0
W197,1,Doctor,5,H187,433,3,H187,433,3,H144,1,-1,H144,1,-1,H187,433,3,H187,433,3,9,9,0,0,0,0
W40,1,Doctor,6,H499,52,1,H499,52,1,Unmatched,0,0,Unmatched,0,0,H499,52,1,H499,52,1,0,0,155,155,0,0
W480,1,Doctor,7,H371,13,1,H371,13,1,H414,2,-1,H414,2,-1,H371,13,1,H371,13,1,1,1,0,0,0,0
W228,1,Doctor,8,H118,15,1,H118,15,1,H433,1,-1,H433,1,-1,H118,15,1,H118,15,1,0,0,0,0,0,0
W165,1,Doctor,9,H77,37,2,H77,37,2,Unmatched,0,0,Unmatched,0,0,H77,37,2,H77,37,2,0,0,180,180,0,0
W328,1,Doctor,10,H294,103,1,H294,103,1,H27,1,-1,H27,1,-1,H294,103,1,H294,103,1,3,3,0,0,0,0
W488,1,Doctor,11,H1,176,5,H1,176,5,H142,3,-1,H142,3,-1,H1,176,5,H1,176,5,2,2,0,0,0,0
W109,1,Doctor,12,H372,140,1,H372,140,1,H418,2,-1,H418,2,-1,H372,140,1,H372,140,1,5,5,0,0,0,0
W4,1,Doctor,13,H340,193,1,H340,193,1,H492,2,-1,H492,2,-1,H340,193,1,H340,193,1,3,3,0,0,0,0
W479,1,Doctor,14,H472,132,2,H472,132,2,H77,5,-1,H77,5,-1,H472,132,2,H472,132,2,2,2,0,0,0,0
W45,1,Doctor,15,H354,266,4,H354,266,4,H369,4,-1,H369,4,-1,H354,266,4,H354,266,4,8,8,0,0,0,0
W15,1,Doctor,16,H30,70,1,H30,70,1,Unmatched,0,0,Unmatched,0,0,H30,70,1,H30,70,1,2,2,148,148,0,0
W186,1,Doctor,17,H346,283,2,H346,283,2,Unmatched,0,0,Unmatched,0,0,H346,283,2,H346,283,2,6,6,134,134,0,0
W172,1,Doctor,18,H297,75,1,H297,75,1,H200,4,-1,H200,4,-1,H297,75,1,H297,75,1,4,4,0,0,0,0
W557,1,Doctor,19,H223,17,2,H223,17,2,H372,1,-1,H372,1,-1,H223,17,2,H223,17,2,0,0,0,0,0,0
W252,1,Doctor,20,H147,240,3,H147,240,3,H401,3,-1,H401,3,-1,H147,240,3,H147,240,3,5,5,0,0,0,0
W525,1,Doctor,21,Unmatched,0,0,Unmatched,0,0,H82,2,-1,H82,2,-1,H199,310,4,H199,310,4,7,7,0,0,0,0
W91,1,Doctor,22,Unmatched,0,0,Unmatched,0,0,H334,5,-1,H334,5,-1,Unmatched,0,0,Unmatched,0,0,10,10,0,0,0,0
W161,1,Doctor,23,H226,78,3,H226,78,3,H116,5,-1,H116,5,-1,H280,52,1,H280,52,1,1,1,0,0,0,0
W244,1,Doctor,24,Unmatched,0,0,Unmatched,0,0,H342,1,-1,H342,1,-1,Unmatched,0,0,Unmatched,0,0,10,10,0,0,0,0
W461,1,Doctor,25,H471,265,5,H471,265,5,H350,1,-1,H350,1,-1,H471,265,5,H471,265,5,4,4,0,0,0,0
W214,1,Doctor,26,H183,8,1,H183,8,1,H348,3,-1,H348,3,-1,H183,8,1,H183,8,1,1,1,0,0,0,0
W451,1,Doctor,27,H81,35,2,H81,35,2,H473,4,-1,H473,4,-1,H81,35,2,H81,35,2,0,0,0,0,0,0
W594,1,Doctor,28,H221,90,2,H221,90,2,H186,2,-1,H186,2,-1,H221,90,2,H221,90,2,5,5,0,0,0,0
W76,1,Doctor,29,H171,88,4,H171,88,4,H176,3,-1,H176,3,-1,H171,88,4,H171,88,4,1,1,0,0,0,0
W392,1,Doctor,30,H344,274,2,H344,274,2,Unmatched,0,0,Unmatched,0,0,H344,274,2,H344,274,2,4,4,147,147,0,0
W150,1,Doctor,31,H234,31,1,H234,31,1,H385,1,-1,H385,1,-1,H234,31,1,H234,31,1,0,0,0,0,0,0
W300,1,Doctor,32,H422,126,2,H422,126,2,H449,1,-1,H449,1,-1,H422,126,2,H422,126,2,3,3,0,0,0,0
W352,1,Doctor,33,H282,234,3,H282,234,3,H447,5,-1,H447,5,-1,H282,234,3,H282,234,3,6,6,0,0,0,0
W459,1,Doctor,34,H440,142,4,H440,142,4,H4,2,-1,H4,2,-1,H440,142,4,H440,142,4,1,1,0,0,0,0
W442,1,Doctor,35,H98,265,3,H98,265,3,H5,2,-1,H5,2,-1,H98,265,3,H98,265,3,7,7,0,0,0,0
W98,1,Doctor,36,H322,452,-1,H322,452,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,11,11,137,137,0,0
W277,1,Doctor,37,H444,68,2,H444,68,2,H2,3,-1,H2,3,-1,H444,68,2,H444,68,2,1,1,0,0,0,0
W146,1,Doctor,38,H374,34,1,H374,34,1,H158,5,-1,H158,5,-1,H374,34,1,H374,34,1,1,1,0,0,0,0
